ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.199997190232917,13.218658260481803,11.31928389476928,15.244333421325502,3.925049526556222,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,14.542926867090467,14.795714864938812,11.300942726175434,19.31873740144965,8.017794675274216,2.0427244601697816,1.1017371183875118,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.645156356086776,20.695507977982132,17.293769025263796,24.309112401825107,7.015343376561312,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,21.826004497242117,22.01246821095072,17.111086414214373,27.61932548727386,10.508239073059485,1.4978937607199885,1.0571973455074946,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,26.927631914929744,26.959069046407162,22.099724067970673,32.1593151440031,10.05959107603243,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,27.33608743995119,27.466798057633138,22.150227298933995,33.21267212573245,11.062444826798458,1.0996913038697356,1.0151686389026648,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,9.995949683859187,10.073606266640041,7.7268237645952516,12.596028980720472,4.869205216125221,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,11.424802263232298,12.033903352768128,7.784765710102273,18.6172939381251,10.832528228022827,2.2247015164095,1.1429431544338733,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,22.234827807310552,22.589240655513795,15.994561794176905,29.67566487882988,13.681103084652976,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,26.47134048221291,28.524292920667847,14.909388320230681,49.205000579911676,34.29561225968099,2.506787065887451,1.1905349891447974,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,85.88820007589325,86.57491857735722,67.88564731617217,107.80806716779104,39.92241985161887,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp585 | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
