tag,forcing,marker,ladrillo_fair_regrowth_cm,ladrillo_fair_peak_year,ladrillo_magiccclim_regrowth_cm,ladrillo_magiccclim_peak_year,magicc_own_regrowth_cm,magicc_own_peak_year,total_gap_cm,structure_part_cm,climate_part_cm,structure_share,verdict
L27,spliced,vvVL,0.0,2300,0.0,2300,0.8730556791857271,2181,0.8730556791857271,0.8730556791857271,0.0,1.0,STRUCTURE
L27,spliced,vvLN,0.11195264305075625,2231,1.9498725004835453,2179,8.58473503347048,2144,8.472782390419724,6.634862532986935,1.837919857432789,0.7830795395487854,STRUCTURE
L27,spliced,vvL,0.0,2300,0.0,2300,0.9718215563024373,2177,0.9718215563024373,0.9718215563024373,0.0,1.0,STRUCTURE
L27,spliced,vvML,0.09591188226615444,2252,0.5259230874382581,2215,6.388655978266229,2168,6.2927440960000744,5.862732890827971,0.43001120517210367,0.9316655502572501,STRUCTURE
L27,spliced,vvM,0.0,2300,0.0,2300,0.0,2300,0.0,0.0,0.0,,NO_GAP
L27,spliced,vvHL,0.0,2300,0.05068908954128837,2259,2.9536723518457553,2183,2.9536723518457553,2.902983262304467,0.05068908954128837,0.9828386213827635,STRUCTURE
L27,spliced,vvH,0.0,2300,0.0,2300,0.0,2300,0.0,0.0,0.0,,NO_GAP
