source,module,component,year,hi_med,lo_med,delta_cm,stat,cls,dT_K,delta_cm_per_K,provenance
BRICK 2.0,BRICK2.0,ais,2100,35.55525207519531,4.303825855255127,31.251426219940186,difference of medians (vvH - vvVL),model,1.6771440303464975,18.633716397919414,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
FACTS,ar5AIS,ais,2100,4.695932769775391,6.193665504455566,-1.4977327346801754,difference of medians (vvH - vvVL),model,1.6771440303464975,-0.8930257077388543,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
FACTS,bamber19,ais,2100,12.549166488647462,9.86416702270508,2.684999465942381,difference of medians (vvH - vvVL),sej,1.6771440303464975,1.6009355293043381,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
FACTS,deconto21,ais,2100,11.232999420166015,8.777999877929688,2.4549995422363278,difference of medians (vvH - vvVL),model,1.6771440303464975,1.463797680947608,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
FACTS,larmip,ais,2100,11.963308715820313,11.133449935913088,0.8298587799072248,difference of medians (vvH - vvVL),model,1.6771440303464975,0.49480471855227376,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
Ladrillo,L24,ais,2100,25.336833192254048,4.303201072410232,21.033632119843816,difference of medians (vvH - vvVL),model,1.6771440303464975,12.541339169002839,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
MAGICC-SLR,Nauels2025,ais,2100,16.13019546628319,2.045236940268084,14.084958526015107,difference of medians (vvH - vvVL),model,2.0273851753397,6.947352036178864,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
BRICK 2.0,BRICK2.0,ais,2150,83.88275146484375,6.566443681716919,77.31630778312683,difference of medians (vvH - vvVL),model,3.124589046846432,24.744472512684574,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
FACTS,larmip,ais,2150,29.987457275390625,22.101337432861328,7.886119842529297,difference of medians (vvH - vvVL),model,3.124589046846432,2.5238902538202765,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
Ladrillo,L24,ais,2150,76.86984292231685,6.438603056184421,70.43123986613243,difference of medians (vvH - vvVL),model,3.124589046846432,22.540961006445595,"plot_vv_responsiveness.py | tag L24 | seed n/a (no RNG in this driver) | comparison vv_model_comparison_L24.csv | fair_gmst_hi fair_mean_gmst_vvH.csv | fair_gmst_lo fair_mean_gmst_vvVL.csv | magicc_gmst magicc_gmst_vv.csv | commit c1be6c4-dirty | delta_cm = med(vvH) - med(vvVL), cm, rel. 1995-2014; dT_K = same pair's GMST gap on each source's OWN driver (FaIR mean for Ladrillo/BRICK/FACTS, MAGICC median)"
