draw,gis_amp,gis126,gis245,gis585,spread
1,1.6472959706396222,5.753039818581965,7.5132713053798,12.271478208096287,6.518438389514322
2,1.6840067656340019,5.9220475300424456,7.482787042574311,11.38058638085636,5.458538850813915
3,1.9628435835347466,6.51855142935891,8.759841129596415,14.916720287587635,8.398168858228725
4,2.082908574292625,6.63027194704829,8.98790135725812,15.458016895786368,8.82774494873808
5,2.0663266851998165,6.532680512579223,8.752015385284043,14.644518997191593,8.11183848461237
6,1.896983855901914,6.400329233747076,8.31220611066656,13.339839476954001,6.939510243206925
7,1.7390397338765062,6.334069148386135,8.203110551290537,13.158237789055592,6.824168640669457
8,1.973191419023614,6.745259026894225,8.917692523383753,14.865344556857274,8.120085529963049
9,1.789653604067251,6.418334364796063,8.365190930911904,13.556963189593349,7.138628824797285
10,1.7859792208477587,6.318067914816966,8.134807037187468,12.869300239978822,6.551232325161855
11,2.1203470017453268,6.795309673421009,8.88664333012424,14.2159150598423,7.4206053864212915
12,1.6612052711544154,6.004595061263199,7.423434255322105,10.762339200040492,4.7577441387772925
13,1.8370068915605384,6.229903321769564,7.9146620379218895,12.11283559103925,5.882932269269686
14,2.0303582214351907,6.681789475912924,8.755523912599187,14.243667689181251,7.561878213268327
15,1.773374328067036,6.219295503864221,7.937073327939394,12.354199749846238,6.134904245982017
16,1.8685138990138703,6.465964576154089,8.457132290396121,13.781734295884355,7.315769719730266
17,1.7321908395470262,6.224183432505327,8.004734873388621,12.727131119713967,6.50294768720864
18,1.7377540816963823,6.113258713821077,7.846080839634025,12.341683430867809,6.228424717046732
19,2.2169963293839268,6.760608167671162,9.098305314525197,15.365281884024267,8.604673716353105
20,2.0166603808380703,6.361171536555907,8.342667625937228,13.519199750836393,7.158028214280486
21,2.1787534664623682,6.658262051216753,9.075455316278475,15.684362154104704,9.026100102887952
22,1.7351315018143245,6.2869938439019375,8.223340742327764,13.49519316229544,7.208199318393502
23,1.6234416580190032,5.91738094347082,7.585549921784513,12.019899455225861,6.102518511755041
24,1.5745981652726802,5.851233728392593,7.4358733170806754,11.608983491574183,5.7577497631815895
25,1.9266867304581161,6.369405201346838,8.411926599807796,13.873194458309145,7.503789256962307
26,1.7927272302289907,6.1380440462705215,7.856553789874616,12.189523024132718,6.051478977862197
27,1.7337846334151148,6.234435870233997,7.991862156152496,12.57493204301355,6.340496172779553
28,1.9078959812125964,6.2189826031096525,8.067750280069962,12.858887134598096,6.639904531488443
29,1.8018200960951156,6.307421152954976,8.215255717035065,13.30539848673027,6.997977333775294
30,2.275856690212543,6.9463817325847454,9.453942751153036,16.249546529870106,9.30316479728536
31,1.6686685736269162,6.089536102611302,7.632045821702422,11.504469655096564,5.4149335524852615
32,2.279005936335586,7.162978320337363,9.924938435585167,17.59679580555911,10.433817485221748
33,2.2019380169262575,6.892543015467806,9.3636459228862,16.22815265273375,9.335609637265947
34,2.2283613373896163,6.945931940842963,9.503682224666306,16.582919672784357,9.636987731941392
35,1.967636304246857,6.392660704732274,8.353099802904952,13.631361142281213,7.238700437548939
36,1.880585178361579,6.268823224343142,8.269554376183123,13.692274800047514,7.423451575704372
37,2.03068271488175,6.46994490289679,8.63910983654794,14.629029331849162,8.159084428952372
38,1.8359481968388882,6.26222081037715,8.159839319451144,13.36190169981526,7.099680889438109
39,1.7516587303917552,6.213697675458687,8.01495724769362,12.835075493504117,6.62137781804543
40,1.7908088049613367,6.307753112863966,8.138854009615297,12.971479533172001,6.663726420308035
41,1.9649410370811138,6.59793540012484,8.549031191953171,13.583300946326586,6.985365546201747
42,1.9784014605852052,6.9061427696678575,8.818826368090647,13.741867102906332,6.835724333238474
43,1.854712588256449,6.536258537157211,8.160071026344012,12.05667140529462,5.520412868137409
44,1.8453041904134342,6.696573340374593,8.71118223769717,14.145621222475416,7.449047882100823
45,2.173174933242742,7.087191181856934,9.578066220120018,16.44865919222689,9.361468010369958
46,1.820010390933316,6.288528881533069,7.919420631904411,11.92247368969224,5.63394480815917
47,2.107414549646568,6.858566724042449,9.22663503765033,15.63561321607239,8.77704649202994
48,1.6925269954148674,5.994236951756568,7.448919295005677,10.900320069845803,4.906083118089235
49,1.9907415586602395,6.549187823514769,8.467277972707057,13.304067732196573,6.754879908681804
50,1.9164634723404848,6.51180297820868,8.577996598424393,14.156278615081437,7.644475636872757
51,1.8410712026025637,6.5739422930293765,8.538528673881729,13.711665911759617,7.137723618730241
52,1.721021958151712,6.273798315994325,8.110706494227264,12.991919044200955,6.71812072820663
53,1.6116359188531686,6.218100950439147,7.833320762630925,12.086448082539967,5.86834713210082
54,1.7776946291933142,6.477411276823471,8.099884892778313,12.092495426171048,5.615084149347577
55,2.2004859495153366,7.069205807867751,9.255205081074433,14.888826767601554,7.819620959733803
56,2.2438486304994343,7.101648746667208,9.662944894444376,16.77982786951928,9.678179122852072
57,1.9510709128892478,6.5986552958587605,8.601178538843499,13.947896109623644,7.349240813764883
58,1.8703376408240429,6.585379861755999,8.624360389691216,14.13694853122255,7.551568669466552
59,2.176987925238499,6.679298415957649,8.857333434301967,14.583581665696812,7.904283249739163
60,1.9881658149074275,6.505660492334016,8.64884107868325,14.509161054399405,8.003500562065389
61,1.949962681648819,6.6530386723916095,8.775140034467027,14.512633832112,7.85959515972039
62,1.7939534803063686,6.381409804008,8.279112332167458,13.371506318589553,6.990096514581553
63,2.1053603841420747,6.740214674260807,9.026588340685386,15.210406153764929,8.470191479504122
64,2.0412906705658243,6.381439639007192,8.288682650368582,13.134788654377248,6.7533490153700555
65,1.7178329237645773,5.830173899403695,7.577138932611696,12.162608575026278,6.332434675622583
66,1.7284285913789728,5.586443007315209,7.38173286347795,12.242565521075742,6.656122513760533
67,1.690626390663629,5.608625101585279,7.451577400847583,12.445116621554318,6.836491519969039
68,1.5294544664404466,5.5457626638701285,7.190086469781782,11.617627412247655,6.071864748377527
69,1.5749063239334782,5.0621914305047095,6.659678616223458,10.991189502955056,5.928998072450346
70,1.6945133568140966,5.6913119607496645,7.518588584881463,12.486715681619486,6.795403720869822
71,1.8590685202474238,6.042223296127615,8.006285832860478,13.344430962326028,7.302207666198413
72,1.7562028092529403,5.832356390270173,7.683018192532514,12.746922564108853,6.91456617383868
73,1.706875197091211,5.680405861540675,7.459583200969209,12.307820453815147,6.627414592274472
74,1.6149612870037944,5.680166709128453,7.302363061650834,11.717134946790154,6.036968237661701
75,2.140954730710241,6.282789624210632,8.598376262055528,14.91693650467398,8.634146880463348
76,1.9699203330111406,6.215932601746633,8.40609203785497,14.378650797055894,8.16271819530926
77,2.145660835180051,6.428145537481182,8.853826863086102,15.52645693576474,9.098311398283558
78,1.7286258799783574,5.9230675134245505,7.689391529610136,12.345690329234511,6.4226228158099605
79,1.8419715524971882,6.208383806863312,8.281404084121615,13.974682455496845,7.7662986486335335
80,1.850996332844385,6.087919153829921,8.13478939467901,13.693098281443158,7.605179127613237
81,1.6625455038652293,5.633065999231618,7.3604557393549355,11.984322750328218,6.3512567510966
82,1.5273533757387887,5.254465057825891,6.845755705360386,11.138090283403864,5.883625225577973
83,1.848605943017054,5.9967235829716055,8.001172919789411,13.404798570072714,7.4080749871011085
84,1.5490218603876087,5.550203833641217,7.224872036444254,11.698561221479206,6.148357387837989
85,1.7373453904733087,5.870908932787225,7.688139338041438,12.583464195973848,6.712555263186623
86,1.967665246852827,6.463291226185052,8.699340375862889,14.784992943591515,8.321701717406462
87,1.9467682634963779,6.313906001776457,8.551189021015706,14.650455373245068,8.33654937146861
88,1.9082724573904115,6.1921719518572,8.283985671574609,13.907008614005289,7.714836662148088
89,1.58444364443495,5.8455861778377916,7.402242500902181,11.467337626769085,5.621751448931294
90,2.172762681233049,6.580236303945356,9.053342552716927,15.910972596066006,9.330736292120651
91,1.820196794410396,5.787757169889341,7.744107979658054,13.02651940324134,7.2387622333519985
92,1.8510516014886649,6.006177020781488,8.12071727407239,13.848341095572527,7.8421640747910395
93,1.9416247558898603,5.944648206308697,8.124354795521935,14.100382092034097,8.1557338857254
94,1.89888492967987,6.099322530333728,8.226863644180627,14.095424626409189,7.996102096075461
95,2.0398092806373582,6.000881661356095,8.03954560802544,13.689771146364132,7.688889485008037
96,2.014518599657744,6.444527137174286,8.81257804642248,15.39717467811612,8.952647540941832
97,1.7348321382968381,5.708437004831298,7.508778083580429,12.328691362488309,6.620254357657011
98,2.213443981119564,6.507318045475336,8.952757828210142,15.695463034848707,9.18814498937337
99,2.1672989923338153,6.637894711045926,9.04294006988395,15.584662756165109,8.946768045119182
100,2.1591748528642705,6.7538000008418315,9.121822550144666,15.484114395341612,8.73031439449978
101,2.0511125805938897,6.643404911651822,8.783744113884957,14.431050659810499,7.787645748158677
102,2.2174623484028326,7.081111334706988,9.493417251757592,15.948315567566926,8.867204232859937
103,1.8983894800599046,6.65286606046082,8.523652079031041,13.297320347737523,6.644454287276703
104,1.5453313697804343,6.042397673099538,7.437710715742158,10.825877556089326,4.783479882989788
105,1.5938331939383668,6.1946989777957775,7.748145134740859,11.7741980169893,5.579499039193523
106,2.0992391490383286,6.790431037539831,8.609122630499563,12.928255474243086,6.137824436703255
107,1.6097763505237175,6.3847598853312935,7.9589326472012285,11.937963491548912,5.553203606217618
108,1.6259879459249889,6.388125450224476,7.9989334979862265,12.112230320271003,5.724104870046527
109,1.785035998250335,6.408337393159385,8.261819112728233,13.268947538743008,6.860610145583623
110,2.060752185388267,6.884106997919776,8.998649533698748,14.649889623583109,7.765782625663332
111,1.8154731557535086,6.536566204276447,8.32326377341868,12.883266274649069,6.346700070372622
112,1.8547060997883626,6.422810351118206,8.171329656536845,12.529288060191675,6.106477709073469
