dt,R_secant,S
0.0,1.4976787197786126,1.0
0.01,1.4976787197786126,1.0
0.02,1.4976787197786126,1.0
0.03,1.4976787197786126,1.0
0.04,1.4976787197786126,1.0
0.05,1.4976787197786126,1.0
0.06,1.4976787197786126,1.0
0.07,1.4976787197786126,1.0
0.08,1.4976787197786126,1.0
0.09,1.4976787197786126,1.0
0.1,1.4976787197786126,1.0
0.11,1.4976787197786126,1.0
0.12,1.4976787197786126,1.0
0.13,1.4976787197786126,1.0
0.14,1.4976787197786126,1.0
0.15,1.4976787197786126,1.0
0.16,1.4976787197786126,1.0
0.17,1.4976787197786126,1.0
0.18,1.4976787197786126,1.0
0.19,1.4976787197786126,1.0
0.2,1.4976787197786126,1.0
0.21,1.4976787197786126,1.0
0.22,1.4976787197786126,1.0
0.23,1.4976787197786126,1.0
0.24,1.4976787197786126,1.0
0.25,1.4976787197786126,1.0
0.26,1.4976787197786126,1.0
0.27,1.4976787197786126,1.0
0.28,1.4976787197786126,1.0
0.29,1.4976787197786126,1.0
0.3,1.4976787197786126,1.0
0.31,1.4976787197786126,1.0
0.32,1.4976787197786126,1.0
0.33,1.4976787197786126,1.0
0.34,1.4976787197786126,1.0
0.35,1.4976787197786126,1.0
0.36,1.4976787197786126,1.0
0.37,1.4976787197786126,1.0
0.38,1.4976787197786126,1.0
0.39,1.4976787197786126,1.0
0.4,1.4976787197786126,1.0
0.41,1.4976787197786126,1.0
0.42,1.4976787197786126,1.0
0.43,1.4976787197786126,1.0
0.44,1.4976787197786126,1.0
0.45,1.4976787197786126,1.0
0.46,1.4976787197786126,1.0
0.47,1.4976787197786126,1.0
0.48,1.4976787197786126,1.0
0.49,1.4976787197786126,1.0
0.5,1.4976787197786126,1.0
0.51,1.4976787197786126,1.0
0.52,1.4976787197786126,1.0
0.53,1.4976787197786126,1.0
0.54,1.4976787197786126,1.0
0.55,1.4976787197786126,1.0
0.56,1.4976787197786126,1.0
0.57,1.4976787197786126,1.0
0.58,1.4976787197786126,1.0
0.59,1.4976787197786126,1.0
0.6,1.4976787197786126,1.0
0.61,1.4976787197786126,1.0
0.62,1.4976787197786126,1.0
0.63,1.4976787197786126,1.0
0.64,1.4976787197786126,1.0
0.65,1.4976787197786126,1.0
0.66,1.4976787197786126,1.0
0.67,1.4976787197786126,1.0
0.68,1.4976787197786126,1.0
0.69,1.4976787197786126,1.0
0.7,1.4976787197786126,1.0
0.71,1.4976787197786126,1.0
0.72,1.4976787197786126,1.0
0.73,1.4976787197786126,1.0
0.74,1.4976787197786126,1.0
0.75,1.4976787197786126,1.0
0.76,1.4976681728093464,1.0
0.77,1.4976367610267496,1.0
0.78,1.4975848281186257,1.0
0.79,1.497512717772777,1.0
0.8,1.4974207736770069,1.0
0.81,1.4973093395191182,1.0
0.82,1.4971787589869137,1.0
0.83,1.4970293757681965,1.0
0.84,1.49686153355077,1.0
0.85,1.4966755760224364,1.0
0.86,1.496471846870999,1.0
0.87,1.496250689784261,1.0
0.88,1.4960124484500252,1.0
0.89,1.4957574665560944,1.0
0.9,1.4954860877902718,1.0
0.91,1.49519865584036,1.0
0.92,1.4948955143941625,1.0
0.93,1.494577007139482,1.0
0.939826733054467,1.4942493826789536,1.0
0.94,1.494243477764121,1.0
0.95,1.4938952699558832,1.0
0.96,1.4935327274025714,1.0
0.97,1.493156193791988,1.0
0.98,1.4927660128119369,1.0
0.99,1.4923625281502202,1.0
1.0,1.4919460834946412,1.0
1.01,1.491517022533003,1.0
1.02,1.4910756889531085,1.0
1.03,1.4906224264427603,1.0
1.04,1.4901575786897618,1.0
1.05,1.489681489381916,1.0
1.06,1.4891945022070256,1.0
1.07,1.4886969608528935,1.0
1.08,1.488189209007323,1.0
1.09,1.4876715903581168,1.0
1.1,1.4871444485930778,1.0
1.11,1.4866081274000094,1.0
1.12,1.4860629704667143,1.0
1.13,1.4855093214809951,1.0
1.14,1.4849475241306551,1.0
1.15,1.4843779221034976,1.0
1.16,1.483800859087325,1.0
1.17,1.4832166787699406,1.0
1.18,1.482625724839147,1.0
1.19,1.4820283409827475,1.0
1.2,1.4814248708885451,1.0
1.21,1.4808156582443428,1.0
1.22,1.480201046737943,1.0
1.23,1.4795813800571491,1.0
1.24,1.4789570018897642,1.0
1.25,1.478328255923591,1.0
1.26,1.4776448484680034,1.0
1.27,1.4768587965171431,1.0
1.28,1.475973909785964,1.0
1.29,1.474993997989421,1.0
1.3,1.4739228708424688,1.0
1.31,1.4727643380600612,1.0
1.32,1.4715222093571534,1.0
1.33,1.4702002944486994,1.0
1.34,1.4688024030496536,1.0
1.35,1.467332344874971,1.0
1.36,1.465793929639606,1.0
1.37,1.4641909670585125,1.0
1.38,1.4625272668466456,1.0
1.39,1.4608066387189595,1.0
1.4,1.4590328923904086,1.0
1.41,1.4572098375759477,1.0
1.42,1.4553412839905306,1.0
1.43,1.453431041349113,1.0
1.44,1.451482919366648,1.0
1.45,1.4495007277580911,1.0
1.46,1.447488276238396,1.0
1.47,1.445449374522518,1.0
1.48,1.4433878323254112,1.0
1.49,1.4413074593620296,1.0
1.5,1.4392120653473284,1.0
1.51,1.437105459996262,1.0
1.52,1.4349914530237844,1.0
1.53,1.4328738541448505,1.0
1.54,1.4307564730744144,1.0
1.55,1.428643119527431,1.0
1.56,1.4265376032188546,1.0
1.57,1.4244437338636398,1.0
1.58,1.4223653211767406,1.0
1.59,1.4203061748731125,1.0
1.6,1.4182701046677086,1.0
1.61,1.4162609202754846,1.0
