gcm,ssp,ism_median,ism_min,ism_max,ours_gmst_route,ours_direct_route,r_gmst,r_direct,amp_gcm_south,amp_ours_effective,amp_ours_raw_param
CNRM-CM6-1,ssp126,4.55345381051302,1.834409311413765,5.752763897180557,6.405797726677637,6.048950614314709,1.406799759753338,1.3284313108324246,1.0827301581135702,1.5776844065455842,1.9080786415469602
CESM2,ssp585,18.806563317775726,14.975142478942873,20.118893682956696,18.900614180265322,12.14037566575659,1.0050009595533438,0.645539297138976,1.1083405146259888,1.5797395803342598,1.9080786415469602
CNRM-CM6-1,ssp585,13.04728090763092,8.370107412338257,15.832114219665527,19.307146911788607,15.882289957107977,1.4797831861270418,1.2172873466546545,1.191570997894246,1.6078694752267366,1.9080786415469602
CNRM-ESM2-1,ssp585,12.884541600942612,7.665090262889862,16.14215075969696,16.832372905081648,10.200387619202509,1.3064006020866292,0.7916764084533877,1.14534867867891,1.634458790109997,1.9080786415469602
UKESM1-0-LL,ssp585,18.497344851493835,13.698717951774595,24.975231289863583,23.95928089788648,18.22802477766458,1.2952821656428999,0.9854400685075888,1.388989633421879,1.5768001027097214,1.9080786415469602
