ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvM,glaciers,2100,fixed,2000,10.303095990078225,10.340183585720634,8.931369750706718,11.868505747937023,2.937135997230305,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2100,joint,2000,10.105645344580925,10.318535341088925,7.916726920827282,13.410922204003745,5.494195283176463,1.8705961482060904,0.9808357948244447,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2150,fixed,2000,15.272522314866862,15.289991710277722,12.911301874784941,17.828223567069546,4.916921692284605,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2150,joint,2000,14.85230237744054,15.149104112504952,11.27368162908313,19.89141037354274,8.61772874445961,1.7526674785124465,0.9724852300908237,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2300,fixed,2000,21.854349487621796,21.93075265593887,18.18103015436427,26.0650358952677,7.884005740903433,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,glaciers,2300,joint,2000,21.27083468676183,21.423155686773786,15.968687919478723,27.585420090997637,11.616732171518914,1.4734555698316558,0.9732998320910689,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2100,fixed,2000,7.702761155862325,7.728712111281884,6.1370112819681895,9.330621613499392,3.193610331531203,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2100,joint,2000,7.590239176596266,7.799525895060648,5.799877206892972,10.459227384916487,4.659350178023515,1.45896014050955,0.985391994248657,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2150,fixed,2000,13.014125127202608,13.112576574148742,9.72337599762177,16.611754351899986,6.888378354278215,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2150,joint,2000,12.604406811013193,13.353237160063621,8.855247253963016,20.091414130647948,11.236166876684932,1.6311773684304673,0.968517413795799,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,gis,2300,fixed,2000,24.98079303416312,25.260461025588583,16.377042570166665,34.96819466172518,18.591152091558513,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvM | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
