tag,shift,block,scenario,window,horizon,metric,value
L15,-0.3,P,ssp245,,2300,ais_p05,28.984904969744253
L15,-0.3,P,ssp245,,2300,ais_p95,325.0760684183891
L15,-0.3,P,ssp245,,2300,tipped_frac,0.731
L15,-0.3,P,ssp585,,2100,ais_med,43.65397511972073
L15,-0.3,P,ssp585,,2100,ais_p05,24.582431904891305
L15,-0.3,P,ssp585,,2100,ais_p95,72.73384338161486
L15,-0.3,P,ssp585,,2100,tipped_frac,1.0
L15,-0.3,P,ssp585,,2150,ais_med,110.70700608065451
L15,-0.3,P,ssp585,,2150,ais_p05,68.42612072325021
L15,-0.3,P,ssp585,,2150,ais_p95,165.10763448443382
L15,-0.3,P,ssp585,,2150,tipped_frac,1.0
L15,-0.3,P,ssp585,,2300,ais_med,338.8974242733591
L15,-0.3,P,ssp585,,2300,ais_p05,215.49409390329402
L15,-0.3,P,ssp585,,2300,ais_p95,493.4991846227475
L15,-0.3,P,ssp585,,2300,tipped_frac,1.0
