year,ssp,component,gmst,med,p05,p17,p83,p95,n_finite
1990,SSP1-2.6,glaciers,0.6172413401272017,-0.670518699270154,-0.9025712848300558,-0.8014996127795126,-0.5602271985999668,-0.48275216657960573,2000
1991,SSP1-2.6,glaciers,0.6480920599899472,-0.6410354018405386,-0.8583550127052542,-0.7621343690274576,-0.5359215197611702,-0.4625816524965999,2000
1992,SSP1-2.6,glaciers,0.6054709248449786,-0.606998948109992,-0.8102593147010378,-0.7194906844788056,-0.5087880678605392,-0.43798262366828045,2000
1993,SSP1-2.6,glaciers,0.49579326119498635,-0.5901321290632913,-0.7822593418945255,-0.6982568463566949,-0.4939739848545987,-0.42666460181105353,2000
1994,SSP1-2.6,glaciers,0.5159107825733913,-0.5531518763508494,-0.7317756807149011,-0.6540434420988488,-0.463623617809565,-0.39922923089537793,2000
1995,SSP1-2.6,glaciers,0.5766612473873399,-0.5189324638626069,-0.6861217728284267,-0.6149422658531231,-0.4361481291269495,-0.3760012345872902,2000
1996,SSP1-2.6,glaciers,0.6411345082576302,-0.47475561554013224,-0.6275574678719895,-0.5619252770924411,-0.39840686363574407,-0.34425675154378815,2000
1997,SSP1-2.6,glaciers,0.6860734222790282,-0.4382919666434191,-0.5783562711898997,-0.5179262710886741,-0.36841846194915173,-0.31803536472405053,2000
1998,SSP1-2.6,glaciers,0.7181171626962323,-0.3930410476236026,-0.517039834875586,-0.46399097326946137,-0.3301005244010586,-0.2866076211569598,2000
1999,SSP1-2.6,glaciers,0.7443055351790053,-0.3181072283173618,-0.41837957661335423,-0.3750523623954938,-0.26706687379721794,-0.2326184814284313,2000
2000,SSP1-2.6,glaciers,0.78080095281422,-0.2776465865708009,-0.36431932689882546,-0.3269333088659899,-0.23312802389092532,-0.20306105088771606,2000
2001,SSP1-2.6,glaciers,0.8277653991917374,-0.23019088226992945,-0.30208958349365567,-0.271284587384912,-0.1937180473844145,-0.16874784154995048,2000
2002,SSP1-2.6,glaciers,0.8625038868905944,-0.17220341380915993,-0.22529208959552477,-0.2028497530889809,-0.14529133792920257,-0.12665058085971476,2000
2003,SSP1-2.6,glaciers,0.8825685123647669,-0.1110537071000266,-0.14428342119800774,-0.13078005847014668,-0.09380897865098649,-0.08233988111598427,2000
2004,SSP1-2.6,glaciers,0.8931410769792334,-0.04995185645511113,-0.06587072276861715,-0.059065085621248084,-0.04212565538801422,-0.03703755089755305,2000
2005,SSP1-2.6,glaciers,0.8998718941653809,0.00016476790923514173,-0.010998011519880847,-0.005970313712808104,0.0055209614133530675,0.009616790206390523,2000
2006,SSP1-2.6,glaciers,0.9059038132337379,0.07067430750890091,0.04803690310591724,0.05740275798058052,0.08606363403781715,0.09738726951236311,2000
2007,SSP1-2.6,glaciers,0.9146854493265001,0.15097623854872655,0.10862603360213026,0.12650208279737948,0.1798327795499615,0.2014736053641299,2000
2008,SSP1-2.6,glaciers,0.9219150757625193,0.2127316053812911,0.15375011144360032,0.17957888873371508,0.2520849324769268,0.2816162030389933,2000
2009,SSP1-2.6,glaciers,0.944300568261457,0.2563222940015337,0.1857034833898896,0.21540048617121904,0.30326033046403444,0.33849906440282646,2000
2010,SSP1-2.6,glaciers,0.9618227486686342,0.314890198008666,0.2288483490942978,0.2642380436645218,0.37195620380064054,0.41521441688678223,2000
2011,SSP1-2.6,glaciers,0.9819605692158233,0.40957799999701905,0.3004776417766969,0.343633259214163,0.4829707475866704,0.5371681628081577,2000
2012,SSP1-2.6,glaciers,1.0103928501951052,0.47067349503519784,0.3451533531199446,0.39625598659606676,0.5531427748578702,0.6160880380836984,2000
2013,SSP1-2.6,glaciers,1.0340522463545012,0.5217158056420645,0.38301823381772027,0.4392009690565622,0.6141303381811556,0.6818508417418336,2000
2014,SSP1-2.6,glaciers,1.0652103142894338,0.5761908847792268,0.42357337696800795,0.48562991563278324,0.6789837670550267,0.7549368528166,2000
2015,SSP1-2.6,glaciers,1.0914259349003625,0.6458825439342628,0.4752306177471044,0.5442796346895534,0.7604318856073919,0.8439373500104276,2000
2016,SSP1-2.6,glaciers,1.1177753966933794,0.7186866115642419,0.5302303010707593,0.6062538265634765,0.8443366023638406,0.9375746650280316,2000
2017,SSP1-2.6,glaciers,1.1391312798586102,0.8434793413093313,0.6234252048581197,0.7130768901860866,0.9936312582432462,1.0985887643376937,2000
2018,SSP1-2.6,glaciers,1.1748860403608246,0.9217113874232821,0.6813410146532665,0.7789017606093153,1.084715164855014,1.199467193167692,2000
2019,SSP1-2.6,glaciers,1.1994301238849794,0.986053108605152,0.7287203677477204,0.8341072239129059,1.1603184856858855,1.2836359692550057,2000
2020,SSP1-2.6,glaciers,1.2194860299493357,1.0786987339343796,0.7979657769062971,0.9124479662015903,1.270000477720311,1.4050755463871778,2000
2021,SSP1-2.6,glaciers,1.2474135047730226,1.1471819376588286,0.8484498361397602,0.9719268211007996,1.3486802786588117,1.4926696162412447,2000
2022,SSP1-2.6,glaciers,1.2835482908104245,1.213571032491568,0.8993517468001998,1.0295653887596374,1.4276655484125902,1.578383295036969,2000
2023,SSP1-2.6,glaciers,1.3148383538679833,1.285774010102826,0.9534989630093522,1.0902941766662233,1.5118387609766253,1.6711581418252508,2000
2024,SSP1-2.6,glaciers,1.3502642838046461,1.3777997138758622,1.0233970092120144,1.1687588214406892,1.6190629207900478,1.7909634781849977,2000
2025,SSP1-2.6,glaciers,1.3827673269351655,1.471152691712545,1.093591482945881,1.2468494782680486,1.7276753273361112,1.9083598193674183,2000
2026,SSP1-2.6,glaciers,1.409937250090669,1.5665150732882873,1.167205702188008,1.3268409753062649,1.8379883888182034,2.0293514736926,2000
2027,SSP1-2.6,glaciers,1.4307058375628368,1.662958718225505,1.2402719389696426,1.408025943337767,1.9511589041427682,2.152086466551935,2000
2028,SSP1-2.6,glaciers,1.4508591252734018,1.760186051555886,1.312298899390997,1.4905595397892542,2.0649714201163367,2.277445757679838,2000
2029,SSP1-2.6,glaciers,1.4729882259349416,1.8583356943689415,1.3834741543455964,1.5745088633364197,2.178681309003226,2.4037649858404477,2000
2030,SSP1-2.6,glaciers,1.495700582998364,1.95764413148148,1.4595996968698164,1.6568739240717458,2.2936187047411902,2.5298924874813085,2000
2031,SSP1-2.6,glaciers,1.5133906593757893,2.0576923915345855,1.53711109154709,1.743872906031679,2.4103572812487735,2.662158327823622,2000
2032,SSP1-2.6,glaciers,1.5311247535823735,2.1570519716608616,1.615135109889092,1.8292984405932249,2.5261477755282233,2.7871440641424234,2000
2033,SSP1-2.6,glaciers,1.5528717565868666,2.257168498054486,1.6942615502086764,1.9169275663341028,2.6458530270138048,2.9188773434973445,2000
2034,SSP1-2.6,glaciers,1.5801866574308838,2.3599052268718186,1.7731614541905703,2.0040329078962245,2.766010011356371,3.0500134530788343,2000
2035,SSP1-2.6,glaciers,1.6045901059242054,2.4647484214541784,1.8539226197280267,2.0930494846914356,2.883233351558797,3.1854414644373863,2000
2036,SSP1-2.6,glaciers,1.628899165950283,2.5696267343834047,1.9328541875462908,2.182883784848855,3.004865841950432,3.3229184500516897,2000
2037,SSP1-2.6,glaciers,1.653419266727971,2.6771744783195532,2.0170646669175527,2.2752644364205428,3.1285536531010445,3.455805917212314,2000
2038,SSP1-2.6,glaciers,1.674703876497833,2.7861053391624058,2.1035350799179726,2.3691250511932496,3.2534360225171315,3.5903533244374017,2000
2039,SSP1-2.6,glaciers,1.6921137227451875,2.8937045055305624,2.1894997410193158,2.4637043796228455,3.3787724298841084,3.721916058352185,2000
2040,SSP1-2.6,glaciers,1.7052199063606648,3.0025207862659937,2.2747857270438354,2.557490094519733,3.5035363563628503,3.8660967346399437,2000
2041,SSP1-2.6,glaciers,1.7147008182140824,3.109922996375333,2.3603280473338115,2.6515945103564866,3.6267633860663793,4.005291720891763,2000
2042,SSP1-2.6,glaciers,1.7207716060371883,3.2164516492349997,2.444401850520422,2.744295317227149,3.7496774655416756,4.137221879594469,2000
2043,SSP1-2.6,glaciers,1.7335171482933045,3.322497956407144,2.52534095211106,2.8359762403587903,3.8699696277020914,4.271849094871507,2000
2044,SSP1-2.6,glaciers,1.7451213165439368,3.4274257729465667,2.608416742924441,2.928613182186462,3.9922825209363797,4.403043620881128,2000
2045,SSP1-2.6,glaciers,1.7521746268304008,3.532810786158761,2.6932444013850487,3.018169126501487,4.109805897860861,4.531578397735615,2000
2046,SSP1-2.6,glaciers,1.7698411730172312,3.6354838124438627,2.7771102233637404,3.108963659665303,4.230197864550301,4.657182714497764,2000
2047,SSP1-2.6,glaciers,1.7873900748541862,3.7407382659517663,2.8596789434194867,3.1996162749051753,4.352056774350909,4.789590301987794,2000
2048,SSP1-2.6,glaciers,1.8084269416686602,3.8451086974463897,2.942350817989049,3.2937730449744373,4.4731728896978185,4.917572669239697,2000
2049,SSP1-2.6,glaciers,1.818493742840691,3.9517296824389287,3.025892619214951,3.385147855979836,4.596613911526635,5.048043153466348,2000
2050,SSP1-2.6,glaciers,1.8296700856500585,4.057920077651698,3.1144286057838344,3.4762293938708586,4.716306672162222,5.177723029388593,2000
2051,SSP1-2.6,glaciers,1.8347175484310814,4.163320018470535,3.196753188286332,3.5634416837954523,4.838369629171125,5.30698365992187,2000
2052,SSP1-2.6,glaciers,1.840618970945252,4.267635848202738,3.2792307158542067,3.6502056644819834,4.954963811506311,5.43475700675497,2000
2053,SSP1-2.6,glaciers,1.84371533901817,4.369442395955055,3.3588062859064856,3.73851569776762,5.069981059032726,5.560989734109334,2000
2054,SSP1-2.6,glaciers,1.84792173930604,4.470917258037663,3.4368965493717845,3.8284004407188252,5.185747556878842,5.685019164954616,2000
2055,SSP1-2.6,glaciers,1.850091215507936,4.568802396281004,3.5150429571514077,3.9162657948892923,5.299811715123475,5.807508882949005,2000
2056,SSP1-2.6,glaciers,1.8556348842744201,4.664863568283206,3.592584734579636,4.0017055693141295,5.413824619999863,5.927812027381284,2000
2057,SSP1-2.6,glaciers,1.8623519096220496,4.762205651566303,3.6679465101590063,4.088712665938893,5.527097451312364,6.046726748651762,2000
2058,SSP1-2.6,glaciers,1.8710501083467526,4.85982839499149,3.7427401753304443,4.175115706838278,5.635354941776476,6.1700793570412875,2000
2059,SSP1-2.6,glaciers,1.8820396802848394,4.958642118824345,3.8170852109150983,4.260446101291252,5.74062266739785,6.290694698249988,2000
2060,SSP1-2.6,glaciers,1.8877473458973886,5.055277277394062,3.890582475319351,4.343912768871396,5.853242977114733,6.416397705750077,2000
2061,SSP1-2.6,glaciers,1.8945304242952763,5.1520479917602175,3.963364078001274,4.4279982273904706,5.964573293793782,6.530959280616091,2000
2062,SSP1-2.6,glaciers,1.890637798055215,5.245939094465204,4.037653427935829,4.508399734953882,6.066670369555594,6.643522670302946,2000
2063,SSP1-2.6,glaciers,1.8902103374941914,5.3356444092639705,4.109247905081815,4.587788396845664,6.167837319044654,6.756450841920859,2000
2064,SSP1-2.6,glaciers,1.8909730425139666,5.422992470567783,4.180733390474006,4.6659835890966415,6.266890574559361,6.859305597266492,2000
2065,SSP1-2.6,glaciers,1.8910940448098206,5.5103035200138635,4.252189698959267,4.741742505925613,6.367239569251735,6.963354179029714,2000
2066,SSP1-2.6,glaciers,1.8953368548339997,5.593850381007965,4.325836198204135,4.815870166982183,6.464434148596538,7.073636040007703,2000
2067,SSP1-2.6,glaciers,1.9012351382758756,5.680285381368083,4.400669478260305,4.889332118585852,6.565150498447291,7.179063465354598,2000
2068,SSP1-2.6,glaciers,1.9074360053302015,5.764690879651947,4.471589747217744,4.9663748535949095,6.660196437714146,7.276056002227445,2000
2069,SSP1-2.6,glaciers,1.9134286946857588,5.852765355085554,4.5399327833153205,5.037319977127334,6.756179874456876,7.370668229827678,2000
2070,SSP1-2.6,glaciers,1.916973073265153,5.940302587138674,4.606466824389196,5.111404397712215,6.852525107860794,7.46976431128023,2000
2071,SSP1-2.6,glaciers,1.9191694921665705,6.026116017268864,4.675577331190029,5.187970724710008,6.941340750354701,7.580885087087183,2000
2072,SSP1-2.6,glaciers,1.9130975753079187,6.107199572347499,4.742513888458996,5.264062291515059,7.034007971222252,7.681596756727553,2000
2073,SSP1-2.6,glaciers,1.9123257270616802,6.188175098698013,4.810348898206754,5.333927263226398,7.122665917707286,7.77686887931128,2000
2074,SSP1-2.6,glaciers,1.913688881980973,6.265072568461621,4.875964861223773,5.400153874329323,7.20967531665944,7.870554877506899,2000
2075,SSP1-2.6,glaciers,1.9068400681641702,6.345528018075209,4.936450661825587,5.469517919331417,7.295772455252343,7.962705362920741,2000
2076,SSP1-2.6,glaciers,1.904884543712259,6.420746750171783,4.995444770263896,5.534677162689084,7.379341493968115,8.052762144376224,2000
2077,SSP1-2.6,glaciers,1.899705253804313,6.494860026036115,5.056651763409709,5.605270895803336,7.463712166605497,8.146674179543366,2000
2078,SSP1-2.6,glaciers,1.9014879249846566,6.566694106458737,5.119539628225474,5.665373861681579,7.545838091165976,8.239997267826654,2000
2079,SSP1-2.6,glaciers,1.8946962332088406,6.640396960679284,5.184578912859166,5.729496393069873,7.6266231725714,8.33453181383918,2000
2080,SSP1-2.6,glaciers,1.8974715744614317,6.712455010562696,5.241877449582774,5.793649628754225,7.704140930567294,8.425387845954132,2000
2081,SSP1-2.6,glaciers,1.898620147360036,6.784825264955249,5.2939315976397365,5.860480637821277,7.780978045356438,8.516257881071292,2000
2082,SSP1-2.6,glaciers,1.9023784191202644,6.853538478692901,5.349789351781816,5.917896212554582,7.85746000255925,8.59496589260886,2000
2083,SSP1-2.6,glaciers,1.8967306662239576,6.921005910091322,5.406385514403075,5.979851960705306,7.934391122963672,8.672826006948915,2000
2084,SSP1-2.6,glaciers,1.8924716535271067,6.990697256900886,5.460842911248232,6.040382580824764,8.008494700106384,8.74885245367904,2000
2085,SSP1-2.6,glaciers,1.8880675733856342,7.056738942430837,5.512011682988076,6.097517567409262,8.08295666786319,8.82292367353556,2000
2086,SSP1-2.6,glaciers,1.8809907850411318,7.120888067798974,5.562872197289228,6.152367482894243,8.157509946109696,8.897299409861024,2000
