component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.4444444444444444,0.9603174603174603,-0.18749192958881306,true
glaciers,124,0.7016129032258065,1.0,0.054946164576675414,true
gis,126,0.3412698412698413,0.9126984126984127,-0.14816176595834313,true
te,126,0.40476190476190477,0.9920634920634921,0.26692723564903365,true
total,125,0.8,NaN,-0.0043633930219282,false
