scenario,component,module,year,med,p05,p17,p83,p95,n,unit
ssp126,gis,bamber19,2040,3.335079956054688,-0.3884682893753051,1.7948881587982175,6.354739376068113,15.444856643676756,200,cm rel 2005
ssp126,gis,bamber19,2050,4.669999885559083,1.8991000843048096,3.0936199188232423,8.644999847412103,21.52999999999999,200,cm rel 2005
ssp126,gis,bamber19,2060,6.500841522216797,2.4143028068542485,4.236682491302491,13.790287673950196,23.414565887451143,200,cm rel 2005
ssp126,gis,bamber19,2070,8.534207153320313,1.3823407936096197,4.553246871948243,19.21991163635253,28.27945526123039,200,cm rel 2005
ssp126,gis,bamber19,2080,10.299890136718751,0.8389169728755964,5.059765991210939,23.353076110839844,42.5293339538574,200,cm rel 2005
ssp126,gis,bamber19,2090,12.044189453125,0.5725331509113316,5.5335703125,26.132855865478515,58.39398193359374,200,cm rel 2005
ssp126,gis,bamber19,2100,13.80277786254883,-0.535722222328186,6.2168878440856945,28.56477709960936,68.34277709960932,200,cm rel 2005
ssp126,gis,bamber19,2110,15.526444244384766,-1.3552772426605222,7.618917587280274,33.217221893310544,79.01439849853514,200,cm rel 2005
ssp126,gis,bamber19,2120,18.35390396118164,0.2217747914791117,8.08569630432129,38.67743777465819,82.38996704101551,200,cm rel 2005
ssp126,gis,bamber19,2130,20.759732055664063,0.8983419442176823,8.659163177490235,46.46714889526366,83.96118591308588,200,cm rel 2005
ssp126,gis,bamber19,2140,22.752341461181643,2.1825135231018074,9.697714607238773,55.362112548828115,93.71900726318356,200,cm rel 2005
ssp126,gis,bamber19,2150,24.450968170166018,1.921750216484071,11.647221199035648,63.110329040527326,95.40976287841796,200,cm rel 2005
ssp126,gis,emuGrIS,2020,0.595995044708252,0.3576127815246582,0.4648819804191589,0.7181800065040588,0.8453328037261963,200,cm rel 2005
ssp126,gis,emuGrIS,2030,1.165150308609009,0.5593548512458801,0.8334268474578859,1.5673032789230346,1.814791440963745,200,cm rel 2005
ssp126,gis,emuGrIS,2040,1.8766801834106448,0.7044387078285219,1.2491226825714112,2.534212259292602,3.2386045265197754,200,cm rel 2005
ssp126,gis,emuGrIS,2050,2.917460536956787,1.1673815250396729,1.9259239749908448,3.823944461822509,4.875505886077878,200,cm rel 2005
ssp126,gis,emuGrIS,2060,3.710529136657715,1.4720223808288575,2.2429470577239994,5.075350780487061,6.135554714202879,200,cm rel 2005
ssp126,gis,emuGrIS,2070,4.377199935913087,1.065404362678528,2.5677861499786387,6.434873237609864,8.599922142028808,200,cm rel 2005
ssp126,gis,emuGrIS,2080,5.597933197021485,0.939155814647675,2.961553852081299,8.141455055236813,10.811521873474115,200,cm rel 2005
ssp126,gis,emuGrIS,2090,5.695770454406739,0.2270047916471961,2.6434690113067627,9.707257987976076,12.608292732238748,200,cm rel 2005
ssp126,gis,emuGrIS,2100,6.355474472045898,-1.3274258995056154,1.8528432769775405,10.727404747009276,16.5337589263916,200,cm rel 2005
ssp126,ais,ar5AIS,2020,0.5905057430267334,0.0307664231956005,0.1739646779298783,0.9662945041656494,1.0911897802352903,200,cm rel 2005
ssp126,ais,ar5AIS,2030,1.011575746536255,-0.1604184359312057,0.1214520404934885,1.806069858551025,2.102879095077515,200,cm rel 2005
ssp126,ais,ar5AIS,2040,1.4837871074676516,-0.4789006733894348,-0.0530783277153966,2.803755699157714,3.3421439170837406,200,cm rel 2005
ssp126,ais,ar5AIS,2050,2.007076072692871,-0.9710736417770386,-0.3170595517158507,3.9815985145568833,4.7988898468017585,200,cm rel 2005
ssp126,ais,ar5AIS,2060,2.5902873992919924,-1.533062810897827,-0.5522699170112603,5.340156253814696,6.496572189331055,200,cm rel 2005
ssp126,ais,ar5AIS,2070,3.242847442626953,-2.235543384552002,-0.8712349653244003,6.969255767822265,8.433379707336425,200,cm rel 2005
ssp126,ais,ar5AIS,2080,4.021681213378907,-2.988421211242676,-1.2635671072006212,8.814690834045411,10.638959426879884,200,cm rel 2005
ssp126,ais,ar5AIS,2090,4.919598960876465,-3.8528581619262696,-1.665016708374023,10.823245155334472,13.13036018371582,200,cm rel 2005
ssp126,ais,ar5AIS,2100,5.861146354675293,-4.84630880355835,-2.1328656578063967,13.04668829345703,15.87110939025879,200,cm rel 2005
ssp126,ais,ar5AIS,2110,6.978871536254883,-5.812127323150635,-2.677742795944214,15.450510070800782,18.868689498901368,200,cm rel 2005
ssp126,ais,ar5AIS,2120,8.20503273010254,-6.755944709777832,-3.2535956077575685,18.124257232666015,22.153208923339843,200,cm rel 2005
ssp126,ais,ar5AIS,2130,9.535416793823243,-7.914979476928711,-3.756510478973388,20.981668502807615,25.699705963134768,200,cm rel 2005
ssp126,ais,ar5AIS,2140,10.988500213623048,-9.167288780212402,-4.373780670166014,24.167066497802733,29.505410003662114,200,cm rel 2005
ssp126,ais,ar5AIS,2150,12.528918075561524,-10.438874092102052,-5.039001438140867,27.58162976074218,33.587734375000004,200,cm rel 2005
ssp126,ais,larmip,2020,0.6501185894012451,0.0278990939259529,0.1903192944526672,1.5925041551589965,2.667320995330803,200,cm rel 2005
ssp126,ais,larmip,2030,1.249582576751709,0.0400314469635486,0.3192865674495697,3.1961142864227297,5.268292694091779,200,cm rel 2005
ssp126,ais,larmip,2040,2.0283175468444825,0.0924376189708709,0.5901638164520265,5.0967611236572266,8.813084182739233,200,cm rel 2005
ssp126,ais,larmip,2050,3.0391950607299805,0.2032657361030579,0.9070073738098146,7.299337669372557,13.505370254516563,200,cm rel 2005
ssp126,ais,larmip,2060,4.381434059143066,0.375349007844925,1.3037468671798709,9.967778015136718,18.86530700683589,200,cm rel 2005
ssp126,ais,larmip,2070,5.998131179809571,0.831445336341858,1.96360791015625,13.037386016845703,24.50895515441889,200,cm rel 2005
ssp126,ais,larmip,2080,7.740572357177735,1.4425839519500736,2.7439124679565436,16.699341827392576,29.82555282592766,200,cm rel 2005
ssp126,ais,larmip,2090,9.581304550170898,2.0823926544189457,3.608073738098146,20.75164396667481,35.774244842529214,200,cm rel 2005
ssp126,ais,larmip,2100,11.928012084960937,2.7047972011566164,4.422804733276369,24.68208901977539,43.19723587036126,200,cm rel 2005
ssp126,ais,larmip,2110,14.237100219726564,3.275508308410645,5.571494140625001,29.82419937133789,51.23566848754879,200,cm rel 2005
ssp126,ais,larmip,2120,16.59386367797852,4.133883380889893,6.8582653579711925,33.676705780029295,59.907696228027326,200,cm rel 2005
ssp126,ais,larmip,2130,19.112139892578124,4.902809734344483,7.972226333618164,38.157885925292966,66.00763244628905,200,cm rel 2005
ssp126,ais,larmip,2140,21.496209716796876,5.773187484741212,9.193455726623537,42.15895001220703,71.82072601318355,200,cm rel 2005
ssp126,ais,larmip,2150,24.011425781250004,6.443600578308106,10.490968803405762,47.00197509765624,77.4804968261718,200,cm rel 2005
ssp126,ais,deconto21,2020,0.7285000085830688,0.6111999416351319,0.6579999446868897,0.8313399543762208,0.875349998474121,200,cm rel 2005
ssp126,ais,deconto21,2030,1.2730000019073486,0.972700047492981,1.1430000305175785,1.4963800430297851,1.6032000637054444,200,cm rel 2005
ssp126,ais,deconto21,2040,1.8739999771118163,1.3598000383377076,1.7219999313354493,2.232999801635742,2.371000099182129,200,cm rel 2005
ssp126,ais,deconto21,2050,2.4685001373291016,1.6885999488830568,2.242000198364258,3.017000007629395,3.1799500465393056,200,cm rel 2005
ssp126,ais,deconto21,2060,3.193499946594238,2.318849792480469,2.8420000076293945,3.862999725341797,4.252000427246094,200,cm rel 2005
ssp126,ais,deconto21,2070,4.197499847412109,3.4419998168945316,3.7059000091552736,5.047700580596924,6.167500057220452,200,cm rel 2005
ssp126,ais,deconto21,2080,5.657500076293946,4.438699550628662,4.724490020751953,7.210039649963378,11.192000579833984,200,cm rel 2005
ssp126,ais,deconto21,2090,7.161000061035157,5.422699584960938,5.702639743804932,10.112000274658204,18.930300598144527,200,cm rel 2005
ssp126,ais,deconto21,2100,9.03550033569336,6.413999938964844,6.9059997558593755,13.541000366210938,33.949799041748,200,cm rel 2005
ssp126,ais,deconto21,2110,11.553001022338869,7.426999664306641,8.202400131225588,18.894999694824214,61.208053283691385,200,cm rel 2005
ssp126,ais,deconto21,2120,14.593499755859376,8.547000122070314,9.57118995666504,25.357998657226563,91.4756048583984,200,cm rel 2005
ssp126,ais,deconto21,2130,17.86049957275391,9.712998962402343,11.042000579833983,33.080912139892575,132.31709960937496,200,cm rel 2005
ssp126,ais,deconto21,2140,21.872500610351565,10.859999084472657,12.719219932556154,41.51625939941406,188.449853515625,200,cm rel 2005
ssp126,ais,deconto21,2150,27.637001037597656,12.283999633789064,14.757088867187502,51.86775659179688,254.79234374999973,200,cm rel 2005
ssp126,ais,bamber19,2020,0.5254010200500489,-0.1014057120680808,0.1572597703933716,1.0830886220932008,1.855804347991943,200,cm rel 2005
ssp126,ais,bamber19,2030,0.994515371322632,-1.5827867174148558,-0.526618670463562,3.571117561340332,7.481227073669431,200,cm rel 2005
ssp126,ais,bamber19,2040,1.8017307281494144,-3.1233582210540773,-1.1756146183013916,6.508398918151856,15.508900833129884,200,cm rel 2005
ssp126,ais,bamber19,2050,2.9875,-3.6948499298095703,-0.9633399991989132,9.674960258483882,22.922499694824214,200,cm rel 2005
ssp126,ais,bamber19,2060,4.3665813446044925,-3.2401529121398926,-0.5097245817184438,13.333326034545896,28.682244110107415,200,cm rel 2005
ssp126,ais,bamber19,2070,5.44175090789795,-3.118136959075928,-0.3993043959140775,19.346880676269528,40.283408508300774,200,cm rel 2005
ssp126,ais,bamber19,2080,5.880472183227539,-4.712764511108398,0.0164381704926509,23.647966705322265,59.13661041259763,200,cm rel 2005
ssp126,ais,bamber19,2090,8.650625228881836,-7.278678436279297,-0.0738149059414858,30.12171438598633,74.81874908447264,200,cm rel 2005
ssp126,ais,bamber19,2100,10.336666870117188,-9.025583419799805,-0.5493333301544187,36.30296606445312,95.98616638183591,200,cm rel 2005
ssp126,ais,bamber19,2110,12.080712127685548,-10.829471397399905,-0.335196690797805,42.5051999206543,108.91965759277336,200,cm rel 2005
ssp126,ais,bamber19,2120,14.729793548583984,-11.552305793762208,0.5223612830638904,45.96273144531247,120.96962646484356,200,cm rel 2005
ssp126,ais,bamber19,2130,16.434449768066408,-13.374041748046874,0.8635970363616946,52.9264605102539,135.76828979492183,200,cm rel 2005
ssp126,ais,bamber19,2140,19.458490753173827,-13.972664413452147,0.1119846780300175,60.37587506103516,149.53827026367173,200,cm rel 2005
ssp126,ais,bamber19,2150,20.582786560058594,-14.425200958251953,-1.2877741432189933,67.961567199707,166.39264526367188,200,cm rel 2005
ssp126,ais,emuAIS,2020,0.6995878934860229,0.2736335551738739,0.4459137496948242,0.9684968605041504,1.2124836254119873,200,cm rel 2005
ssp126,ais,emuAIS,2030,1.168476152420044,0.5974815678596497,0.8085885410308838,1.70414249420166,1.978071117401123,200,cm rel 2005
ssp126,ais,emuAIS,2040,1.844955635070801,0.690621476173401,1.2170386028289797,2.6647378063201907,3.0170051670074463,200,cm rel 2005
ssp126,ais,emuAIS,2050,2.4061324119567873,0.9543123388290408,1.4614671201705935,3.4616432304382316,4.2862457847595214,200,cm rel 2005
ssp126,ais,emuAIS,2060,3.230134201049805,0.1374347838759423,1.6418603515625003,4.689498245239258,6.267151107788082,200,cm rel 2005
ssp126,ais,emuAIS,2070,4.403310775756836,0.3393144159018997,2.067848976135254,6.467014015197754,8.278954200744627,200,cm rel 2005
ssp126,ais,emuAIS,2080,4.664297103881836,0.3478157091140748,2.0407772159576423,8.023494705200196,10.43682456970215,200,cm rel 2005
ssp126,ais,emuAIS,2090,6.665600967407227,-0.2582179772853851,2.7170305881500245,10.42647357940674,13.858192749023438,200,cm rel 2005
ssp126,ais,emuAIS,2100,9.15082778930664,-1.9404419231414796,2.72253772354126,14.056770263671876,18.96774055480957,200,cm rel 2005
ssp126,te,tlm,2020,2.502043056488037,1.5410775709152222,1.954810052871704,2.8844606838226317,3.1810672664642334,200,cm rel 2005
ssp126,te,tlm,2030,4.5699258804321286,2.8829405593872073,3.5113832206726077,5.318533531188964,6.025907993316651,200,cm rel 2005
ssp126,te,tlm,2040,6.658627700805665,4.060128936767579,5.1134774627685555,7.881455184936524,8.942444267272949,200,cm rel 2005
ssp126,te,tlm,2050,8.676290512084961,5.422226314544678,6.70456576538086,10.336707862854004,11.920638847351071,200,cm rel 2005
ssp126,te,tlm,2060,10.64480323791504,6.655568580627442,8.40554852294922,12.684391777038574,14.905712585449216,200,cm rel 2005
ssp126,te,tlm,2070,12.52871322631836,7.77218116760254,9.6969808883667,14.831440002441404,17.728447036743166,200,cm rel 2005
ssp126,te,tlm,2080,14.043680572509766,8.782868118286133,10.802835540771486,16.96290054321289,20.14590408325195,200,cm rel 2005
ssp126,te,tlm,2090,15.505419158935547,9.48575065612793,11.95198737335205,18.72715089416504,22.43907470703125,200,cm rel 2005
ssp126,te,tlm,2100,16.789654541015626,10.16294548034668,12.831334922790528,20.282579208374024,24.328869934082014,200,cm rel 2005
ssp126,te,tlm,2110,17.909413146972657,10.736454658508302,13.432977539062502,21.631054046630855,25.928610687255837,200,cm rel 2005
ssp126,te,tlm,2120,18.781513977050786,11.048649559020998,14.032027130126956,22.94408110046387,27.610233001708963,200,cm rel 2005
ssp126,te,tlm,2130,19.52538146972656,11.574180183410643,14.699396286010744,24.257384979248048,29.513272399902327,200,cm rel 2005
ssp126,te,tlm,2140,20.28260192871094,12.028184967041016,15.314852691650394,25.266072387695313,30.78925506591796,200,cm rel 2005
ssp126,te,tlm,2150,20.97367630004883,12.370496559143067,15.575775360107423,26.135136199951173,32.212451171875,200,cm rel 2005
ssp126,lws,ssp-lws,2005,0.0,0.0,0.0,0.0,0.0,200,cm rel 2005
ssp126,lws,ssp-lws,2020,0.287841773033142,-0.0279969908297061,0.0728540636301041,0.4494303607940672,0.586931049823761,200,cm rel 2005
ssp126,lws,ssp-lws,2030,0.3741857886314392,-0.2123562324047088,0.0489373006522655,0.6714832530021667,0.9233698320388792,200,cm rel 2005
ssp126,lws,ssp-lws,2040,0.5485311031341553,-0.3341052281856537,0.0416359311938285,0.9907387447357178,1.3591477966308592,200,cm rel 2005
ssp126,lws,ssp-lws,2050,0.911443042755127,-0.1816857576370239,0.3105728271007539,1.5032808218002318,1.8779597091674791,200,cm rel 2005
ssp126,lws,ssp-lws,2060,1.2948585987091064,0.017607631906867,0.5638287582397462,2.015347436904907,2.552021589279175,200,cm rel 2005
ssp126,lws,ssp-lws,2070,1.7091447830200197,0.2362783348560333,0.8270777606964111,2.5680665435791017,3.1553411769866937,200,cm rel 2005
ssp126,lws,ssp-lws,2080,2.127427577972412,0.4314491295814514,1.108176323890686,3.094749231338501,3.7837561988830566,200,cm rel 2005
ssp126,lws,ssp-lws,2090,2.5369967460632328,0.6797303724288942,1.4058556509017943,3.676573875427246,4.369365673065185,200,cm rel 2005
ssp126,lws,ssp-lws,2100,2.993846035003662,0.9211801147460938,1.7497439422607424,4.248064918518066,4.977070178985596,200,cm rel 2005
ssp126,lws,ssp-lws,2110,3.419963836669922,1.1717551183700563,2.109645534515381,4.800397090911865,5.570498619079588,200,cm rel 2005
ssp126,lws,ssp-lws,2120,3.810285758972168,1.392429804801941,2.4185504264831548,5.3212427711486825,6.124358329772947,200,cm rel 2005
ssp126,lws,ssp-lws,2130,4.082637023925781,1.4937587356567383,2.601383586883545,5.672810482025146,6.549437789916991,200,cm rel 2005
ssp126,lws,ssp-lws,2140,4.336284255981445,1.5899199056625366,2.751275712966919,6.006812110900879,6.9490717697143545,200,cm rel 2005
ssp126,lws,ssp-lws,2150,4.579002952575683,1.6806342220306396,2.9082854480743414,6.333167640686035,7.325365524291992,200,cm rel 2005
ssp126,total,wf1f,2020,6.053306198120118,4.817762241363526,5.139503280639649,6.744354240417481,7.183148918151855,200,cm rel 2005
ssp126,total,wf1f,2030,10.235708618164065,7.954267044067383,8.51072183227539,11.670890594482422,12.83242515563965,200,cm rel 2005
ssp126,total,wf1f,2040,14.611992645263673,10.755419540405274,12.003783485412598,17.15381640625,19.11049674987793,200,cm rel 2005
ssp126,total,wf1f,2050,19.27768325805664,13.939517822265625,15.982284744262698,23.06831219482422,25.97526321411133,200,cm rel 2005
ssp126,total,wf1f,2060,24.2064453125,17.211204071044925,19.98302398681641,29.055014434814456,32.780228729248044,200,cm rel 2005
ssp126,total,wf1f,2070,29.043086242675784,20.36547218322754,23.631165466308595,35.47472879028321,39.907327270507814,200,cm rel 2005
ssp126,total,wf1f,2080,33.50485382080078,23.08034797668457,27.44512866210938,41.51341622924805,46.95870864868164,200,cm rel 2005
ssp126,total,wf1f,2090,38.42161560058594,25.83678421020508,30.737886901855468,47.54279162597657,54.44792541503906,200,cm rel 2005
ssp126,total,wf1f,2100,43.25427398681641,28.90956985473633,33.96254818725586,53.7598540649414,61.636393432617176,200,cm rel 2005
ssp126,total,wf1f,2110,48.03239135742188,31.49681640625,36.85371008300782,59.74576055908203,69.19082427978515,200,cm rel 2005
ssp126,total,wf1f,2120,52.39150085449219,33.4376432800293,39.5377133178711,65.47806341552733,77.12462860107422,200,cm rel 2005
ssp126,total,wf1f,2130,56.63562622070313,35.482136993408204,42.13202136230469,71.62241021728515,84.60357147216797,200,cm rel 2005
ssp126,total,wf1f,2140,61.21642150878907,37.36374755859375,44.46806274414063,78.1772432861328,92.15259674072269,200,cm rel 2005
ssp126,total,wf1f,2150,65.25945129394532,39.238829650878905,46.377405456542974,84.5606664428711,99.34053192138671,200,cm rel 2005
ssp126,total,wf2f,2020,6.174649429321289,4.882320861816407,5.407251056671143,7.192953102111817,8.634426307678222,200,cm rel 2005
ssp126,total,wf2f,2030,10.552308654785158,8.120071678161622,9.1453631439209,12.733218429565428,15.106955718994136,200,cm rel 2005
ssp126,total,wf2f,2040,15.430602264404298,11.385781631469726,13.15385290527344,19.223424896240235,22.81213729858397,200,cm rel 2005
ssp126,total,wf2f,2050,20.82677383422852,15.288039321899417,17.554078704833984,26.249158782958983,31.75812149047849,200,cm rel 2005
ssp126,total,wf2f,2060,26.461787414550784,19.27649658203125,22.15132180786133,34.41813110351563,41.09101501464839,200,cm rel 2005
ssp126,total,wf2f,2070,32.038952636718754,23.262518463134768,26.557902923583985,42.44449914550781,51.25092163085931,200,cm rel 2005
ssp126,total,wf2f,2080,37.82848205566407,27.64186447143555,31.050757476806645,50.51482418823242,62.195187683105395,200,cm rel 2005
ssp126,total,wf2f,2090,44.02410125732422,31.99917343139649,36.015089202880866,59.00092065429687,74.87816650390619,200,cm rel 2005
ssp126,total,wf2f,2100,50.061437988281256,35.74317672729492,40.57598251342774,67.55267535400391,87.90917541503906,200,cm rel 2005
ssp126,total,wf2f,2110,55.82482299804688,39.395112457275395,45.119462860107426,75.96951666259764,98.21289978027345,200,cm rel 2005
ssp126,total,wf2f,2120,61.730844116210946,43.026319122314455,49.21458197021485,83.81864379882812,109.81471496582029,200,cm rel 2005
ssp126,total,wf2f,2130,66.9585968017578,46.243425445556646,53.084152221679695,92.60960705566406,121.8821838378906,200,cm rel 2005
ssp126,total,wf2f,2140,72.27775573730469,49.60081619262696,57.342460693359385,100.33331225585935,132.7729309082031,200,cm rel 2005
ssp126,total,wf2f,2150,77.78030395507812,52.707459411621095,61.373845581054695,107.92732873535157,142.49599426269532,200,cm rel 2005
ssp126,total,wf3f,2020,6.146825218200684,4.9384806442260745,5.514949165344238,6.748564056396485,7.178204307556153,200,cm rel 2005
ssp126,total,wf3f,2030,10.392196273803712,8.119951210021974,9.076371665954593,11.745627922058109,12.762163429260257,200,cm rel 2005
ssp126,total,wf3f,2040,15.071167755126954,11.512111587524414,12.95486868286133,17.220306503295898,18.638463439941404,200,cm rel 2005
ssp126,total,wf3f,2050,20.095010375976564,15.229780883789063,17.14454852294922,22.93146778869629,25.210309524536132,200,cm rel 2005
ssp126,total,wf3f,2060,25.282646942138673,19.156948165893557,21.48417349243164,28.80581451416016,31.966270751953125,200,cm rel 2005
ssp126,total,wf3f,2070,30.64972686767578,22.51956321716309,25.86975820922852,35.051933258056636,39.0873908996582,200,cm rel 2005
ssp126,total,wf3f,2080,36.30404968261719,26.581648559570315,30.502702117919924,42.08596322631836,48.162311096191395,200,cm rel 2005
ssp126,total,wf3f,2090,42.364410400390625,30.575460357666017,35.38259097290039,49.93991787719727,60.200331115722655,200,cm rel 2005
ssp126,total,wf3f,2100,48.184817504882815,34.208484954833985,40.035119964599616,58.01819940185546,80.56216888427734,200,cm rel 2005
ssp126,total,wf3f,2110,54.68733520507813,38.10449768066406,44.88490454101563,65.70488269042968,110.8224279785156,200,cm rel 2005
ssp126,total,wf3f,2120,61.04899597167969,42.10856246948243,49.4155743713379,74.59250079345702,148.35441345214838,200,cm rel 2005
ssp126,total,wf3f,2130,68.0730194091797,46.592840423583986,53.93077575683594,85.81643420410154,191.16157165527335,200,cm rel 2005
ssp126,total,wf3f,2140,75.474169921875,50.36981094360352,58.96029089355469,97.00875988769532,239.54479492187457,200,cm rel 2005
ssp126,total,wf3f,2150,83.5241912841797,55.1965869140625,64.12976416015626,111.15582446289064,308.4092346191401,200,cm rel 2005
ssp126,total,wf4,2020,6.526298904418946,5.1728720855712895,5.71232438659668,7.347573936462402,8.088841056823732,200,cm rel 2005
ssp126,total,wf4,2030,11.394454574584962,7.964580383300782,9.325657875061037,14.536376037597655,18.819397888183595,200,cm rel 2005
ssp126,total,wf4,2040,17.05187149047852,10.82263298034668,13.402995666503909,24.29284295654297,32.29009063720703,200,cm rel 2005
ssp126,total,wf4,2050,23.716160583496094,14.34667304992676,18.11253851318359,35.37696478271484,45.9741564941406,200,cm rel 2005
ssp126,total,wf4,2060,30.409068298339847,19.30769859313965,22.99717073059082,47.81712469482422,66.57123565673824,200,cm rel 2005
ssp126,total,wf4,2070,37.18631591796875,22.66448928833008,28.63743072509766,60.924974609375,85.8936389160156,200,cm rel 2005
ssp126,total,wf4,2080,44.33389129638672,26.747314453125004,32.9332177734375,72.7478986816406,100.16758148193357,200,cm rel 2005
ssp126,total,wf4,2090,49.98186340332032,28.295084228515623,36.20992437744141,85.9260856323242,126.31877380371094,200,cm rel 2005
ssp126,total,wf4,2100,55.879797363281256,31.3860140991211,40.01269290161133,101.34866259765624,156.90755981445312,200,cm rel 2005
