law,law_label,s_median,base_rate_cm_per_century,base_level_cm,psi_rate_cm_per_yr,psi_level_cm_per_yr,psi_ratio,V_at_fixed_tau_m,ceil_ratio_ssp585_r2300,ceil_ratio_ssp585_x2300,ceil_ratio_ssp126_r2300,ceil_ratio_ssp126_x2300,ceil_ratio_ssp245_r2300,d2100_SSP5-8.5_cm
held,held    S flat above 2.75 K  [SHIPPED],1.015245783914344,2.907216208591791,49.941903281750214,0.27871354113037894,0.26931937668625217,0.9662945531601126,6.131697904868337,1.9282587872586712,2.4134489988242906,0.9958995311726423,0.75620428093195,0.8433655860121936,0.0
full,"full    CMIP6 binned to 5.75 K, then flat",1.015245783914344,2.8061142004860358,47.72037524921935,0.27990823409807203,0.28164071103516186,1.0061894461328451,6.1579811501575845,2.0335274583439755,2.5194761166943307,0.9958995311726423,0.761356480264579,0.8242006245675645,0.0
decl,decl    full + the -0.0503/K secant decline CONTINUED,1.015245783914344,2.8061142004860358,43.76941616588499,0.27990823409807203,0.3035540459792924,1.0844770142522338,6.1579811501575845,2.0335274583439755,3.8128013382619765,0.9958995311726423,0.761356480264579,0.8242006245675645,0.0
summer,"summer  Bochow melt-relevant summer, GMT*1.19 above 0.5 K",1.015245783914344,2.595721977252417,38.0851128917906,0.2823943776897166,0.33508108509611517,1.186571375242777,6.212676309173766,2.434963014300164,3.2255805495128316,1.11218216747597,0.8410264321569365,0.9743752671422438,0.0
