ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.265274285308722,8.300212668288331,7.225325060058159,9.47285869161486,2.247533631556701,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,7.449810851733688,7.652515551832153,5.916785462590996,10.112073341845392,4.195287879254396,1.8666185103306459,0.9013386119533268,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.231843413775188,10.267781566883997,8.78658599318011,11.865072449348103,3.078486456167994,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,8.883964199937004,9.172535172357119,6.8211224118938345,12.569188066011753,5.7480656541179185,1.867172630433767,0.8682662390998355,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.931777040215398,12.986909615866594,10.833038487451242,15.375860140917975,4.542821653466733,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,10.795615135651254,11.166647629542886,7.983875144862471,15.703030012753711,7.71915486789124,1.699198308170556,0.8348129651538932,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.402864636345647,6.38727273251117,5.178337165097258,7.525608856156128,2.3472716910588707,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,5.794926738555335,5.918054357817107,4.494320008371572,7.6785801134412415,3.1842601050696695,1.3565792648541795,0.9050522020504115,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.58618671990671,8.593445335757643,6.699338938724629,10.512881395218823,3.8135424564941944,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,7.482834429193838,7.673502973507248,5.489241423359883,10.47713715190805,4.987895728548167,1.3079428865552896,0.8714968207999954,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.258569457571934,12.36074431248416,8.993114166022364,16.07812875559049,7.085014589568127,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,joint,2000,10.046988798951467,10.489827132361684,6.732136164467099,15.752995231501401,9.020859067034301,1.273230838552751,0.8195890094456,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2100,fixed,2000,5.074410089781313,8.159118405320122,3.7070613875804073,35.990931426867895,32.283870039287486,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2100,joint,2000,4.699011832142811,9.242773216986778,3.233047277025072,46.946400920374636,43.71335364334956,1.3540307772938343,0.9260213008021431,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2150,fixed,2000,7.992982075786484,12.789151490887201,5.7632437935404965,51.883364919911585,46.12012112637109,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2150,joint,2000,6.993237612183427,14.13350915330865,4.693537351216939,76.94869683037342,72.25515947915648,1.5666732375046082,0.8749222187509178,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,ais,2300,fixed,2000,16.17146842657226,24.234324969001875,11.57051360261247,65.81601469144496,54.24550108883249,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp126 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
