year,ssp,gmst,gsic_med,gsic_lo,gsic_hi
2045,SSP1-1.9,1.6483033185575233,4.627237975256093,4.058081588431111,5.373032560719781
2046,SSP1-1.9,1.6582401774904048,4.7588013492474355,4.170923186340242,5.530018844041608
2047,SSP1-1.9,1.668138144533248,4.890923470847612,4.28519686842184,5.687502652289671
2048,SSP1-1.9,1.6815950920828615,5.023838359494924,4.402193370062057,5.845474840265581
2049,SSP1-1.9,1.6841486341380432,5.157070340358191,4.51987551658145,6.004149799861834
2050,SSP1-1.9,1.687878664405678,5.2897690658145935,4.63734031645304,6.157790819819582
2051,SSP1-1.9,1.6855450161250476,5.42116022719463,4.754220525011524,6.307943472574132
2052,SSP1-1.9,1.6838628736098618,5.555782667108739,4.871375108235866,6.457090299283793
2053,SSP1-1.9,1.6793462197763973,5.6893465341479565,4.9888349660855775,6.606758336972598
2054,SSP1-1.9,1.6760200366809774,5.820013108089994,5.104472932170643,6.75953455284084
2055,SSP1-1.9,1.6707866670492748,5.948366601386773,5.218052251216731,6.905860912693189
2056,SSP1-1.9,1.6690824033204659,6.077810592397011,5.332402138608804,7.056059908286711
2057,SSP1-1.9,1.6687226909217303,6.2055845722107,5.446286685976124,7.208184364716262
2058,SSP1-1.9,1.6705243784085038,6.334095860540677,5.560070569485087,7.351095768050337
