year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected
1900,-0.7408911113014774,-0.6125223436475283,-0.49149923338431295,-1.2659466303014497,0.04349230550479569,-0.6340783032503996,-6.320515986327466,-5.698415884949787,-5.093911400537681,-7.523851978552523,-4.040459976095903,-7.27700420293,-4.2259728954896945,-4.0515514626116795,-3.899520151644948,-5.129698688955527,-2.9269180564829522,-4.130332357233222,-4.159380200180105,-3.830210931130943,-3.512720275102782,-4.967469818858714,-2.6152183405318707,-3.6098928928375242,-14.890466342935566,-14.023031293650876,-13.200531835499326,-18.177093055480746,-9.639424541406202,-13.937918849348069,-5.991590389497165
1901,-0.7339021558727123,-0.6082833236961843,-0.4901707601466234,-1.252728357837836,0.03326613288742634,-0.6286254796114836,-6.28161170607114,-5.664758138793234,-5.067730444494911,-7.446022114668781,-3.925095892184157,-7.19201579961,-4.167214631954056,-4.000582490565265,-3.853340187321074,-5.109753540211143,-2.98572884322856,-4.14182832891291,-4.128083993759774,-3.8013914757878395,-3.4862896980611016,-4.9058148045340015,-2.704400177116159,-3.6964476108551025,-14.45497369131888,-13.601214305739884,-12.793290469835341,-17.626026582123007,-9.33350946291317,-13.717743189686836,-5.928025549734379
1902,-0.7262137794453668,-0.6037166364162613,-0.48787567240534574,-1.203271137536862,0.0374757150151641,-0.6231535824862393,-6.20894500563853,-5.6048662482605245,-5.020125730565469,-7.314439235902848,-3.950556212726413,-7.10599819097,-4.104730119268381,-3.9458224511515074,-3.8051052201626594,-5.132689257912466,-2.9227588850829904,-4.110059530084785,-4.096697045706916,-3.772488460015998,-3.4597824870121827,-4.890625660721323,-2.6798274826975836,-3.7697138309478753,-14.147132532678052,-13.306752087323288,-12.511855565050091,-17.43481144942116,-8.90847704322163,-13.307361420412224,-5.863431504651594
1903,-0.7188019912029971,-0.598988076271877,-0.4860490753392213,-1.22715331360515,0.008076722666691715,-0.6177760037508879,-6.136448898069341,-5.543231458751938,-4.964362405170718,-7.13907002697448,-3.833783658562193,-7.04884410771,-4.068289508995621,-3.91574924087709,-3.7794915808160368,-5.006063285678703,-2.8337198814107296,-4.069244558160955,-4.1021836186006135,-3.777540830912742,-3.4644160609864207,-4.902513289684746,-2.6118386736974526,-3.89201683998108,-14.02379628234691,-13.199631817784837,-12.411346124132695,-17.293187297962955,-8.929526567967061,-13.366047505500095,-5.827700984948807
1904,-0.7120516171497465,-0.595059932425136,-0.48453043160811815,-1.2163728893917596,0.03789261496034952,-0.612356558713046,-6.0811695098700564,-5.496188701652681,-4.924353016544307,-7.161230667395664,-3.846123993093307,-6.9647086707,-4.043698639206828,-3.8971082051066084,-3.7643278826761266,-4.875479419072501,-2.94862483876353,-3.986545354669745,-4.212904654735458,-3.8794995128556566,-3.557923268741656,-5.058107870041029,-2.6876920365941244,-4.005975580215455,-14.066230713629853,-13.25989059645958,-12.481953468035853,-17.407131128775998,-9.25769323444311,-13.401862591297018,-5.764989111496021
1905,-0.7063879813281136,-0.5919391275396471,-0.48470016299818397,-1.2314092596132684,0.01689384116223386,-0.6069045933810149,-6.024743647265858,-5.449756930954587,-4.885122573102758,-7.062282714089718,-3.7084302673779987,-6.86514507207,-4.029912482004294,-3.887500731238204,-3.7575742373714536,-4.74623302907588,-3.0754536729880106,-3.965610296075995,-4.237280117234044,-3.9019459251623303,-3.578509071725015,-4.9573450584281975,-2.8579208266363474,-4.084479761123657,-13.945615504669917,-13.153460728457805,-12.38532353753687,-17.262288825964138,-9.145709434353737,-13.311246733632538,-5.6868490764232345
1906,-0.6984227366682243,-0.5886506768947606,-0.48436272269468794,-1.1808935585304625,0.011014518254920896,-0.6014521512118254,-5.954581319103777,-5.391963232867228,-4.83443280352216,-7.093058237356194,-3.7909670542210656,-6.78516536626,-3.991376433117689,-3.854327970155205,-3.7288642130015943,-4.718300501593152,-3.0111366668715767,-3.9195184534246272,-4.2090692799471165,-3.8759676658658933,-3.5546841806724676,-5.094597960063893,-2.6594820144093907,-4.1820330142974855,-13.994337353998322,-13.218953761292106,-12.45889999981364,-17.215933887557508,-9.18521452912971,-13.567440039263273,-5.6282929341704495
1907,-0.6904735001858034,-0.5846360926008134,-0.48264486544092444,-1.1703036240098008,0.03920798696156254,-0.5960208806124601,-5.886776241602119,-5.3349764795007,-4.783374951190227,-7.046259998707213,-3.5296592720454365,-6.7199607459,-3.9822044493442212,-3.84829265831328,-3.72472065518337,-4.684634374817451,-2.99238626485607,-3.8829637354070488,-4.164700122397396,-3.8351098399223433,-3.517213107624761,-4.927083555657078,-2.7633789799013946,-4.245766305923461,-13.889760008170592,-13.133000906995601,-12.381887457254004,-16.930079901498736,-9.093129726203173,-13.430518857797505,-5.584511877367662
1908,-0.6833438964431349,-0.5801578174211977,-0.4818717134030412,-1.1557723936891995,0.005426175307526401,-0.5906124981966887,-5.833156620108144,-5.29113549381692,-4.745798102505754,-6.915937950317202,-3.684655942358286,-6.64097972783,-3.9734723071289446,-3.843565815769925,-3.721587501435062,-4.7173103442243605,-2.992730505584239,-3.8119527643377134,-4.1542123353988165,-3.8254520460992163,-3.5083558596075504,-5.0145613913100195,-2.6685436788568566,-4.304152536392211,-13.731596670653122,-12.987372941904635,-12.244711476233139,-17.16256511940013,-9.043243197815011,-13.478100215899776,-5.526954422854876
1909,-0.6772341796622917,-0.5762360076803918,-0.48102569228722014,-1.1784033402035383,-0.0019908718659763336,-0.5851665410128508,-5.76884402484437,-5.237940499705672,-4.700888154390715,-6.836187804278194,-3.643511923428273,-6.56629558477,-3.9224736137283536,-3.7966760752212636,-3.678722594857395,-4.498877734278081,-3.104660673837985,-3.7546384638006036,-4.122273464267563,-3.796040785900014,-3.481382533105253,-4.999890277318121,-2.618829296538645,-4.4123697757720945,-13.486253770458024,-12.758399659195586,-12.02036015689869,-16.862493539583305,-8.79495480465155,-13.127202387002756,-5.47369384335209
