ssp,ssp_label,p05,p50,p95,ais,gsic,gis,te,lws
ssp119,SSP1-1.9,29.898054500223516,31.440216782581064,33.38853034076583,4.69032487396408,6.3757782379323595,6.0628121175199645,11.70140936525058,2.6051065536384517
ssp126,SSP1-2.6,32.40448240640195,34.25839106216063,83.1829223606553,5.161575645007103,6.676161365154071,6.333158605664385,13.627012690988648,2.358447502497496
ssp245,SSP2-4.5,39.59378671122491,75.36327084537982,106.42048473967749,40.931008369252325,7.080765727273816,6.848854756395365,17.853552781603682,2.421219145112249
ssp460,SSP4-6.0,56.82577161630913,86.70042830614503,110.55412613329653,49.83079255627639,7.190267490967887,7.077716794192757,19.71675924579558,2.6363089348439575
ssp370,SSP3-7.0,68.47096131287267,89.4181052714109,111.06604470856841,51.0885535198543,7.234049426432502,7.225084445978937,21.28984919290809,2.249242570750176
ssp585,SSP5-8.5,96.31547811444806,113.35402005344554,129.5529941915077,68.13354899776604,7.500423146285117,8.08330911925647,26.782187202733994,2.468351299069298
