marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm,se_mean_cm,p_fired,smooth_term_cm,premium_cm
ML,CH4,1.0,glaciers,2100,2000,9.151243963423925,9.247726391100452,0.09892834668484518,0.09648242767652704,0.10177173055360905,0.06426272478578854,0.14953311054986396,0.09892834668484518,0.0005941640404325826,0.31816587395957197,0.06456184104148044,0.03722474478190067
ML,CH4,1.0,glaciers,2150,2000,11.496467624462415,11.565884585202362,0.07291960546313625,0.06941696073994663,0.07488698933047899,0.04794618965721718,0.10895533839691982,0.07291960546313625,0.00041146677736102666,0.3224054696789536,0.04795578244841185,0.02692363550804475
ML,CH4,1.0,glaciers,2300,2000,12.16036832277442,12.22202159461418,0.056886920382822836,0.06165327183975933,0.058271139863141204,0.03672170889414703,0.08479297300067436,0.056886920382822836,0.0003270704450768113,0.32398751486325805,0.03775879650212282,0.020512250263376053
ML,CH4,1.0,gis,2100,2000,7.830626299852443,7.926295952563592,0.09099333252294262,0.09566965271114913,0.09806921645383283,0.05753682850981008,0.16368472609498297,0.09099333252294262,0.0007731950655764755,0.31816587395957197,0.05957782040171895,0.03851381651392357
ML,CH4,1.0,gis,2150,2000,9.865105299860177,9.923723067072617,0.06547329880291741,0.058617767212439276,0.07198734421870022,0.03867936077561929,0.1276714528719932,0.06547329880291741,0.0006755128972348475,0.3224054696789536,0.0423222316916347,0.029647575133462115
ML,CH4,1.0,gis,2300,2000,7.287988727522163,7.321512724834877,0.03777270450253578,0.03352399731271394,0.04258365465356615,0.020418812532141128,0.07932304713129028,0.03777270450253578,0.0005385420602587003,0.32398751486325805,0.024742537350058498,0.017840886754513015
ML,CH4,1.0,ais,2100,2000,5.35459876512928,5.424695833882626,0.06021434323197328,0.07009706875334576,0.6345543240457489,0.023364214617645995,2.583358367887404,0.06021434323197328,0.02790680558783628,0.31816587395957197,0.034256999685017206,0.6015227671263748
ML,CH4,1.0,ais,2150,2000,8.540443275706885,8.636473676372834,0.0702744967843616,0.09603040066594914,0.7757664802319336,0.026956233765519633,3.116124708039677,0.0702744967843616,0.03423158123034426,0.3224054696789536,0.039133050705015736,0.7353118170098695
ML,CH4,1.0,ais,2300,2000,13.207400584278787,13.329729252803695,0.0826672629260834,0.12232866852490787,0.8512687149439091,0.030294141565481512,3.4268402056206595,0.0826672629260834,0.035025029267605715,0.32398751486325805,0.04565280127298851,0.8055857128868694
ML,CH4,1.0,te,2100,2000,18.868872922620966,19.062650144486213,0.1856564121087576,0.19377722186524693,0.1919316632514929,0.12107909768285562,0.284154169485968,0.1856564121087576,0.0011384997057021261,0.31816587395957197,0.12342468382131068,0.06852986667530912
ML,CH4,1.0,te,2150,2000,23.7044049797572,23.841834243439685,0.15070538384425625,0.13742926368248476,0.15744147136075842,0.09119373898932856,0.2489207964354378,0.15070538384425625,0.0010894086772258236,0.3224054696789536,0.10045996666217681,0.05696460427382194
ML,CH4,1.0,te,2300,2000,15.987153745252943,16.07776866477682,0.08383311784269587,0.09061491952387613,0.08851976806793486,0.03164304080016258,0.16286699869855906,0.08383311784269587,0.0009061394959363784,0.32398751486325805,0.05631085216520133,0.03220871470593593
ML,CH4,1.0,lws,2100,2000,2.596380650083528,2.596380650083528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31816587395957197,0.0,0.0
ML,CH4,1.0,lws,2150,2000,4.2307986469202445,4.2307986469202445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3224054696789536,0.0,0.0
ML,CH4,1.0,lws,2300,2000,8.483616077316128,8.483616077316128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32398751486325805,0.0,0.0
ML,CH4,1.0,total,2100,2000,45.05299302779577,45.54091396303228,0.45672870438868074,0.4879209352365095,1.0263269343046835,0.3067743904131923,3.048205235288256,0.45672870438868074,0.028544504283701224,0.31816587395957197,0.2818213449495272,0.745791195097508
ML,CH4,1.0,total,2150,2000,59.82954450741805,60.30155222339468,0.37782601500033053,0.4720077159766305,1.0800822851418712,0.2461217069146464,3.4785282261777057,0.37782601500033053,0.034727704519325824,0.3224054696789536,0.2298710315072391,0.8488476319251977
ML,CH4,1.0,total,2300,2000,59.71012743239647,60.14493950574022,0.2756387029073437,0.4348120733437497,1.0406432775285517,0.15998544737122417,3.6594799176577193,0.2756387029073437,0.03539741245425784,0.32398751486325805,0.16446498729037123,0.8761475646106942
