ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.17334386028418,13.227898823763248,11.46916694651915,15.306079856824205,3.8369129103050543,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,12.914849885641985,13.165592472798492,9.91996765279179,17.279058073487466,7.359090420695676,1.9179717113023007,0.9803774973625702,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.577227172213224,20.692606244893746,17.399379243022956,24.113489292455597,6.714110049432641,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,20.186195768129856,20.368804272544544,15.432283597086798,26.099795527718065,10.667511930631267,1.588819940705723,0.9809968854981879,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,26.817142164209233,26.917311266697396,22.159970561205416,31.842861758015637,9.682891196810221,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,26.297881670119047,26.336213408228566,20.78117741617246,32.11282104337144,11.331643627198979,1.1702748070671183,0.9806369936471753,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,10.079528409457309,10.162398004520817,7.819649283287504,12.751037620085127,4.931388336797623,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,9.736651477856334,10.307083573265645,7.1437881416472555,15.239293398435638,8.095505256788382,1.6416280170799717,0.9659828399035749,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,22.533153795492346,22.82823795683284,16.29729993646064,30.08390103911798,13.78660110265734,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,21.474294217460653,23.51080443124086,13.132049300249424,41.85152617273401,28.719476872484588,2.083144109170531,0.9530088159144632,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,86.28298429936646,87.116958969884,68.32262354462021,109.94026368432753,41.61764013970732,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp585 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
