ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.295647109060852,8.331967769693943,7.261951435043646,9.606846217743927,2.3448947827002806,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,8.104683840446919,8.356084447970742,6.25620012148548,11.274360219975039,5.018160098489559,2.1400363613376547,0.9769803047184402,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.26676714057723,10.313591809656584,8.855447152349882,11.99455162035168,3.1391044680017988,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,9.988520604139833,10.322790352037682,7.450223567734458,14.407285498114387,6.957061930379929,2.2162568978815975,0.972898329861044,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.978006492669156,13.053270076669182,10.89356707221521,15.46565671936593,4.572089647150719,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,12.58705382213962,13.00248464439104,8.950061966251287,18.544434986313227,9.59437302006194,2.0984656383632063,0.9698757532021292,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.387618973418705,6.398645807578604,5.170220490045509,7.5791270735163705,2.408906583470862,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,6.23800487819568,6.433974819339188,4.821694062323087,8.69350333029296,3.8718092679698737,1.6072890889738012,0.9765774859387157,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.548384707842422,8.607659674425507,6.689034695332633,10.545584847281548,3.856550151948915,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,8.276935778674138,8.672318416146483,6.048249608676954,12.506296876356757,6.458047267679802,1.6745658718884326,0.9682455880911336,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.165840101027701,12.374838418773251,9.023633614523192,16.15030747429564,7.126673859772449,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L32 | ssp ssp126 | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
