year,ssp,gmst,gsic_med,gsic_lo,gsic_hi
1990,Very Low,0.49837398867748495,-1.3084846389859226,-1.4831986906231298,-1.0789783848757288
1991,Very Low,0.5272213312401928,-1.2183583472334973,-1.3810884240401118,-1.004655171308218
1992,Very Low,0.43867526698570775,-1.1249650159424904,-1.2750431642237918,-0.9277074205680759
1993,Very Low,0.23587262788188731,-1.0468900803752095,-1.18826253271881,-0.8631844512651156
1994,Very Low,0.2658458155290926,-1.000489549015092,-1.1537687897011548,-0.8208449303453073
1995,Very Low,0.38107868579910403,-0.9518878718403123,-1.1122323311886468,-0.7788988703011772
1996,Very Low,0.4773214410238403,-0.8841257034166785,-1.0452567675766822,-0.7175432121041406
1997,Very Low,0.5462330428936236,-0.8016463355439901,-0.9553734096929128,-0.651501072886776
1998,Very Low,0.5828024585959908,-0.7119682157462184,-0.8507277703511966,-0.5766211072611518
1999,Very Low,0.6191543283418823,-0.6168480759803072,-0.7394167994175297,-0.4998636793430352
2000,Very Low,0.671524918904751,-0.5183546822552981,-0.6245247069511207,-0.4191431300497895
2001,Very Low,0.7206367895172311,-0.4139554664395445,-0.5004669487522682,-0.333708107068022
2002,Very Low,0.7538199323654989,-0.3040221389844458,-0.368312479010815,-0.24457227842307733
2003,Very Low,0.7750308336830676,-0.19115194675819458,-0.23215627601689215,-0.15286412520100706
2004,Very Low,0.7822237354285186,-0.0770458220721762,-0.0947651664017661,-0.060750936944955064
2005,Very Low,0.7944488566545763,0.0363483358674796,0.030125821264312125,0.041261611314921946
2006,Very Low,0.7996095490456511,0.14965300503125972,0.12162583126551302,0.17793438698841202
2007,Very Low,0.805680650069951,0.26206193554458995,0.21272773801698633,0.31284380024316716
2008,Very Low,0.8185399554061805,0.3737552885942061,0.30318588086014275,0.4462602331679452
2009,Very Low,0.8420528243817007,0.48563829623206045,0.3935687737336685,0.5794477406101437
2010,Very Low,0.8667551829042239,0.5990932211597438,0.4853195553271609,0.7145275989239742
2011,Very Low,0.8956405657359454,0.7139488575257855,0.5783044022277699,0.8516170395587765
2012,Very Low,0.9232535858248349,0.8308221383020065,0.6728863023017305,0.9909386893827443
2013,Very Low,0.953098937470494,0.9493420503136383,0.768897312366203,1.1324300840910047
2014,Very Low,0.9927179226768297,1.06962790346926,0.8665026114880654,1.2772402198968802
2015,Very Low,1.0233661578667204,1.193010813252139,0.9665449824702183,1.4267385048271766
2016,Very Low,1.0485397608389049,1.3185825848064119,1.0680765954655538,1.5785311997638944
2017,Very Low,1.0784586721759077,1.444790259426515,1.1705269960743125,1.731224274648393
2018,Very Low,1.1084789895067688,1.5727160116680032,1.274283399753434,1.8859759544701131
2019,Very Low,1.1333093715772433,1.7025419201830607,1.3792938174736127,2.042996794636229
2020,Very Low,1.1400807488540752,1.8331808820067519,1.4842752309464537,2.20132740218805
2021,Very Low,1.17102492143317,1.9624418178145808,1.5882637373499204,2.3578886722883072
2022,Very Low,1.2063790218703159,2.0930959978306336,1.693345636056359,2.516451125222846
2023,Very Low,1.2400244016940882,2.225321675272629,1.79976228047467,2.6775668228788363
2024,Very Low,1.2725119151947755,2.3598476684390928,1.907349258279261,2.840836238921291
2025,Very Low,1.3040362857388819,2.496035711359093,2.0159848912226943,3.005962965753454
2026,Very Low,1.332892236638303,2.6329462312080816,2.125565170983423,3.17269433992382
2027,Very Low,1.3517967337369479,2.7708498066334935,2.2358876318001526,3.340549958884761
2028,Very Low,1.3670792238949048,2.9088176692975445,2.346324342265495,3.5080469175340756
2029,Very Low,1.3854290475069493,3.0463551361467456,2.4566493238281564,3.6746603921590775
2030,Very Low,1.4026233621093536,3.183747209452685,2.567038959852964,3.8408310041415477
2031,Very Low,1.420876457591022,3.3208730886283035,2.6774163460577034,4.006387881646791
2032,Very Low,1.4406675204417747,3.4578000678360077,2.7878354243593204,4.171466785349378
2033,Very Low,1.4641059878818774,3.595416473406357,2.898375268694884,4.336260919206898
2034,Very Low,1.4907864019955301,3.7328206359427156,3.0092307091615296,4.501231972536785
2035,Very Low,1.520300128911393,3.870154566218541,3.120564343538343,4.666762612931857
2036,Very Low,1.5497274650506527,4.0082018575010645,3.2325071838963595,4.8331586723688975
2037,Very Low,1.5744606201008016,4.1469048137902895,3.345024197789125,5.000336010243478
2038,Very Low,1.597136212647726,4.285960933818345,3.4578357547682996,5.167538205805794
2039,Very Low,1.6184472696670336,4.425106815270301,3.5708145746943645,5.333612378963552
2040,Very Low,1.6309880069130225,4.563953835286764,3.6838750339020767,5.499234706580557
2041,Very Low,1.6423727365527587,4.7019190738235475,3.796551986281562,5.66328438139559
2042,Very Low,1.6536285891450044,4.838207102906768,3.9087876462419793,5.825570299183409
2043,Very Low,1.6647456911340108,4.973189647568621,4.020201159126164,5.986168781890481
2044,Very Low,1.676777695127834,5.10701241957095,4.130277030621197,6.145097784939548
2045,Very Low,1.689881536575063,5.239899137650465,4.239805692616572,6.302499358234293
2046,Very Low,1.7067775242814673,5.3727139923210245,4.348851590667311,6.458469213363382
2047,Very Low,1.7206395136005643,5.507863517499347,4.457629382677729,6.613532221046569
2048,Very Low,1.7302037268200539,5.6424582024243914,4.565966886956097,6.767333914797318
2049,Very Low,1.738641027597569,5.774661426109068,4.673628063554321,6.919342545290681
2050,Very Low,1.7441862212359711,5.904197596854159,4.78055815519466,7.067123934245525
2051,Very Low,1.7456848855063667,6.03383257665365,4.8866071325109575,7.212420479295602
2052,Very Low,1.7463214707718768,6.164468997334451,4.991565034859056,7.354858848638995
2053,Very Low,1.743764825534953,6.289881746009266,5.0953998305318855,7.497245738112484
2054,Very Low,1.7412066646244926,6.411464371002926,5.197162148708208,7.637002850984883
2055,Very Low,1.738519892585475,6.531192516369518,5.295794644075838,7.773822909490466
2056,Very Low,1.7368284499876396,6.649528718721373,5.392902493643662,7.906133217305951
2057,Very Low,1.741438774794981,6.7673102765912745,5.488572469007323,8.03555102369116
2058,Very Low,1.7495247476664102,6.883621801469699,5.583231427225229,8.1642441030294
2059,Very Low,1.7548697248364282,7.002749766442889,5.677116406233379,8.294093074300726
2060,Very Low,1.7573682200471281,7.1207423856172944,5.770137455870174,8.4222866286903
2061,Very Low,1.7571323711289941,7.237999262918107,5.8622889106024845,8.54706279696323
2062,Very Low,1.7539882174190053,7.352860436188799,5.953193483704687,8.669037968206366
2063,Very Low,1.7506131239039242,7.463346044883767,6.042686579865995,8.788393863706537
2064,Very Low,1.7489391800306042,7.572164781262297,6.1307742097575355,8.905156900391916
2065,Very Low,1.7465077100825142,7.681915224701672,6.217584327562481,9.025930593030123
2066,Very Low,1.7445936345230293,7.786729751477051,6.3057096773964325,9.142864675460197
2067,Very Low,1.742432391212975,7.891567265808851,6.397697686900661,9.25494105716021
2068,Very Low,1.7431054879195849,7.996860899788018,6.478616295361526,9.36695913291217
2069,Very Low,1.7458869075953931,8.102771833106004,6.555257405330638,9.474899218189927
2070,Very Low,1.751687962014793,8.199950246098314,6.6313155680677145,9.576594155589097
2071,Very Low,1.755972838950688,8.303248908009767,6.71361350517663,9.689288416709376
2072,Very Low,1.75811440362603,8.4049100040185,6.803637362974248,9.794168845356001
2073,Very Low,1.758089806311825,8.502674213689597,6.893080802477443,9.897127463986577
2074,Very Low,1.7532748980229897,8.593562178310528,6.981855581700425,9.999203062916985
2075,Very Low,1.74984308577592,8.686277467630262,7.069758969959694,10.097545933325812
2076,Very Low,1.7433205292976888,8.77776047259746,7.15686140617978,10.194586245501178
2077,Very Low,1.7364519136588403,8.873146750640888,7.239659889926515,10.289773758094187
2078,Very Low,1.730500558674984,8.967837276030242,7.315588638588819,10.382382473915282
2079,Very Low,1.724764428085776,9.064042958540577,7.390319898978361,10.472379350759171
2080,Very Low,1.724161459263587,9.148081845751591,7.4638835110408746,10.556072370383013
2081,Very Low,1.7282801422845138,9.23123163602271,7.535895095655602,10.640355727702472
2082,Very Low,1.7324668166989767,9.3125969985708,7.603076046804631,10.726951648375312
2083,Very Low,1.7357813667546693,9.396978506412996,7.66965328346827,10.812745220901553
2084,Very Low,1.7316563647076593,9.483783749119699,7.73557689278341,10.897721183780753
2085,Very Low,1.7219301230116024,9.571023663026084,7.800350691433354,10.982250605851439
2086,Very Low,1.7131825401999163,9.651824156107788,7.863722595948225,11.064440504377728
2087,Very Low,1.7042096561173716,9.73256893514725,7.92576893320965,11.144618864499918
2088,Very Low,1.6957210415912949,9.812404719981926,8.001025894630729,11.22301555514573
2089,Very Low,1.6892820885448776,9.897280639689438,8.0768588232671,11.296978900567293
2090,Very Low,1.684579928133618,9.977052164141105,8.141278909148228,11.365005118066772
2091,Very Low,1.6817020350619512,10.051793423049904,8.211473299441538,11.433726595275164
2092,Very Low,1.6839725387939288,10.126219430403879,8.27784768104679,11.503184944851252
2093,Very Low,1.6839279236068199,10.196298246978362,8.339429620234272,11.571909624843673
