parameter,value,nlp,params,delta_nlp
beta_f,1e-06,33.6303755,c1=1.71051; c0=8.29641; f=0.525801; alpha_f=0.013859; beta_f=1e-06; alpha_s=6.3448e-15; beta_s=0.0145288; g=0.355319,0.00155053822
beta_f,0.000707106781,33.6295306,c1=1.72958; c0=8.24489; f=0.532618; alpha_f=0.0133637; beta_f=0.000707107; alpha_s=6.46391e-15; beta_s=0.0145133; g=0.349349,0.000705663381
beta_f,0.00109509216,33.6325944,c1=1.74042; c0=8.29817; f=0.536306; alpha_f=0.0130896; beta_f=0.00109509; alpha_s=6.49682e-15; beta_s=0.0145034; g=0.351813,0.00376947145
beta_f,0.00169596285,33.6476159,c1=1.75643; c0=8.20489; f=0.542492; alpha_f=0.0126465; beta_f=0.00169596; alpha_s=6.43882e-15; beta_s=0.0145128; g=0.341737,0.0187909136
beta_f,0.0026265278,33.6952231,c1=1.78196; c0=8.79506; f=0.552339; alpha_f=0.0119408; beta_f=0.00262653; alpha_s=5.47461e-15; beta_s=0.014542; g=0.378158,0.0663981361
beta_f,0.00406768833,33.8182721,c1=1.82698; c0=8.41846; f=0.566469; alpha_f=0.0108557; beta_f=0.00406769; alpha_s=7.24297e-15; beta_s=0.0145513; g=0.340382,0.189447138
beta_f,0.00629960525,33.8594897,c1=1.45478; c0=18.3108; f=0.780356; alpha_f=0.00850003; beta_f=0.00629961; alpha_s=0.0131145; beta_s=1e-06; g=0.710889,0.230664739
beta_f,0.009756162,34.0910094,c1=1.65175; c0=221.117; f=0.802394; alpha_f=0.00563297; beta_f=0.00975616; alpha_s=0.0131888; beta_s=1e-06; g=0.973003,0.462184426
beta_f,0.0151093113,34.9960464,c1=2.32949; c0=9.96688; f=0.850215; alpha_f=0.000297831; beta_f=0.0151093; alpha_s=0.0144284; beta_s=1e-06; g=0.377485,1.36722149
beta_f,0.0233997025,41.188489,c1=2.19639; c0=8.93261; f=0.591147; alpha_f=8.04929e-14; beta_f=0.0233997; alpha_s=0.00240722; beta_s=0.00601556; g=0.0591414,7.55966409
beta_f,0.0362389832,51.8005988,c1=2.33413; c0=18.0909; f=0.339574; alpha_f=2.45872e-15; beta_f=0.036239; alpha_s=1.24914e-14; beta_s=0.0107319; g=0.474327,18.1717739
beta_f,0.0561231024,66.0316646,c1=1.38576; c0=147.814; f=0.350459; alpha_f=6.85673e-15; beta_f=0.0561231; alpha_s=0.00432509; beta_s=0.00800417; g=0.928173,32.4028397
beta_f,0.0869175222,86.9600541,c1=1.34712; c0=9.35808; f=0.231935; alpha_f=1.61153e-15; beta_f=0.0869175; alpha_s=0.00532174; beta_s=0.00867669; g=0.0612834,53.3312291
beta_f,0.134608661,109.964515,c1=1.40403; c0=78.5188; f=0.138301; alpha_f=1.76405e-16; beta_f=0.134609; alpha_s=0.0063248; beta_s=0.00851161; g=0.902502,76.3356899
beta_f,0.20846765,128.538656,c1=1.45995; c0=52.5953; f=0.074156; alpha_f=4.79626e-14; beta_f=0.208468; alpha_s=0.00749451; beta_s=0.00761782; g=0.875643,94.9098315
beta_f,0.322852637,138.718337,c1=1.47497; c0=27.7687; f=0.0315622; alpha_f=4.60184e-14; beta_f=0.322853; alpha_s=0.00866698; beta_s=0.00630249; g=0.793134,105.089513
beta_f,0.5,142.064519,c1=1.43741; c0=273.672; f=0.02; alpha_f=1.11018e-14; beta_f=0.5; alpha_s=0.00956085; beta_s=0.00521107; g=0.979885,108.435694
g,0,33.628825,c1=1.7221; c0=5.18977; f=0.529989; alpha_f=0.0135564; beta_f=0.000433212; alpha_s=7.42947e-15; beta_s=0.0145195; g=0,3.48165941e-13
g,0.05,33.628825,c1=1.7221; c0=5.48808; f=0.529989; alpha_f=0.0135564; beta_f=0.000433213; alpha_s=7.22233e-15; beta_s=0.0145195; g=0.05,3.55271368e-13
g,0.1,33.628825,c1=1.7221; c0=5.81954; f=0.529989; alpha_f=0.0135564; beta_f=0.000433211; alpha_s=6.59741e-15; beta_s=0.0145195; g=0.1,3.69482223e-13
g,0.15,33.628825,c1=1.7221; c0=6.18998; f=0.529989; alpha_f=0.0135564; beta_f=0.000433213; alpha_s=7.31115e-15; beta_s=0.0145195; g=0.15,3.19744231e-13
g,0.2,33.628825,c1=1.7221; c0=6.60674; f=0.529989; alpha_f=0.0135564; beta_f=0.000433211; alpha_s=6.67519e-15; beta_s=0.0145195; g=0.2,2.20268248e-13
g,0.25,33.628825,c1=1.7221; c0=7.07906; f=0.529989; alpha_f=0.0135564; beta_f=0.000433213; alpha_s=5.3092e-15; beta_s=0.0145195; g=0.25,2.27373675e-13
g,0.3,33.628825,c1=1.7221; c0=7.61886; f=0.529989; alpha_f=0.0135564; beta_f=0.000433212; alpha_s=6.5221e-15; beta_s=0.0145195; g=0.3,1.42108547e-14
g,0.35,33.628825,c1=1.7221; c0=8.2417; f=0.529989; alpha_f=0.0135564; beta_f=0.000433212; alpha_s=6.8068e-15; beta_s=0.0145195; g=0.35,4.26325641e-14
g,0.4,33.628825,c1=1.7221; c0=8.96835; f=0.529989; alpha_f=0.0135564; beta_f=0.000433214; alpha_s=6.47317e-15; beta_s=0.0145195; g=0.4,1.20792265e-13
g,0.45,33.628825,c1=1.7221; c0=9.82711; f=0.529989; alpha_f=0.0135564; beta_f=0.000433215; alpha_s=6.10722e-15; beta_s=0.0145195; g=0.45,-1.84741111e-13
g,0.5,33.628825,c1=1.7221; c0=10.8576; f=0.529989; alpha_f=0.0135564; beta_f=0.000433214; alpha_s=6.46278e-15; beta_s=0.0145195; g=0.5,-1.20792265e-13
g,0.55,33.628825,c1=1.7221; c0=12.1172; f=0.529989; alpha_f=0.0135564; beta_f=0.000433215; alpha_s=4.5412e-15; beta_s=0.0145195; g=0.55,3.55271368e-14
g,0.6,33.628825,c1=1.7221; c0=13.6916; f=0.529989; alpha_f=0.0135564; beta_f=0.000433216; alpha_s=2.42896e-15; beta_s=0.0145195; g=0.6,-4.97379915e-13
g,0.65,33.628825,c1=1.7221; c0=15.7158; f=0.529989; alpha_f=0.0135564; beta_f=0.000433212; alpha_s=1.39e-15; beta_s=0.0145195; g=0.65,-4.90274488e-13
g,0.7,33.628825,c1=1.7221; c0=18.4148; f=0.529989; alpha_f=0.0135564; beta_f=0.00043321; alpha_s=1.19962e-33; beta_s=0.0145195; g=0.7,-2.4158453e-13
g,0.75,33.628825,c1=1.7221; c0=22.1934; f=0.529989; alpha_f=0.0135564; beta_f=0.000433216; alpha_s=5.93744e-15; beta_s=0.0145195; g=0.75,-6.53699317e-13
g,0.8,33.628825,c1=1.7221; c0=27.8612; f=0.529989; alpha_f=0.0135564; beta_f=0.000433215; alpha_s=2.81861e-20; beta_s=0.0145195; g=0.8,-1.33582034e-12
g,0.85,33.628825,c1=1.7221; c0=37.3076; f=0.529989; alpha_f=0.0135564; beta_f=0.000433214; alpha_s=2.16831e-15; beta_s=0.0145195; g=0.85,-2.4158453e-12
g,0.9,33.628825,c1=1.7221; c0=56.2005; f=0.529989; alpha_f=0.0135564; beta_f=0.000433214; alpha_s=1.4974e-20; beta_s=0.0145195; g=0.9,-3.94351218e-12
g,0.95,33.628825,c1=1.7221; c0=112.879; f=0.529989; alpha_f=0.0135564; beta_f=0.000433217; alpha_s=2.54908e-14; beta_s=0.0145195; g=0.95,-4.21351842e-12
g,1,62.2590447,c1=226.53; c0=400; f=0.0235158; alpha_f=2.33861e-29; beta_f=0.0127869; alpha_s=3.13636e-05; beta_s=1e-06; g=1,28.6302197
