year,component,med_diff_cm,mean_diff_cm,se_mean_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0,0.0,0.0
2032,glaciers,2.4740647335708132e-5,2.529078793431816e-5,6.770193630938762e-8,1.6368169729563676e-5,3.618847910100698e-5
2033,glaciers,6.952481743915939e-5,7.144108970331964e-5,2.076273616398451e-7,4.457027781388234e-5,0.00010493046324122624
2034,glaciers,0.00012299708205176785,0.0001269042348359955,3.879865566610518e-7,7.718185237006737e-5,0.00018948977385724322
2035,glaciers,0.00017998925999318516,0.0001864981442917517,5.884174714651472e-7,0.0001121799769519871,0.0002824834804541876
2036,glaciers,0.00023814938664612484,0.0002471284102258455,7.964064863728951e-7,0.0001475976319448957,0.00037793252761484384
2037,glaciers,0.0002952727636276187,0.0003071461619213251,1.003077263456978e-6,0.00018308428804774123,0.0004717881648388822
2038,glaciers,0.0003510212899113796,0.0003655660601103294,1.2019346197693897e-6,0.00021775112898274606,0.0005626095321060731
2039,glaciers,0.0004051565806024726,0.00042185401025718816,1.3909964170990354e-6,0.00025063335045150126,0.0006515175983643929
2040,glaciers,0.00045695026502601266,0.0004756087022241441,1.569023797700441e-6,0.00028298228529211045,0.0007325143603862383
2041,glaciers,0.0005053922295537028,0.0005264804144920272,1.7354572275320655e-6,0.00031407889457839565,0.0008110408097881993
2042,glaciers,0.0005521090304427823,0.000574643995676569,1.8893962300311729e-6,0.0003427942695407804,0.0008851679818168812
2043,glaciers,0.0005955729070912241,0.0006199038864671857,2.0323946982262195e-6,0.00036989314935649277,0.0009521170679453573
2044,glaciers,0.000636431095523804,0.000662262332677594,2.1647530027442277e-6,0.00039549155389968506,0.0010173510538461718
