ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvL,glaciers,2100,fixed,1000,11.785902613594306,11.863108974117347,10.293909277523674,13.758141292586792,3.464232015063118,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,glaciers,2100,joint,1000,10.967670000660206,11.12868191884708,8.886584020262571,13.757470247448659,4.870886227186087,1.406050808954648,0.9305753118992923,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,glaciers,2150,fixed,1000,16.970563372938724,17.038793907170795,14.485235179834453,19.831941925085925,5.346706745251472,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,glaciers,2150,joint,1000,15.185703522678054,15.476840253429,12.108216850221382,19.703863728040595,7.595646877819213,1.4206215600967969,0.8948261285711464,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,glaciers,2300,fixed,1000,25.881305936947626,25.864297291372235,20.393726919402447,31.147189385964325,10.753462466561878,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,glaciers,2300,joint,1000,21.9811413313751,22.502462789777038,17.13523638792113,29.430910706329207,12.295674318408079,1.143415374967992,0.8493057261069376,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,gis,2100,fixed,1000,6.4934974173871485,6.711052861513779,4.818378130099406,9.33580981411421,4.517431684014804,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,gis,2100,joint,1000,6.24547218203357,6.455031469999785,4.722898603794644,8.989807348465076,4.266908744670432,0.9445430596701966,0.9618040603682293,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,gis,2150,fixed,1000,9.803527838579367,10.13578296543035,7.20836306350983,14.119422677896297,6.911059614386468,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,gis,2150,joint,1000,9.19474289262159,9.527544778596017,7.054063098114742,13.266543340985463,6.21248024287072,0.8989186303556775,0.9379014416053318,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,gis,2300,fixed,1000,17.81065583008035,18.476957693204653,13.66230407781092,25.114306480354124,11.452002402543204,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,gis,2300,joint,1000,16.251462372353622,16.787423238583568,12.976439471577155,22.31100643488395,9.334566963306795,0.8151034758108172,0.9124572686934183,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,ais,2100,fixed,1000,4.066464157143187,6.526502273675088,1.1891894417744697,21.195575742239072,20.0063863004646,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,ais,2100,joint,1000,4.121999430281436,7.955733614053185,1.4963046017499015,45.23685622111259,43.74055161936269,2.18632945312802,1.013656894784304,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,ais,2150,fixed,1000,6.163389385329161,9.72571404141049,1.650157602926135,25.114055653560392,23.463898050634256,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,ais,2150,joint,1000,6.285958381713568,11.895878628481398,2.392960397566963,58.89742376502085,56.50446336745388,2.4081447697019165,1.0198866222335652,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,ais,2300,fixed,1000,12.524269701635735,15.649604953105175,4.1615601715502955,33.70302196635915,29.541461794808857,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
vvL,ais,2300,joint,1000,10.951069127779297,17.559912316437796,6.550871400073021,62.612680940356135,56.061809540283114,1.8977330888255002,0.8743878396637395,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp vvL | climate magicc | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
