quantity,basin,v0_m,vol_share,loss_share,rate_scale,fit_cm,want_cm,calib_window_cm,tap_onset_K,tap_V_m,tap_tau,m2300_SSP1-2.6,dorm2100_SSP1-2.6,m2300_SSP2-4.5,dorm2100_SSP2-4.5,m2300_SSP5-8.5,dorm2100_SSP5-8.5,g4_rel_to_base,all_pass
basin_fit,south,4.62,0.6285714285714287,0.7981913218430523,0.8106664766597937,1.3479679973070504,1.3479679973070504,3.604555354729147,,,,,,,,,,,
basin_fit,high,2.73,0.37142857142857144,0.20180867815694783,0.2164715676226632,0.340810069328082,0.340810069328082,0.8312715013154526,,,,,,,,,,,
p1_control_single_basin,ALL,,,,,4.329654052116854,5.7806307509160195,,,,,,,,,,,,
total_prediction,ALL,,,,,4.435826856044599,5.7806307509160195,-1.3448038948714203,,,,,,,,,,,
p2_2300,SSP2-4.5,,,,,22.16932056426669,24.092068854976677,15.143623680875764,,,,,,,,,,,
p2_2300,SSP5-8.5,,,,,59.196269956742285,62.7128976927479,39.41873529534484,,,,,,,,,,,
p3_cell,high,,,,,,,,4.0,0.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.0837047333732799,0.04195828880941982,1.4872718892190124,False
p3_cell,high,,,,,,,,4.0,0.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.027146333141924,0.021803162392241216,1.2532054674124642,False
p3_cell,high,,,,,,,,4.0,0.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.9115531328819693,0.011115979907201942,1.12909259847334,False
p3_cell,high,,,,,,,,4.0,0.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.7914610903158413,0.005612675169323056,1.0651813720466763,False
p3_cell,high,,,,,,,,4.0,1.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.575446767179137,0.08391657761883964,1.9745437784380253,False
p3_cell,high,,,,,,,,4.0,1.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.4623299667164251,0.04360632478448243,1.506410934824928,False
p3_cell,high,,,,,,,,4.0,1.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.2311435661965158,0.022231959814403884,1.2581851969466804,False
p3_cell,high,,,,,,,,4.0,1.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.9909594810642598,0.011225350338646111,1.1303627440933526,False
p3_cell,high,,,,,,,,4.0,1.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.067188800984994,0.12587486642825946,2.4618156676570377,False
p3_cell,high,,,,,,,,4.0,1.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.8975136002909259,0.06540948717672365,1.759616402237392,False
p3_cell,high,,,,,,,,4.0,1.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.550733999511062,0.033347939721605824,1.3872777954200204,False
p3_cell,high,,,,,,,,4.0,1.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.1904578718126784,0.016838025507969166,1.1955441161400286,False
p3_cell,high,,,,,,,,4.0,2.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.5589308347908513,0.16783315523767928,2.94908755687605,False
p3_cell,high,,,,,,,,4.0,2.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.332697233865427,0.08721264956896486,2.012821869649856,False
p3_cell,high,,,,,,,,4.0,2.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.8703244328256088,0.04446391962880777,1.5163703938933608,False
p3_cell,high,,,,,,,,4.0,2.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.3899562625610966,0.022450700677292223,1.2607254881867052,False
p3_cell,high,,,,,,,,5.0,0.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.0785646180709532,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.0096431447040237,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.8887938742734114,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.7731259962191459,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.5651665365744831,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.4273235898406247,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.1856250489794,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.954289292870869,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.0517684550780135,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.8450040349772254,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.4824562236853884,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.135452589522592,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.5383703735815435,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.2626844801138266,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.7792873983913768,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.3166158861743154,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.064188750330539,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.9742229868253937,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.8493804425090083,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.7437103485632127,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.5364148010936551,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.3564832740833643,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.1067981854505937,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.8954579975590027,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.008640851856771,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.7387435613413351,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.3642159283921793,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.0472056465547925,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.4808669026198875,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,2.121003848599306,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.6216336713337647,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.1989532955505824,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.8967016304381854,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.8078762488162499,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.7241131610785542,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.6656250192095186,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.201440561308948,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.023789798065077,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,200.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.8562636225896856,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,400.0,0.12276629725232167,0.0,0.22169320564266692,0.0,0.7392873388516141,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,50.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.5061794921797105,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,100.0,0.12276629725232167,0.0,0.22169320564266692,0.0,1.2397033473139039,0.0,1.0,False
