ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvM,glaciers,2100,fixed,2000,10.29997716637819,10.316524854210162,8.999092789298025,11.770536755669733,2.7714439663717076,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2300,fixed,2000,209.14979400727367,215.38354455131736,117.083275224883,341.23902169834406,224.15574647346108,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,ais,2300,joint,2000,191.62815027467326,191.21412371016532,22.88740484428096,343.57574481750777,320.6883399732268,1.4306496488199318,0.9162244274933827,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2100,fixed,2000,20.90847191713342,20.892250609729228,18.57633558640945,23.259162879524617,4.682827293115167,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2100,joint,2000,15.210593820517795,15.474517379806718,9.426119408631568,22.721459230572503,13.295339821940935,2.8391693713513932,0.7274847191512592,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2150,fixed,2000,33.81434530279101,33.78811130099492,30.0426845380623,37.616013651270876,7.573329113208576,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2150,joint,2000,24.52286834405995,25.25133615857121,14.631705520268683,38.646066422521265,24.014360902252584,3.170912097345585,0.7252208529980277,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2300,fixed,2000,61.0466495218853,60.99928802785484,54.23749054636508,67.90998261882804,13.672492072462958,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,te,2300,joint,2000,45.34155281167733,48.23287455368742,25.333009167349847,81.35826196481004,56.0252527974602,4.097662116059857,0.7427361397683641,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2100,fixed,2000,60.353608997124084,63.71040565658124,45.36084388524146,95.35313296231658,49.99228907707512,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2100,joint,2000,47.03605246320406,54.5074881007172,33.16873285102863,95.62201456654086,62.453281715512226,1.2492582929984561,0.7793411735401834,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2150,fixed,2000,129.45717337373355,130.84724436707668,78.60670014388039,186.7396515370277,108.13295139314731,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2150,joint,2000,110.68532910228396,112.86437580722763,53.87598759734227,186.31476566088733,132.43877806354507,1.2247772428038812,0.8549957195708527,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2300,fixed,2000,325.1507036620284,332.4657946374187,233.28824091264323,458.72735576190445,225.43911484926122,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvM,total,2300,joint,2000,295.6654717594397,296.2224844871589,103.47902303495194,474.69530789738417,371.21628486243225,1.6466365435769397,0.9093182589780383,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvM | forcing spliced | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
