ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvML,glaciers,2100,fixed,2000,9.349538838227126,9.376639741907809,7.267026071560696,11.574713625422563,4.307687553861867,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2100,joint,2000,9.151243963423925,9.369324588896703,6.608360292845028,12.978753420339642,6.370393127494614,1.4788428937431917,0.9787909459242589,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2150,fixed,2000,11.852391788395721,11.868296937959547,9.274513178278465,14.51323499223837,5.238721813959906,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2150,joint,2000,11.496467624462415,11.819778121519171,8.220108745668782,16.75767477422641,8.537566028557627,1.6297040254756634,0.9699702667370665,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2300,fixed,2000,12.567187337206942,12.577195305915719,9.824291834281343,15.418585268180149,5.594293433898805,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,glaciers,2300,joint,2000,12.16036832277442,12.49098009867927,8.544168674168946,17.72895981350942,9.184791139340474,1.6418143323846635,0.9676284753687028,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2100,fixed,2000,8.08417432906424,8.092140998746283,7.129621494594564,9.080371575845199,1.9507500812506349,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2100,joint,2000,7.830626299852443,8.110197305601623,6.092322772149955,11.18784302108715,5.095520248937196,2.6120825511745895,0.9686364965807033,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2150,fixed,2000,10.237222718339137,10.270322342253763,8.776364327323845,11.887598239636741,3.111233912312896,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2150,joint,2000,9.865105299860177,10.299837404043082,7.2151065724292085,15.114048105498961,7.8989415330697526,2.538845279941574,0.9636505496932931,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,fixed,2000,7.578159325035315,7.716071291377054,5.927358813107535,9.96660071546291,4.039241902355375,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,joint,2000,7.287988727522163,7.7478311094606305,4.322457802593381,12.547227125293288,8.224769322699906,2.0362160825039606,0.9617096203619604,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,fixed,2000,5.595376613211446,15.079051646601238,4.145311932521094,55.44141998236375,51.29610804984265,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,joint,2000,5.3528170994771,17.042569375410995,3.8192614237817946,63.71036982951751,59.891108405735714,1.167556578513551,0.956650011160709,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,fixed,2000,9.106424579905408,27.43021841353671,6.542971423682157,108.85997590856397,102.3170044848818,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,joint,2000,8.537763855343814,32.26164034280537,5.862468244848545,124.18770727713733,118.32523903228879,1.1564572245640004,0.9375538972983509,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,fixed,2000,14.17801894801983,32.32814484227477,11.075812525033374,114.50758786596501,103.43177534093164,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,joint,2000,13.205097225587938,42.05296475312082,8.586779439451472,166.3277385790326,157.74095913958112,1.5250725284337008,0.9313781617869982,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2100,fixed,2000,19.179483098215155,19.0966941474427,17.327523635671277,20.630684595559906,3.303160959888629,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2100,joint,2000,18.868872922620966,19.095414350348225,12.84965327996423,26.058041184396288,13.208387904432058,3.9987115568468687,0.9838050809814007,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2150,fixed,2000,24.210780025064558,24.10627329433601,21.873001528460588,26.04267090785525,4.169669379394662,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2150,joint,2000,23.7044049797572,24.106977124919204,14.901684481165235,34.340357208815036,19.438672727649802,4.661921835748004,0.9790847281755017,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2300,fixed,2000,16.3647461719465,16.294107137604694,14.784576030234724,17.602972667769336,2.8183966375346117,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2300,joint,2000,15.987153745252943,16.2881100071515,5.842779188055017,27.424703224700878,21.58192403664586,7.6575183738242805,0.9769264721416303,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2100,fixed,2000,45.25239864904269,54.10452653469803,41.524837637661804,94.27216576399779,52.74732812633599,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2100,joint,2000,44.91525035551442,56.07750562025754,34.724009556934156,110.22636012544973,75.50235056851557,1.4313966839738053,0.9925496039194951,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp vvML | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
