component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.8492063492063492,0.9920634920634921,-0.0026643341351290845,true
glaciers,124,0.7903225806451613,1.0,0.005118876794668872,true
gis,126,0.6190476190476191,0.9920634920634921,0.003554672628485157,true
te,126,0.29365079365079366,0.9523809523809523,0.17460611142766075,true
total,125,0.256,NaN,0.6465592732708071,false
