year,ssp,gmst,gsic_med,gsic_lo,gsic_hi
1990,Very Low,0.49837398867748495,-0.8726136701242013,-1.0165501249176314,-0.7622554230824884
1991,Very Low,0.5272213312401928,-0.8176537172466929,-0.9525385099442605,-0.7143609997448793
1992,Very Low,0.43867526698570775,-0.7601983288749219,-0.8857419570596815,-0.6643764028642438
1993,Very Low,0.23587262788188731,-0.7101739274731945,-0.8277869319700997,-0.6209642145154786
1994,Very Low,0.2658458155290926,-0.6774477412260314,-0.7898449777893592,-0.5925288740103547
1995,Very Low,0.38107868579910403,-0.6421949264054486,-0.7488627194877572,-0.5619034497115329
1996,Very Low,0.4773214410238403,-0.5972942784522108,-0.6966705331644933,-0.5228140630414473
1997,Very Low,0.5462330428936236,-0.544530362557117,-0.6350716913999068,-0.4766708220127625
1998,Very Low,0.5828024585959908,-0.48602170373262393,-0.5667739110295754,-0.42549800245819075
1999,Very Low,0.6191543283418823,-0.4243897186090543,-0.494967895177061,-0.37168321427922246
2000,Very Low,0.671524918904751,-0.3597988182601438,-0.4196828573307862,-0.31524950194879664
2001,Very Low,0.7206367895172311,-0.2909131247789625,-0.3393679758754264,-0.25503005087909325
2002,Very Low,0.7538199323654989,-0.217920892070115,-0.25425457376450056,-0.19121641763037958
2003,Very Low,0.7750308336830676,-0.14226375199312621,-0.16596163977153722,-0.12499837041807328
2004,Very Low,0.7822237354285186,-0.06504185966495543,-0.07573240503558352,-0.05702572795841662
2005,Very Low,0.7944488566545763,0.012669431374098122,0.01074184082161457,0.015319483197870283
2006,Very Low,0.7996095490456511,0.09137648044524166,0.07965777912632657,0.10657025535271286
2007,Very Low,0.805680650069951,0.17007439656324033,0.14849014309740857,0.19825841124388002
2008,Very Low,0.8185399554061805,0.24943550942055637,0.2179883482704699,0.29062543521157347
2009,Very Low,0.8420528243817007,0.3294099521873213,0.2883447451053944,0.38420165046268323
2010,Very Low,0.8667551829042239,0.41156323999921524,0.360329544640515,0.47991354829824046
2011,Very Low,0.8956405657359454,0.4953546716571399,0.4340167643320843,0.5778502838949395
2012,Very Low,0.9232535858248349,0.5815854753015784,0.5097025766164586,0.6783980651497332
2013,Very Low,0.953098937470494,0.6697204132162321,0.587287068467218,0.7814266902762811
2014,Very Low,0.9927179226768297,0.76020093591097,0.6668717346539902,0.8871280983369291
2015,Very Low,1.0233661578667204,0.8537229529950359,0.7490800312238342,0.9960388480626935
2016,Very Low,1.0485397608389049,0.9492468701426999,0.833343944836688,1.1074939603422351
2017,Very Low,1.0784586721759077,1.0466818071987027,0.9192593233429482,1.2210312975484716
2018,Very Low,1.1084789895067688,1.145987429980989,1.0071559074259127,1.337071792863202
2019,Very Low,1.1333093715772433,1.24846842930269,1.097029015623699,1.4564731351940523
2020,Very Low,1.1400807488540752,1.3528079446064316,1.188496504998705,1.5779334523486748
2021,Very Low,1.17102492143317,1.4572242315264752,1.2800408777787708,1.6999584103825958
2022,Very Low,1.2063790218703159,1.563878785049993,1.3727949833004722,1.82313820229222
2023,Very Low,1.2400244016940882,1.672809543852252,1.4678035043805613,1.9484061982199854
2024,Very Low,1.2725119151947755,1.7836934506372544,1.5653210940047977,2.0762288559785094
2025,Very Low,1.3040362857388819,1.897362049865496,1.6658209305633191,2.2068129076762832
2026,Very Low,1.332892236638303,2.0127693182074706,1.7684145042567492,2.3421170974463665
2027,Very Low,1.3517967337369479,2.1301753118673585,1.8711028418473599,2.479979390858338
2028,Very Low,1.3670792238949048,2.249063474608084,1.975557593256219,2.619291975084044
2029,Very Low,1.3854290475069493,2.369453084972001,2.080616593196768,2.759696332171205
2030,Very Low,1.4026233621093536,2.4910585844861783,2.1846204575070303,2.9015122659819883
2031,Very Low,1.420876457591022,2.613782725856471,2.2894444924488826,3.04474374884465
2032,Very Low,1.4406675204417747,2.735807982210134,2.3980256409858494,3.186638006175168
2033,Very Low,1.4641059878818774,2.8606121465188,2.5080861431284815,3.3310359605164335
2034,Very Low,1.4907864019955301,2.9849392578414724,2.6184965302713867,3.4787806244405743
2035,Very Low,1.520300128911393,3.1120739423040122,2.7309058374084256,3.6221491036513127
2036,Very Low,1.5497274650506527,3.239649031829266,2.8436214762129315,3.769368986083778
2037,Very Low,1.5744606201008016,3.3697831287645856,2.957379707990641,3.9207616158614296
2038,Very Low,1.597136212647726,3.50200697575376,3.0747766234218874,4.073740039908593
2039,Very Low,1.6184472696670336,3.63547667306806,3.193417301606752,4.228135966983837
2040,Very Low,1.6309880069130225,3.77056751568794,3.313197913954582,4.383808082089789
2041,Very Low,1.6423727365527587,3.9058021589414995,3.4335151610999386,4.539892358510875
2042,Very Low,1.6536285891450044,4.042779526462979,3.5541737987877453,4.696246297183815
