component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.40476190476190477,0.9365079365079365,-0.19191566910048327,true
glaciers,124,0.6854838709677419,1.0,0.06501811364653949,true
gis,126,0.3412698412698413,0.9047619047619048,-0.1424697646092563,true
te,126,0.40476190476190477,0.9920634920634921,0.2612731984541622,true
total,125,0.8,NaN,-0.011114309351719512,false
