pc,post_var,prior_var,ratio,rhat,loadings,v_ais_mu,v_ais_bedheight0,v_ais_slope,v_ais_iceflow0,v_ais_precip0_LOG,v_ais_runoff_Ton,v_ais_c,v_ais_gmst_amp,v_antarctic_alpha,v_antarctic_nu,v_antarctic_temp_threshold,v_anto_alpha,v_anto_beta,v_antarctic_lambda,v_antarctic_gamma,v_antarctic_kappa,v_ais_ocean_temperature₀,provenance
1,1.0105087150265224,1.143049178913611,0.884046577931967,1.1704463651286343,"ais_iceflow0+0.54, antarctic_lambda-0.41, antarctic_temp_threshold+0.33, antarctic_kappa-0.30",-0.17706680393796878,-0.21389255502461843,-0.2823655017746252,0.5394660338842358,-0.1500008463307644,0.10727371307329606,0.1311839096143038,0.18182461650473214,-0.06164960525333216,0.21324656997119362,0.3285941834918429,0.10323777343442213,-0.18488992620240294,-0.41420221586647127,-0.035270433737094854,-0.30383982141154103,0.02547118143671893,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
2,0.9820220794482248,1.0013875094777838,0.9806614024578179,1.0004975178221773,"antarctic_temp_threshold+0.87, antarctic_lambda+0.48",0.04283127799725382,0.0643710118171123,0.030657674616097433,-0.038321803354918485,0.009581929921076234,-0.016150903702608833,0.002667720629018262,-0.07158735899973885,-0.009000093265639497,-0.05449979559324341,0.8669814055086508,0.007747290387609664,0.029211047011511924,0.47944389721277747,-0.004886934984284096,0.01571258373016337,0.019244697879789566,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
3,0.9429769530587299,1.0094729213298075,0.9341280317024447,1.0136101651795648,ais_gmst_amp+0.96,0.10412704934347304,0.025649925352988944,0.08454975679317851,-0.15719214095903675,0.0394005148866112,0.0013777074257773278,0.018296797342568248,0.9555324768232293,0.013238921638063736,-0.13761848374896166,0.0503139354643889,0.0865380039140679,-0.0028888364956870492,-0.0004809293729253712,0.0034781196149766026,0.11166888904911855,0.009228952139669214,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
4,0.9338469036966345,1.0577401470335794,0.882869867722803,1.0530107880737096,"antarctic_lambda-0.77, antarctic_temp_threshold+0.37, ais_iceflow0-0.33",0.12780889368085668,0.09534083921002341,0.17660816927098555,-0.3323299534291703,0.09648154842857501,-0.05154469867980398,-0.10347414302545123,-0.14011244386712943,0.07941948393531262,-0.09566647414876843,0.36697167112157375,-0.06944053918511821,0.07148259926978025,-0.768090352681003,0.016709026137165735,0.20027885087424277,-0.014978023575940561,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
5,0.7677499774567799,1.0173738895822313,0.7546389634316686,1.0181816124267649,"antarctic_kappa+0.70, ais_bedheight0-0.37",0.12764196620559456,-0.36526127402840314,-0.1156480362649849,0.2357152128581572,0.28037252785579475,-0.003862555658118138,-0.1222034184860956,-0.015095941561106883,0.24152151772428437,0.22987849547745942,0.008826739022962696,-0.020655011766903857,-0.23753912945362562,0.06164031923887058,-0.1576873209039645,0.7005631200379859,-0.0032731164757210224,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
6,0.7477204605620313,0.9988781911810627,0.7485602019981383,1.0066571987938688,antarctic_gamma+0.95,-0.10935313967962652,0.04053194689917334,-0.06813735636617196,0.10910718640510242,0.07800485291488331,0.0003400761760241287,0.01913250480745711,-0.00241771552595655,-0.04669353249596394,0.016575715427553338,0.010051868872626308,0.09622297328442879,0.029446561231611146,-0.0032026832690984263,0.9531627128560531,0.20347660729429895,0.027946714087692545,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
7,0.7191457912283052,1.030722635519959,0.6977102922218492,1.0401420573761382,"antarctic_alpha+0.50, ais_mu+0.46, anto_alpha-0.42, anto_beta-0.33, antarctic_kappa-0.31",0.4632216127099076,0.13543382865593576,0.11304749582650328,0.15845145767030666,-0.11428264216571885,-0.005203594621679488,-0.21050764876273045,0.041545777774248574,0.5022458503865292,0.03333110796204781,-0.013483219410044546,-0.42208825944593287,-0.32678555900640616,0.03203857121890293,0.19339731382628095,-0.30505233489466155,-0.00963434952073903,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
8,0.6820751679246096,1.0276735538031057,0.6637080086380135,1.0266774235347378,"ais_bedheight0-0.64, ais_c-0.37, ais_iceflow0-0.36, antarctic_nu+0.30",-0.114124221552534,-0.6420205296581858,-0.04155148445663266,-0.35809388583608065,-0.07285743425070665,-0.06506728449588675,-0.3666440942833981,0.07501350089473756,-0.017421477730827428,0.30499500927949386,0.0413903011859921,-0.22057707304545984,0.24195888667873416,0.04603776603708369,0.12737116154008765,-0.22899266880595368,-0.14904083511353122,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
9,0.6286200731274947,1.0035980841130043,0.6263663542991704,1.0137051044324756,"antarctic_nu+0.71, anto_beta+0.35, ais_mu+0.35, ais_bedheight0+0.34",0.35062239220387004,0.33712498853068423,-0.006724557522822373,0.049009657617643025,0.011614283831590135,-0.013672358937170165,-0.11353583440400272,0.053081559528235255,-0.15509819429844734,0.7103543861533026,-0.008663018158158108,0.13712488688748734,0.35423354141614233,-0.006002198137467048,-0.03329047706211637,0.009821215769846176,0.26584661866918946,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
10,0.5907671383679364,0.9608357347857805,0.6148471762445936,1.0121852250166152,"ais_mu-0.55, ais_bedheight0+0.41, antarctic_nu+0.39, ais_ocean_temperature₀-0.36, anto_beta-0.35",-0.552956844156612,0.41334001305479906,0.15296079353153233,-0.1146602759008089,0.03149299952135504,0.08015446880343478,-0.18656002879235603,0.08122086939707265,-0.005685064829928985,0.3883010208710022,0.025974362450341883,-0.15171458047423522,-0.35238751793430856,0.022876170818687334,-0.04185616413993096,0.07426430120329461,-0.36270837586472987,"diag_ais_block_pca.py | tag L26 | chains 2nd half thinned 1:200 | prior: paleo joint (geometry), this tag's own priors for the rest (outputs/ladrillo_priors_L26.csv) | split R-hat over 4 chains | 2026-09-20"
