year,ssp,component,gmst,med,p05,p17,p83,p95,n_finite
1990,SSP1-2.6,glaciers,0.6172413401272017,-0.6645150559524047,-0.8811253102260318,-0.7877875022279838,-0.5531729263207871,-0.4808168491949466,2000
1991,SSP1-2.6,glaciers,0.6480920599899472,-0.6348865369150367,-0.8395857699087382,-0.751441614516871,-0.5288022700684972,-0.4593843866736637,2000
1992,SSP1-2.6,glaciers,0.6054709248449786,-0.60065294046086,-0.7917701673751314,-0.7089017410621163,-0.5018991268010818,-0.4359646950431569,2000
1993,SSP1-2.6,glaciers,0.49579326119498635,-0.5844692825877222,-0.7675071550090729,-0.686892981076545,-0.48869585357742784,-0.4242684106723331,2000
1994,SSP1-2.6,glaciers,0.5159107825733913,-0.5474516122782149,-0.7191333574124108,-0.6427623424440773,-0.4576570688915953,-0.3970584034226113,2000
1995,SSP1-2.6,glaciers,0.5766612473873399,-0.5146089195044121,-0.6751090832199478,-0.6036317530109788,-0.42940964010829874,-0.3721146672224496,2000
1996,SSP1-2.6,glaciers,0.6411345082576302,-0.47073266260620406,-0.6173497194959087,-0.5521049913112113,-0.3927924136548068,-0.33999964621458906,2000
1997,SSP1-2.6,glaciers,0.6860734222790282,-0.4336480739035624,-0.567361401910615,-0.5083702674278916,-0.3612697527661503,-0.31350804993384257,2000
1998,SSP1-2.6,glaciers,0.7181171626962323,-0.38854971952713213,-0.5095388659115869,-0.4556987646999727,-0.3244405066846028,-0.28090216349155256,2000
1999,SSP1-2.6,glaciers,0.7443055351790053,-0.31474091992007214,-0.4112834547153982,-0.36836214519359234,-0.2625414239328778,-0.22830302957461152,2000
2000,SSP1-2.6,glaciers,0.78080095281422,-0.27452431305353886,-0.35937264822478027,-0.32129195002370325,-0.22906296842718463,-0.19907463569831454,2000
2001,SSP1-2.6,glaciers,0.8277653991917374,-0.22789381225837735,-0.29792543946943373,-0.26670515257254157,-0.18979140424151905,-0.1655860671358256,2000
2002,SSP1-2.6,glaciers,0.8625038868905944,-0.17036325463923685,-0.22324679354984583,-0.19997218140527442,-0.1423750401449518,-0.12431514393345791,2000
2003,SSP1-2.6,glaciers,0.8825685123647669,-0.10983271259534577,-0.14337063627063992,-0.1288281311834601,-0.09193778564432663,-0.0801950540852749,2000
2004,SSP1-2.6,glaciers,0.8931410769792334,-0.049383229271377616,-0.06514315213275039,-0.0582081542523069,-0.04084186035446212,-0.03587439219113702,2000
2005,SSP1-2.6,glaciers,0.8998718941653809,0.0004169625353540596,-0.010418792669427024,-0.005748037570347924,0.005595087654238038,0.009692646896077317,2000
2006,SSP1-2.6,glaciers,0.9059038132337379,0.07013626588610156,0.04798860291906224,0.056968718149774826,0.08477503573351988,0.09609652650520063,2000
2007,SSP1-2.6,glaciers,0.9146854493265001,0.1496625176249995,0.10712740688001295,0.12436816604132135,0.17671202965921515,0.19917294912688113,2000
2008,SSP1-2.6,glaciers,0.9219150757625193,0.2106888600620458,0.1518111077818906,0.17504941956481662,0.24764226356409003,0.27703151378944946,2000
2009,SSP1-2.6,glaciers,0.944300568261457,0.2536984611330624,0.18363590863668527,0.2108858320406941,0.2976313056018519,0.33202053186880526,2000
2010,SSP1-2.6,glaciers,0.9618227486686342,0.311872358354621,0.225222685907119,0.25921181131256343,0.36527164823235625,0.4080958918109797,2000
2011,SSP1-2.6,glaciers,0.9819605692158233,0.4051769260206226,0.29371911276314516,0.3382394638810441,0.4742566003847465,0.531180148197839,2000
2012,SSP1-2.6,glaciers,1.0103928501951052,0.4655326120476988,0.339422582749767,0.3889034217776117,0.544495546631667,0.6094707648514655,2000
2013,SSP1-2.6,glaciers,1.0340522463545012,0.5163853712837931,0.37764953000616996,0.43262665868243033,0.6038230305729592,0.6749608850901616,2000
2014,SSP1-2.6,glaciers,1.0652103142894338,0.5704689854466398,0.4172624997325266,0.47723686968010043,0.6669447615755708,0.744825608086007,2000
2015,SSP1-2.6,glaciers,1.0914259349003625,0.6390399368147617,0.46660893681728693,0.5348617077970381,0.7472264659012682,0.8332030866531736,2000
2016,SSP1-2.6,glaciers,1.1177753966933794,0.7108608228796323,0.5191347993012987,0.5957288810112178,0.8304512389734249,0.9286447195985569,2000
2017,SSP1-2.6,glaciers,1.1391312798586102,0.83548436836471,0.6092581944955723,0.6987651915400663,0.9778458820562108,1.0912791569931797,2000
2018,SSP1-2.6,glaciers,1.1748860403608246,0.9130990657193678,0.6662316537987203,0.7632494288543938,1.0692960881328681,1.1929454820578786,2000
2019,SSP1-2.6,glaciers,1.1994301238849794,0.9779025498034348,0.7150130258456118,0.8158179969352287,1.142854339071021,1.276145316956655,2000
2020,SSP1-2.6,glaciers,1.2194860299493357,1.070205775485122,0.7808341845939062,0.8919134764229276,1.2516809000821596,1.3958603028236507,2000
2021,SSP1-2.6,glaciers,1.2474135047730226,1.1376094501812046,0.8320100825095398,0.9490451981492197,1.3288121478121755,1.4826035774359532,2000
2022,SSP1-2.6,glaciers,1.2835482908104245,1.2042018616004206,0.8831831035111575,1.0050976426909164,1.4054665269801376,1.5682285428766793,2000
2023,SSP1-2.6,glaciers,1.3148383538679833,1.275059859180029,0.9352384360767103,1.0640737783676568,1.4889245990503959,1.6593605594547611,2000
2024,SSP1-2.6,glaciers,1.3502642838046461,1.3663532040611561,1.0017517232097755,1.1426567893916688,1.5929778826957348,1.7744267867578745,2000
2025,SSP1-2.6,glaciers,1.3827673269351655,1.4593265620692093,1.0704139202679808,1.2202429680556357,1.6990484129716694,1.8940012827329624,2000
2026,SSP1-2.6,glaciers,1.409937250090669,1.5509471882314694,1.1392076179773196,1.2987965677486646,1.807696321593185,2.015510189119498,2000
2027,SSP1-2.6,glaciers,1.4307058375628368,1.6460784863068207,1.2109589563617615,1.3778525034574391,1.9146980735658008,2.1401483655674896,2000
2028,SSP1-2.6,glaciers,1.4508591252734018,1.7425820103512728,1.2827344093373132,1.45937348415857,2.0273512446496147,2.262447992994129,2000
2029,SSP1-2.6,glaciers,1.4729882259349416,1.8399182191330496,1.3541483984726685,1.5427196598970618,2.141919867823531,2.385099294487631,2000
2030,SSP1-2.6,glaciers,1.495700582998364,1.9389963009809517,1.4269166758268903,1.6268378444819158,2.254892357623271,2.5097171049903624,2000
2031,SSP1-2.6,glaciers,1.5133906593757893,2.0382335259615894,1.5003431768957098,1.7101451021495717,2.369049470284355,2.6399083674820445,2000
2032,SSP1-2.6,glaciers,1.5311247535823735,2.137647884927833,1.5754948126473998,1.7958669886653,2.482610004611059,2.766211195523234,2000
2033,SSP1-2.6,glaciers,1.5528717565868666,2.2360579702184755,1.6494660029223638,1.881012454170425,2.6010128288824292,2.892286777299524,2000
2034,SSP1-2.6,glaciers,1.5801866574308838,2.3369198127037887,1.7211206209544039,1.967912265425039,2.716684670568076,3.018515801243438,2000
2035,SSP1-2.6,glaciers,1.6045901059242054,2.4396631295687867,1.7947989235455333,2.0542395258454293,2.836391043463218,3.150006331570244,2000
2036,SSP1-2.6,glaciers,1.628899165950283,2.5442227313056422,1.8723735637248675,2.144393047736398,2.956711764695991,3.2826025861836747,2000
2037,SSP1-2.6,glaciers,1.653419266727971,2.6500502980614504,1.9524617738180778,2.2334710726905214,3.080137374753116,3.4138188135975702,2000
2038,SSP1-2.6,glaciers,1.674703876497833,2.7586457670035864,2.0316448523094843,2.3238669993772807,3.202990970455808,3.549403622129845,2000
2039,SSP1-2.6,glaciers,1.6921137227451875,2.866094815369673,2.111515387915337,2.416427598790385,3.3262360489415768,3.6813903231415894,2000
2040,SSP1-2.6,glaciers,1.7052199063606648,2.9730640333456204,2.192192535527738,2.5070772035422526,3.450729212675644,3.814627029530657,2000
2041,SSP1-2.6,glaciers,1.7147008182140824,3.079509744611897,2.273709117313713,2.598540649690162,3.5727171725249103,3.9435330828738424,2000
2042,SSP1-2.6,glaciers,1.7207716060371883,3.188444290591325,2.3533904474531906,2.688534662501181,3.6964708653055465,4.073335085569672,2000
2043,SSP1-2.6,glaciers,1.7335171482933045,3.294307506940461,2.4371872060071267,2.778195954182097,3.819539449375555,4.204238002306287,2000
