tag,band,n_draws,ton_med,amp_med,window,bias_sigma,rmse_cm,band_cm,cov90
L21,MID,2000,-17.862420689669136,0.9442417227433113,full,-0.020255546581774583,0.02873820919475037,0.0997839264508875,0.8571428571428571
L21,MID,2000,-17.862420689669136,0.9442417227433113,1950-1992,0.017641575609650413,0.0079241948959126,0.07311731124705079,0.9767441860465116
L21,POOLED,2000,-17.862420689669136,0.9442417227433113,full,-0.020255546581774583,0.02873820919475037,0.0997839264508875,0.8571428571428571
L21,POOLED,2000,-17.862420689669136,0.9442417227433113,1950-1992,0.017641575609650413,0.0079241948959126,0.07311731124705079,0.9767441860465116
L22,MID,2000,-17.855183692679745,0.9445738515145,full,-0.01744618530771597,0.028732896375295514,0.09475206079280891,0.8492063492063492
L22,MID,2000,-17.855183692679745,0.9445738515145,1950-1992,0.01613747438677635,0.008737618520870162,0.07006228612879621,0.9767441860465116
L22,POOLED,2000,-17.855183692679745,0.9445738515145,full,-0.01744618530771597,0.028732896375295514,0.09475206079280891,0.8492063492063492
L22,POOLED,2000,-17.855183692679745,0.9445738515145,1950-1992,0.01613747438677635,0.008737618520870162,0.07006228612879621,0.9767441860465116
