marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm
VL,CH4,1.0,glaciers,2100,2000,7.317448662621313,7.447200108338002,0.12141120436658781,0.12975144571668906,0.12549756792179834,0.07725287362734097,0.18675683183321112,0.12141120436658781
VL,CH4,1.0,glaciers,2150,2000,8.82099448963426,8.93023708126189,0.09837725547718268,0.1092425916276305,0.10141137235977062,0.06355362783229515,0.14806797288703671,0.09837725547718268
VL,CH4,1.0,glaciers,2300,2000,10.386206709944577,10.4517869441645,0.06701146746144993,0.06558023421992232,0.06919063705703772,0.042494244354459365,0.10313286491634663,0.06701146746144993
VL,CH4,1.0,gis,2100,2000,6.058161998679735,6.157286209262152,0.10429275437940877,0.09912421058241705,0.11214836169047568,0.06954164979459652,0.1753733304629793,0.10429275437940877
VL,CH4,1.0,gis,2150,2000,7.154589957523799,7.237404990417785,0.07815685634171654,0.08281503289398628,0.08462569104118207,0.05061635820503856,0.13734698806959428,0.07815685634171654
VL,CH4,1.0,gis,2300,2000,7.754813565272688,7.797047509956059,0.04366260101238861,0.04223394468337105,0.04817988133975848,0.025209035534566927,0.08631342631063976,0.04366260101238861
VL,CH4,1.0,ais,2100,2000,4.303201072410232,4.359061535198851,0.0571989579694403,0.055860462788619,0.46981967948601094,0.023826207997798443,2.3792903476882286,0.0571989579694403
VL,CH4,1.0,ais,2150,2000,6.438603056184421,6.5039869600910745,0.06480195592350402,0.06538390390665327,0.5646236813205963,0.026386751711373214,2.646738034265536,0.06480195592350402
VL,CH4,1.0,ais,2300,2000,11.84401582258521,11.918222147845292,0.07471577235417293,0.0742063252600822,0.6786474815500434,0.02987340221630097,3.692702795820427,0.07471577235417293
VL,CH4,1.0,te,2100,2000,14.367720451390163,14.587814368206613,0.21522933725143112,0.22009391681645063,0.22104705717466902,0.14029045929806214,0.323035917641948,0.21522933725143112
VL,CH4,1.0,te,2150,2000,17.281050314208528,17.46222969762079,0.17272907440323237,0.18117938341226036,0.1795963669433884,0.10524034117848835,0.2777150878365946,0.17272907440323237
VL,CH4,1.0,te,2300,2000,18.60571270153607,18.688814725488086,0.09542608336080427,0.08310202395201571,0.09997689887546354,0.035726521812877186,0.18263516884702485,0.09542608336080427
VL,CH4,1.0,lws,2100,2000,2.596380650083528,2.596380650083528,0.0,0.0,0.0,0.0,0.0,0.0
VL,CH4,1.0,lws,2150,2000,4.2307986469202445,4.2307986469202445,0.0,0.0,0.0,0.0,0.0,0.0
VL,CH4,1.0,lws,2300,2000,8.483616077316128,8.483616077316128,0.0,0.0,0.0,0.0,0.0,0.0
VL,CH4,1.0,total,2100,2000,34.91256687529028,35.42524425858608,0.5003207146922293,0.5126773832958023,0.9285126662729541,0.3564961847400241,3.0283915406508135,0.5003207146922293
VL,CH4,1.0,total,2150,2000,44.15969349828316,44.617244088317406,0.4192781107328152,0.4575505900342449,0.9302571116649372,0.29317166227968383,3.092023745745286,0.4192781107328152
VL,CH4,1.0,total,2300,2000,57.54832378389408,57.83416034658087,0.285855905629262,0.28583656268679647,0.895994898822303,0.18034088847296736,4.0332560504691015,0.285855905629262
