arm,G_on,slope_m_yr_K,nfd,rate_1900_1978_p50,rate_1900_1978_p05,rate_1900_1978_p95,net_1900_1978_p50,net_1900_1978_p05,net_1900_1978_p95,dyn_anom_1900_1978_p50,dyn_anom_1900_1978_p05,dyn_anom_1900_1978_p95,fd_1900_1978_p50,fd_1900_1978_p05,fd_1900_1978_p95,rate_1979_1991_p50,rate_1979_1991_p05,rate_1979_1991_p95,net_1979_1991_p50,net_1979_1991_p05,net_1979_1991_p95,dyn_anom_1979_1991_p50,dyn_anom_1979_1991_p05,dyn_anom_1979_1991_p95,fd_1979_1991_p50,fd_1979_1991_p05,fd_1979_1991_p95,rate_1992_2002_p50,rate_1992_2002_p05,rate_1992_2002_p95,net_1992_2002_p50,net_1992_2002_p05,net_1992_2002_p95,dyn_anom_1992_2002_p50,dyn_anom_1992_2002_p05,dyn_anom_1992_2002_p95,fd_1992_2002_p50,fd_1992_2002_p05,fd_1992_2002_p95,rate_2003_2010_p50,rate_2003_2010_p05,rate_2003_2010_p95,net_2003_2010_p50,net_2003_2010_p05,net_2003_2010_p95,dyn_anom_2003_2010_p50,dyn_anom_2003_2010_p05,dyn_anom_2003_2010_p95,fd_2003_2010_p50,fd_2003_2010_p05,fd_2003_2010_p95,rate_2011_2017_p50,rate_2011_2017_p05,rate_2011_2017_p95,net_2011_2017_p50,net_2011_2017_p05,net_2011_2017_p95,dyn_anom_2011_2017_p50,dyn_anom_2011_2017_p05,dyn_anom_2011_2017_p95,fd_2011_2017_p50,fd_2011_2017_p05,fd_2011_2017_p95,rate_2018_2023_p50,rate_2018_2023_p05,rate_2018_2023_p95,net_2018_2023_p50,net_2018_2023_p05,net_2018_2023_p95,dyn_anom_2018_2023_p50,dyn_anom_2018_2023_p05,dyn_anom_2018_2023_p95,fd_2018_2023_p50,fd_2018_2023_p05,fd_2018_2023_p95,rate_1979_2008_p50,rate_1979_2008_p05,rate_1979_2008_p95,net_1979_2008_p50,net_1979_2008_p05,net_1979_2008_p95,dyn_anom_1979_2008_p50,dyn_anom_1979_2008_p05,dyn_anom_1979_2008_p95,fd_1979_2008_p50,fd_1979_2008_p05,fd_1979_2008_p95,rate_1979_2023_p50,rate_1979_2023_p05,rate_1979_2023_p95,net_1979_2023_p50,net_1979_2023_p05,net_1979_2023_p95,dyn_anom_1979_2023_p50,dyn_anom_1979_2023_p05,dyn_anom_1979_2023_p95,fd_1979_2023_p50,fd_1979_2023_p05,fd_1979_2023_p95,cum_1979_2023_p50,cum_1979_2023_p05,cum_1979_2023_p95,accel_p50,accel_p05,accel_p95,dyn_accel_p50,dyn_accel_p05,dyn_accel_p95,floor_years_p50,floor_years_p05,floor_years_p95,z_2011_17,z_cum,provenance
on0.45_s6.00e-04,0.45,0.0006,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,73.15841979448533,36.77194620963053,118.67605091007344,0.0,0.0,0.0,0.014819079639195341,0.010481904459326542,0.020307359029949026,-61.391000751692246,-90.70209026227042,-41.17872453293667,41.35745139635537,26.264816941128494,59.44950524856358,-4.251787226473521,-5.451159260173918,-3.0857882633596145,0.02960564150008358,0.025111346085252256,0.033556569663716944,-125.87590905422763,-146.650230656198,-102.57888996608276,0.3577301589123181,0.01703327110581085,0.7891315232662692,-32.81331168147046,-42.06950590464371,-23.81467525895555,0.05925230383368313,0.0506374821592398,0.06877095531301683,-253.7911117189465,-296.3004051853787,-216.67895168402032,-93.75601802847723,-135.44779805324106,-59.37127789741949,-97.1749079362726,-124.58664346021354,-70.52591638069973,0.07146353672720572,0.06122944880257061,0.08251829133641261,-304.72968476481407,-354.95894780119147,-262.84588025485345,-147.9358291826618,-213.499776713374,-94.10322568602746,-135.20978169856605,-173.3506439322768,-98.13020624809151,0.08615698059888932,0.0726225609609138,0.10155675277938037,-365.015458013713,-433.20226085407705,-306.4233341003584,-209.6973677436779,-302.73179854623606,-133.7454657256231,-178.40861405246855,-228.73528631241376,-129.48230426431172,0.029202379793649147,0.02532892120274155,0.032958559198209336,-123.48278875369785,-143.1584793322974,-103.39472028835443,0.0,0.0,0.0,-32.79005222925969,-42.03968527356511,-23.79779441783594,0.044733358919678924,0.039010003602157596,0.050695194947290176,-190.74439714934564,-217.48905600978907,-163.26195160045035,-55.6217523047078,-80.29974280981901,-35.42165970577162,-71.3453129363397,-91.47086685367711,-51.77976168089544,2.0130011513855517,1.755450162097092,2.2812837726280577,0.041791625626628394,0.03333446979456501,0.05282680827139179,-148.28816602522102,-214.33598231165846,-94.15305606572659,0.0,0.0,0.0,2.2662195324579604,4.892865367039654,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.45_s1.20e-03,0.45,0.0012,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,106.26717425447123,64.32638195470102,158.36010408860142,0.0,0.0,0.0,0.01577202358586596,0.011361209309887786,0.021242044112914298,-65.67964263464499,-95.0328400183336,-44.94870505076659,69.76131655947074,48.57658831677497,93.99823818614905,-8.503574452947042,-10.902318520347835,-6.171576526719229,0.036989400496579734,0.031125610975620832,0.04288786008466101,-159.21932680858575,-182.75847309820546,-129.06798806080573,0.32264671527286737,-0.015944039688611158,0.7439991139439825,-65.62662336294092,-84.13901180928742,-47.6293505179111,0.08103739594264442,0.06819083803968048,0.09720060246394893,-347.96305454843514,-409.6508393324368,-292.24779166910434,-157.78739388874237,-213.28490775231506,-109.55628195552255,-194.3498158725452,-249.17328692042707,-141.05183276139945,0.10171278594782729,0.08483940926060089,0.12244063946688802,-439.51466591148954,-519.4533949164455,-365.4657948029373,-250.04495192536024,-337.34127403209646,-173.75052990614432,-270.4195633971321,-346.7012878645536,-196.26041249618302,0.12596961976638613,0.10249130164412311,0.15334222618814225,-544.596258806229,-654.670860329395,-440.42439157049444,-354.8998634215268,-478.81362875981586,-246.69116914682286,-356.8172281049371,-457.4705726248275,-258.96460852862344,0.03652454979019781,0.031162898708217646,0.04198410065130054,-156.49708720662485,-179.7247419115015,-131.7381987821435,0.0,0.0,0.0,-65.58010445851939,-84.07937054713022,-47.59558883567188,0.06103008174447607,0.051151476009665554,0.07098100410714578,-261.6469131934899,-303.8339450032472,-216.6951829305238,-94.06006468432724,-126.91630394208272,-65.36897003807952,-142.6906258726794,-182.94173370735422,-103.55952336179088,2.746353678501423,2.30181642043495,3.1941451848215596,0.0649805713612448,0.05189865748576582,0.08177013073392622,-250.0060631961046,-338.00847212195254,-173.72795536400565,0.0,0.0,0.0,6.587540849689613,10.131097703581592,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.60_s7.50e-05,0.6,7.5e-5,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,42.827559013315295,9.671781330684553,84.86613437678359,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,15.008422486856034,4.208229745626204,28.872044654771116,0.0,0.0,0.0,0.022480470417668933,0.01865032810192518,0.02600893917229558,-94.76397736975414,-112.94494212583449,-73.71391411290448,1.0871519139782322,0.650894134572195,1.626533914649531,-1.1882466023586944,-1.5234349991661977,-0.8623849746537187,0.03928993074323178,0.03285745199580206,0.045059888566352374,-164.7057836829025,-199.7077206575833,-135.2810327332317,-35.96408815315863,-68.46987268893409,-10.869868493235954,-7.563213642384763,-9.696694563324426,-5.489097795307392,0.04387489018912489,0.03832899316336601,0.04944075110517326,-184.59299860128493,-222.8479188660486,-155.80455231670442,-57.54300264588073,-109.25570932737264,-18.18106633833924,-12.317572862671442,-15.792194622332332,-8.939634028731367,0.05008258419317846,0.042847761249573124,0.05713680246598574,-209.89593079510973,-251.27885927724952,-170.50159880094878,-82.13568906804358,-156.0434931893305,-26.57513266255122,-17.717426906909253,-22.715274919849453,-12.858646280758897,0.02213977119275401,0.019032663102209746,0.02479118664974178,-92.80174298848102,-109.71425274753528,-75.0355885685187,0.0,0.0,0.0,-1.8834683860910748,-2.414769504493867,-1.3669509621790663,0.030121507364668048,0.026860180318418005,0.03322970429662394,-125.94909143634996,-146.59580164187201,-105.08185412683056,-21.699336797228625,-41.2475060508493,-6.917244538252108,-5.913422072115097,-7.581518963841035,-4.291740732651622,1.355467831410062,1.2087081143288103,1.4953366933480772,0.02136552853794648,0.015885277554095405,0.027980836932107515,-58.52272142610491,-110.8012521125767,-18.82719222417137,0.0,0.0,0.0,-1.6750156872678725,0.1961987957861574,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.60_s1.50e-04,0.6,0.00015,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,44.77612351066114,11.170017454069352,87.19484719005396,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,16.771136800161685,5.802723904457229,30.981880249371834,0.0,0.0,0.0,0.02274921122609085,0.01890657789171675,0.02626167922589972,-95.92472872108269,-114.1086388167015,-74.84421461047421,1.7727962633223342,1.1837344572972597,2.4653792308947686,-2.376493204717389,-3.0468699983323955,-1.7247699493074373,0.040939144927974735,0.03459621646060382,0.046822371902043164,-172.25348686483193,-208.06612412135428,-142.84350366397445,-41.22806129123592,-74.41105345788556,-15.506414889215915,-15.126427284769527,-19.393389126648852,-10.978195590614783,0.04657316840246554,0.041075189194963765,0.05265250551241893,-196.27897258582883,-234.93717138791322,-167.9255853027558,-67.40923803234432,-119.62319848445895,-26.97513754120932,-24.635145725342884,-31.584389244664663,-17.879268057462735,0.05391584183268017,0.046645791579783547,0.061561700250520324,-225.40405214073147,-270.87808636140426,-188.02105205328087,-97.09159776868955,-171.33778889454643,-40.14470137802327,-35.434853813818506,-45.430549839698905,-25.717292561517795,0.02250901112063719,0.019473097238291714,0.02522537155786375,-94.51380045206646,-111.82130123516365,-76.78466111223668,0.0,0.0,0.0,-3.7669367721821496,-4.829539008987734,-2.7339019243581326,0.03145159700082223,0.028054447670875948,0.03469959522400812,-131.94454722643692,-152.1244009549528,-111.18156573707458,-25.488711023330552,-45.17541074123155,-10.339251113098817,-11.826844144230193,-15.16303792768207,-8.583481465303244,1.4153218650370003,1.2624501451894177,1.5614817850803653,0.02399315496335665,0.018092322731229044,0.030514200830128978,-68.9517556052142,-121.79389627067837,-28.25876674101826,0.0,0.0,0.0,-1.2895473710763512,0.6237276074071445,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.60_s3.00e-04,0.6,0.0003,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,48.48041554569431,14.57135755298134,91.28560315971247,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,20.41682970023112,9.107809221804882,34.77561279955019,0.0,0.0,0.0,0.023325303879672233,0.019419077471322908,0.02693565835055837,-98.09385553467678,-116.43603219949566,-76.91252670351922,3.165204949269082,2.2660795821642976,4.150726935821103,-4.752986409434778,-6.093739996664791,-3.4495398986148746,0.04423083528244387,0.037691797709075714,0.05051148325995819,-187.73743262216237,-223.28291987968007,-156.06897523658608,-52.36856652888355,-86.0751854619298,-25.818945122747778,-30.252854569539053,-38.786778253297705,-21.956391181229566,0.05211880173124112,0.04614122929709625,0.05939282120658973,-220.58516291435959,-260.2087791231755,-188.86646040549937,-88.4808793408638,-141.76205952795834,-46.11473490438497,-49.27029145068577,-63.16877848932933,-35.75853611492547,0.06194563234617756,0.05319601318000633,0.07116655044101583,-261.8590006418064,-307.7637863721963,-217.71747045927827,-129.33427212018387,-205.90950393288827,-68.84134703044623,-70.86970762763701,-90.86109967939781,-51.43458512303559,0.023368078944858706,0.0202880035621128,0.02619224990218294,-98.16631904919157,-116.08912811461528,-80.63932488406412,0.0,0.0,0.0,-7.533873544364299,-9.659078017975467,-5.467803848716265,0.03398514645919004,0.03034063120028437,0.03807410148303851,-143.4238387970153,-164.99172219281593,-122.10479752323124,-33.60927246949677,-53.83297095679129,-17.68017821323328,-23.653688288460387,-30.32607585536414,-17.166962930606488,1.5293315906635518,1.3653284040127966,1.7133345667367332,0.02889767758290669,0.022810191655845587,0.03603576785654421,-91.46050947542471,-145.6414883342449,-48.55282067295215,0.0,0.0,0.0,-0.49731403839412486,1.438082790453941,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.60_s6.00e-04,0.6,0.0006,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,55.7181157344703,20.810062251933324,99.26518988015175,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,28.07659708953861,15.748995864070412,43.580302154148406,0.0,0.0,0.0,0.02446076048494157,0.02044892813664631,0.027994002875893237,-102.65318231628306,-121.28917092794764,-81.43381559985306,5.986521149226064,4.3292283676559915,7.592695200585013,-9.505972818869555,-12.187479993329582,-6.899079797229749,0.051109847170265066,0.043429730797362315,0.05901163587945596,-217.7193466045136,-255.28074860694403,-185.11112744366739,-75.72406174064054,-114.01485064635625,-44.988280809465664,-60.50570913907811,-77.57355650659541,-43.91278236245913,0.06333960000677161,0.05479814685375617,0.07244638918067718,-269.6595717954854,-314.59787420663184,-232.0914929348654,-130.13589595282406,-192.59811622953447,-80.04823908220635,-98.54058290137154,-126.33755697865865,-71.51707222985094,0.0774616127194816,0.0662340472443479,0.091179636846484,-328.44214880666385,-393.4468582477359,-276.06877095767896,-191.70324978562962,-281.63347283859576,-118.99571698297072,-141.73941525527403,-181.72219935879562,-102.86917024607118,0.025091851774585727,0.022000503974886176,0.02813928800429566,-105.75746914920187,-124.1708828982014,-88.14386078820154,0.0,0.0,0.0,-15.067747088728598,-19.318156035950935,-10.93560769743253,0.039186804768155024,0.034835674572835984,0.044326888645255615,-166.9999126945218,-190.36193956296086,-143.49086689973387,-49.676891026990916,-73.32698683217504,-30.6618048274277,-47.307376576920774,-60.65215171072828,-34.333925861212975,1.763406214566976,1.5676053557776193,1.9947099890365028,0.038915524642758936,0.03132387750322227,0.04864527247988131,-135.5491859462436,-199.56083981023116,-84.06854153080818,0.0,0.0,0.0,1.1056571438245157,3.1100443897641132,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.60_s1.20e-03,0.6,0.0012,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,70.77780970910362,34.273377525345836,115.70943677924159,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,43.002181303139196,27.548221381569803,61.34190911822885,0.0,0.0,0.0,0.026589290581011872,0.0226151049942684,0.030276942993239346,-112.20480609795912,-131.08421005754622,-90.71290860084036,11.632509076066981,8.47094359585019,14.671384536308508,-19.01194563773911,-24.374959986659164,-13.798159594459499,0.06427507558057072,0.0549773860597548,0.07540699665451761,-276.7399620213702,-323.2193292370432,-238.66863065527505,-120.63169597220144,-167.140274301877,-80.83887800471882,-121.01141827815621,-155.14711301319082,-87.82556472491827,0.08574184107858564,0.07167663956723715,0.10105225651642198,-366.8535621854907,-427.6767515363793,-312.31985536327005,-213.06593405344302,-292.30350154686164,-145.43743570995122,-197.08116580274307,-252.6751139573173,-143.03414445970188,0.10989141258033741,0.09001559478520216,0.1320449860184303,-471.95199263606315,-561.6226157799555,-385.6985385461975,-318.22375189597324,-434.735812613347,-217.74396398951416,-283.47883051054805,-363.44439871759124,-205.73834049214236,0.028611859283774743,0.024790812648156302,0.03223187618675072,-120.78734129884313,-140.442336505154,-101.29117776305254,0.0,0.0,0.0,-30.135494177457197,-38.63631207190187,-21.87121539486506,0.05013676792364604,0.042960320840675616,0.05733459367067373,-214.6282999852569,-245.7161093118068,-180.68113456729742,-81.78124467280077,-112.03353856824337,-55.87025658983249,-94.61475315384155,-121.30430342145657,-68.66785172242595,2.2561545565640717,1.9332144378304028,2.5800567151803175,0.05937401276575273,0.04714716180678341,0.07417966921119427,-224.756611178374,-306.5827783330119,-153.53125434102873,0.0,0.0,0.0,4.305977296940806,6.629675404029083,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.75_s7.50e-05,0.75,7.5e-5,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,41.53413748025423,8.608705881418086,83.3993177167191,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,13.641162288474561,3.078067294605125,27.281899728657912,0.0,0.0,0.0,0.02220129337921837,0.018411534278224687,0.0257653385639799,-93.700613686329,-111.82349313465501,-72.63212664920128,0.8939865516458667,0.4947704082060681,1.3925818037720774,-0.04312497954854817,-0.05528995669095249,-0.03129849841026455,0.038228784518050396,0.031761331195554604,0.04399239052962384,-159.8211156570713,-194.92237485157918,-130.43140315733137,-32.44179950719058,-64.64000114889578,-7.975511914998856,-2.979563792735342,-3.820058694122128,-2.162456043027321,0.04280452728137517,0.03729349051636577,0.048267985160318334,-180.14914333608633,-218.565249659289,-150.57206350921652,-54.069748092141026,-105.62543242123934,-15.37467256145596,-7.733923013022022,-9.915558753130034,-5.612992276451296,0.04900328509966364,0.04198725145905413,0.056188764877330155,-205.7265855438076,-246.30324621294676,-166.2006714017191,-78.90496973728841,-152.53551958179665,-23.79272828432744,-13.133777057259833,-16.838639050647156,-9.532004528478826,0.021852488097621192,0.018743147546256167,0.0245788484749534,-91.60703351155244,-108.17129408514566,-73.91784859567542,0.0,0.0,0.0,-0.5468604877974701,-0.7011224817458171,-0.39689090376711883,0.02957126289044802,0.02638971021612139,0.032602693524737214,-123.58458014849936,-144.08939788602774,-102.73387017603159,-20.55519462026382,-40.02669039299265,-5.986705226959564,-3.4944668567028874,-4.480208992274903,-2.5361534429503,1.3307068300701608,1.1875369597254626,1.4671212086131746,0.02048180139017591,0.015190449348115719,0.02706442362420041,-54.9439821539072,-107.07788650436856,-15.859455542935706,0.0,0.0,0.0,-1.8279246740892612,0.019334500501147885,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.75_s1.50e-04,0.75,0.00015,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,42.09212687655463,9.04386655158305,83.9538575847359,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,14.145997043152647,3.5132279647700897,27.932932166120075,0.0,0.0,0.0,0.022213719383410636,0.01842043862362268,0.025774478009602024,-93.73408396427065,-111.86574083399097,-72.66993262525136,1.4000095072756267,0.8942134515634279,1.9924968302976138,-0.08624995909709635,-0.11057991338190498,-0.0625969968205291,0.03893082555487121,0.032473819621665345,0.04472849884516808,-162.95479082649243,-197.93407093661287,-133.58758706699973,-35.08027182218166,-67.53492588135896,-10.17681744545068,-5.959127585470684,-7.640117388244256,-4.324912086054642,0.04468880725623078,0.039070326823617475,0.050230273899361286,-187.5990297817772,-226.24412775199627,-159.0566401513214,-61.103945119270975,-113.23058770747781,-21.445782581465743,-15.467846026044043,-19.831117506260068,-11.225984552902592,0.05186815270117329,0.0445864914460109,0.05912510195982379,-217.35156747825718,-260.7057010424728,-179.09500244233442,-91.18592939942732,-165.1724939290394,-34.35714812553454,-26.267554114519665,-33.67727810129431,-19.06400905695765,0.021978867186523976,0.018852200493386873,0.024665723502425463,-92.09607693178901,-108.75686729543642,-74.39061938457542,0.0,0.0,0.0,-1.0937209755949402,-1.4022449634916343,-0.7937818075342377,0.030378387886755842,0.02710180339906717,0.033511916501815474,-126.99595690133269,-147.64285426473742,-106.18895856828567,-23.491064160783253,-43.11464143057808,-8.468293507534367,-6.988933713405775,-8.960417984549807,-5.0723068859006,1.367027454904013,1.2195811529580225,1.5080362425816962,0.02242212077766349,0.01680634072811985,0.028781675968228712,-62.55940685659721,-115.14055587101778,-22.323316058033935,0.0,0.0,0.0,-1.55874182053846,0.278767535028663,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
on0.75_s3.00e-04,0.75,0.0003,1.0,0.011614988510103886,0.00429897933874871,0.01763861999796577,-48.206886260092155,-71.87999968233406,-16.419474715649677,43.1571928457538,9.914187892591462,85.24639218976466,0.0,0.0,0.0,0.013858943914215946,0.009678686777327116,0.019279625379952606,-57.27589728637543,-86.09977849522112,-37.0417853178962,15.34187186247891,4.513863754948647,29.234997043821025,0.0,0.0,0.0,0.022238571391680114,0.0184382473144014,0.025792756900748476,-93.80102452015389,-111.95023623266292,-72.74775823864857,2.402782228381966,1.669952558823661,3.2348782542170964,-0.1724999181941927,-0.22115982676380996,-0.1251939936410582,0.04015598015789379,0.03392498874050118,0.04612017832192769,-168.9137694676559,-204.46981902460743,-139.89995491131623,-39.73561084126686,-72.80789915299749,-14.18102414921429,-11.918255170941368,-15.280234776488513,-8.649824172109284,0.04805587027205682,0.04233354482743741,0.0541232852105097,-202.03443784829807,-240.71881735494998,-172.97519583900225,-75.04807722643636,-127.78089581374898,-33.86603902725608,-30.935692052088086,-39.662235012520135,-22.451969105805183,0.05775122064889948,0.05001490516318985,0.06609945535002604,-242.89343611199573,-288.7003996612543,-201.88332139244892,-115.68208174452525,-191.97372322908893,-57.26903114724952,-52.53510822903933,-67.35455620258863,-38.1280181139153,0.022194153747512324,0.019103734715222975,0.024839473557453976,-93.07416377341148,-110.0742691000871,-75.27559448909643,0.0,0.0,0.0,-2.1874419511898804,-2.8044899269832686,-1.5875636150684753,0.0319280307413757,0.028444929936732123,0.03520322855408634,-134.03079007202183,-154.55027462820942,-113.35500224130828,-29.29500987094798,-49.17727615863382,-13.579234838124876,-13.97786742681155,-17.920835969099613,-10.1446137718012,1.4367613833619064,1.2800218471529456,1.5841452849338855,0.02590549645375208,0.019787108676189213,0.032577584513550695,-77.62847236731841,-130.82031848037997,-35.639462745270635,0.0,0.0,0.0,-1.0777328182775963,0.7768670240136165,"scope_ais_onset_sweep.jl | tag L29 (295 thinned draws of parameters_subsample_brick_mengel_L29.csv) | hindcast 1850-2026 forcing ssp245harm LWS central ref (1995, 2005) | ramp: rate = -s*max(T_ant - T_crit,0), T_crit = TANT0 + amp*G_on per draw, n_fd 1, ref 1 K; stock = paleo pair binary; none = lambda 0 | IMBIE 2011-17 0.0556 +- 0.007 cm/yr; cum 1979-2023 (1.328, 0.14) | units cm/yr, Gt/yr ice-mass sign | 2026-09-22T06:28:32.381"
