component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.7857142857142857,0.9285714285714286,-0.14935995520689008,true
glaciers,124,0.7016129032258065,1.0,0.05462640637760736,true
gis,126,0.3492063492063492,0.9047619047619048,-0.14205994257479876,true
te,126,0.4126984126984127,0.9841269841269841,0.26240411902918476,true
total,125,0.808,NaN,0.03375526738319725,false
