ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp245,glaciers,2100,fixed,2000,9.934571446042423,9.97096454118637,8.603365891429739,11.430532893793087,2.827167002363348,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2100,joint,2000,9.86408461170546,10.08793522280298,7.745351998148248,13.282983141427117,5.537631143278869,1.9587209169637767,0.9929048943157943,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,fixed,2000,13.809260482931318,13.84367295935515,11.712225286409573,16.102950050427623,4.390724764018049,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2150,joint,2000,13.388576859019778,13.6941905789077,10.199809596171148,18.362410433955343,8.162600837784195,1.8590554581504715,0.9695361221962959,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,fixed,2000,18.827412422341997,18.863607168820597,15.59769460923968,22.32800531737233,6.7303107081326505,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,glaciers,2300,joint,2000,17.955497774536667,18.240031633996267,13.227989726450689,24.48278932113064,11.25479959467995,1.6722555737404634,0.9536890875789893,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,fixed,2000,7.44541766051713,7.456278335323393,5.940975837295788,8.964355526819304,3.023379689523516,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2100,joint,2000,7.37482002572491,7.5724974720974005,5.62804260474972,10.249494271143423,4.621451666393702,1.5285713806994723,0.9905179752149302,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,fixed,2000,11.433698619133157,11.516234993138982,8.670347241156321,14.357572924229105,5.687225683072784,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2150,joint,2000,11.09651335127145,11.649204560026446,7.884386527405874,17.292522910872332,9.40813638346646,1.6542576130693099,0.9705095193520791,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp245,gis,2300,fixed,2000,19.01164783569898,19.195726863778212,13.12747451506155,25.974673998477417,12.847199483415867,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp245 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
