component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.8333333333333334,0.9603174603174603,-0.07705113872496594,true
glaciers,124,0.6935483870967742,1.0,0.061530257156996934,true
gis,126,0.3492063492063492,0.8968253968253969,-0.14216835184420326,true
te,126,0.4126984126984127,0.9920634920634921,0.264665516495947,true
total,125,0.816,NaN,0.18310731193576452,false
