tag,ssp,component,horizon,chain_med_min,chain_med_max,range_cm,sd_of_medians_cm,pooled_med_cm,mean_within_sd_cm,rhat
L21,ssp245,glaciers,2100,9.79794090491152,9.897820541845311,0.09987963693379065,0.04488956331175651,9.852297277895758,1.3541970077446628,0.9984396616905777
L21,ssp245,glaciers,2150,13.64126490350379,13.85087661620982,0.20961171270602996,0.09744984195599544,13.791568778895229,1.8039743494623353,0.998501751959414
L21,ssp245,glaciers,2300,18.811344409145846,19.090263780918402,0.278919371772556,0.1322137404761144,19.00420231067609,2.440927652440116,0.9987116970050492
L21,ssp245,gis,2100,8.377741111878276,8.514400086898604,0.1366589750203282,0.059510574808811535,8.446197505575078,0.6522803731780452,1.0004159045340744
L21,ssp245,gis,2150,12.31343161554197,12.582084759918182,0.268653144376211,0.12926899305443176,12.41078316894865,1.1893936849704778,1.0052490852657676
L21,ssp245,gis,2300,18.00149754938679,19.363426593054665,1.3619290436678746,0.5958300788020227,18.419288637456695,2.6005067323881113,1.0348058772323625
L21,ssp245,ais,2100,5.047387842415633,6.027642281479367,0.9802544390637342,0.4144653404898462,5.55941751889293,11.682566018664348,1.0010686415034769
L21,ssp245,ais,2150,10.275838522530751,12.126751676543023,1.8509131540122716,0.8138156846129533,11.675880132471367,33.13065738427508,1.000534423714912
L21,ssp245,ais,2300,129.20914651682676,139.68681801184744,10.477671495020672,4.454977440107252,135.80995022004453,99.82430824847023,0.9991506291249925
L21,ssp245,te,2100,20.616088517102096,20.76070109511786,0.14461257801576366,0.07190198899645463,20.671563810050493,1.0664686263370526,1.00151885325186
L21,ssp245,te,2150,30.374877571332156,30.58794366041397,0.21306608908181346,0.10593736591162149,30.45661253430262,1.5712900112832948,1.00151885325186
L21,ssp245,te,2300,47.53941173886727,47.87287930635502,0.33346756748774453,0.1658014931838486,47.667334297534,2.4592100044566485,1.00151885325186
L21,ssp245,total,2100,47.1285650920386,48.248226941102615,1.1196618490640162,0.4827016172856051,47.66730611632259,11.793058348527584,1.0010417607169877
L21,ssp245,total,2150,73.6315003020772,75.58774109189454,1.9562407898173433,0.963810486519915,74.82730890256506,33.187378662776794,1.000635776634591
L21,ssp245,total,2300,225.0111227591587,234.48707855341513,9.475955794256436,4.856505703343826,230.2766972172039,99.70185461611753,0.9992778529741098
