tag,N,nonfinite,med,mean,q95,q99,max,skew,ais_med,ais_mean,ais_q95,ais_max,ais_skew
BRICK-AM MAGICC @2100,600,0,46.0220945908099,55.31023300105234,100.40303300441228,132.2243698255342,154.4503648101723,1.0235692241067587,16.405703650344833,25.14175298133855,68.71192832562095,119.98760426888596,1.1314824538778838
BRICK-AM MAGICC @2150,600,0,101.98122348131506,102.11666838487835,184.55754885916667,228.2311336181928,270.5891700549554,0.5021420957466931,56.932564596976846,57.39655202377134,136.93188606044208,221.04986429920305,0.5622146921568443
BRICK-AM FaIR @2100,841,0,45.23380768749663,56.780365089237684,104.91327945529649,128.32285824984513,154.9517654815376,1.051295254527916,12.473325531421484,23.2729727369202,68.02610680819025,116.33568186315149,1.1929751341821992
BRICK-AM FaIR @2150,841,0,99.81989581152197,103.71368619259013,192.2400053846898,221.3224836936777,281.1009867322786,0.5769767011344668,48.82946339697522,54.29589484394342,140.14294390224313,222.1125895358268,0.669425880562054
BRICK2.0 MAGICC @2100,600,0,67.69299054042128,70.2285565827262,120.37217924722788,150.92568348183227,169.5691831292779,0.6294345965821834,28.800252604937008,31.618281016543783,76.46971612679229,129.31578057160584,0.7932207253419725
BRICK2.0 MAGICC @2150,600,0,129.35898025345955,127.31358988939654,210.97382577890062,265.312765523387,297.9884848240171,0.23115053734567587,70.00998058235791,68.37749908165786,143.5243621143903,226.93344174884996,0.3382415003244667
BRICK2.0 FaIR @2100,841,0,67.56979358689546,71.0328245239368,121.4550686511597,143.07638375921488,159.69553736151127,0.6630954993761777,25.51668960984916,29.15728911988041,75.41553040402835,114.90893206388581,0.8011203594743141
BRICK2.0 FaIR @2150,841,0,129.8289149870988,129.0825897618968,215.02112146362242,251.35446262038482,319.49391521139603,0.3207617703839449,65.54756296949105,65.2632258152978,141.7545942133205,235.1057217149452,0.4199111956159441
