draw,truth_G_on,truth_slope,G_on,slope,sd_ais,is_truth,ll_noiseless_rho0p966,ll_noiseless_rho0p9,ll_noiseless_rho0p8,ll_noiseless_rho0p6,provenance
1,0.75,0.0006,NaN,0.0,0.011541664101619695,false,348.1178850620872,346.1649901519931,343.8644288171987,340.7026301882557,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,0.0003,0.011541664101619695,false,357.4579960781945,356.8873126631079,355.7286961477568,353.3354640766087,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,0.0006,0.011541664101619695,false,354.3416783340334,352.78232136698654,350.7629762763372,347.5842964534728,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,0.0012,0.011541664101619695,false,310.7396912602285,300.09032434980463,290.3414966094684,280.9298760499994,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,0.002,0.011541664101619695,false,175.09671396467294,137.57512169452934,105.05921162943883,77.66756954891844,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,5.0e-5,0.011541664101619695,false,349.80079698143265,348.0933337016851,346.0158012716011,343.0299955351237,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,0.0001,0.011541664101619695,false,351.3373688856728,349.85399537533226,347.9800980479037,345.1549814840958,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,0.0002,0.011541664101619695,false,353.97149237163075,352.87227277316515,351.3474642113118,348.7978148122742,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,0.0003,0.011541664101619695,false,356.0202553164763,355.21982211659844,353.9665270582898,351.6311299108293,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,0.0006,0.011541664101619695,true,358.65437956218886,358.23810034792746,357.3338941176536,355.27396417499745,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,0.0012,0.011541664101619695,false,348.1178753378268,346.16497947809864,343.86441734024373,340.7026181966448,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.75,0.002,0.011541664101619695,false,301.28893263633904,292.50662606222386,284.0000347876246,275.9410373487053,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,5.0e-5,0.011541664101619695,false,349.079835094654,347.24145192946577,345.04848579155214,341.97159111001554,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,0.0001,0.011541664101619695,false,349.9875548060371,348.2580794329728,346.16634140427436,343.1678786606086,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,0.0002,0.011541664101619695,false,351.6403030491987,350.1118313643082,348.2034482628394,345.34243334855023,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,0.0003,0.011541664101619695,false,353.0761297048957,351.7262458456314,349.9757492819238,347.22629413410385,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,0.0006,0.011541664101619695,false,356.0820799756671,355.13346440561196,353.7038171051106,351.1337128673413,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,0.0012,0.011541664101619695,false,356.23709534816885,355.48578790076306,354.01019243180707,351.0998121542836,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.9,0.002,0.011541664101619695,false,344.296163408521,342.5526444165805,339.58955411971755,334.77574021875716,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,NaN,0.0,0.011541664101619695,false,352.42616655416424,350.82444500691173,348.9189021212285,346.0819649283383,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,5.0e-5,0.011541664101619695,false,354.9822822316227,353.9093478921402,352.43001732679966,349.9112618723315,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,0.0001,0.011541664101619695,false,356.83261319811965,356.12463461347534,354.9409487702808,352.64271408396263,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,0.0002,0.011541664101619695,false,358.41591978767815,357.94635817168523,356.9622588603627,354.8120827464315,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,0.0003,0.011541664101619695,false,357.17608419288155,356.2896132485987,354.982829772272,352.59006822709375,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,0.0006,0.011541664101619695,false,336.5177035853179,330.448543966858,325.04008205016964,319.57569956856173,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,0.0012,0.011541664101619695,false,218.97582373820902,184.84743750437326,157.13428607753303,134.9792652430518,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.45,0.002,0.011541664101619695,false,-95.84388226900256,-204.0830169331075,-290.7830187580605,-357.06832535432306,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.6,5.0e-5,0.011541664101619695,false,354.32923128552187,353.0897281834697,351.4901492434993,348.8906309164926,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.6,0.0001,0.011541664101619695,false,355.8862844643264,354.9431419382488,353.59389715746295,351.1886306417691,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.6,0.0002,0.011541664101619695,false,357.9623556872552,357.4143606332168,356.3988947571539,354.2526306677065,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.6,0.0003,0.011541664101619695,true,358.65437956218886,358.23810034792746,357.3338941176536,355.27396417499745,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.6,0.0003,0.6,0.0006,0.011541664101619695,false,352.42616107054954,350.82443887249826,348.91889553628255,346.08195814535406,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
