draw,truth_G_on,truth_slope,G_on,slope,sd_ais,is_truth,ll_noiseless_rho0p966,ll_noiseless_rho0p9,ll_noiseless_rho0p8,ll_noiseless_rho0p6,provenance
1,0.75,0.0006,NaN,0.0,0.011541664101619695,false,348.1178850620872,346.1649901519931,343.8644288171987,340.7026301882557,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,5.0e-5,0.011541664101619695,false,351.2458359522686,349.8316933137094,347.92822661590355,345.00765622853874,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,0.0001,0.011541664101619695,false,353.6680023259424,352.62878052420047,350.9918408888424,348.21483779695853,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,0.0002,0.011541664101619695,false,356.39498027911173,355.61410566402867,354.1185173139231,351.3356659263064,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,0.0003,0.011541664101619695,false,356.29881678037657,355.12096312706655,353.24445546234426,350.06511187831853,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,0.0006,0.011541664101619695,false,339.071456854063,332.7707058290431,326.6178148570559,319.9051306586113,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,0.0012,0.011541664101619695,false,228.3916381377588,194.15124504746387,165.3442574501742,141.01749832166556,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.45,0.002,0.011541664101619695,false,-77.2786120368375,-185.4703034571097,-273.7300121760111,-343.4183000737838,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,5.0e-5,0.011541664101619695,false,350.53959926242845,348.9817176389729,347.01055491886734,344.0847683478765,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,0.0001,0.011541664101619695,false,352.61530199759403,351.38657579925615,349.6891819169574,346.9562403586955,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
1,0.75,0.0006,0.6,0.0002,0.011541664101619695,false,355.7286725603071,354.96068355473983,353.64393796496313,351.1671852682565,"diag_ais_ramp_objective_power.jl | tag L30 (3 draw(s)) | SYNTHETIC AIS record: model at the draw's own parameters WITH the truth ramp, years 1900-2025 | noise ~ MvNormal(ais_cov(sd_ais, rho=0.966, eps, L=100.0)), 200 reps, SEED 20260922 applied immediately before the rand() that draws them | likelihood = hetero_logl_ar1 re-implementation, AIS term only | all other parameters FIXED => power is an UPPER BOUND | detect = best ramp beats no-ramp by >= 2.0 log-units | cm SLE, rel 1995-2005 | 2026-09-22T14:00:08.645"
