cfg,co2,dT_g,loss_m,frac_of_V0,V0
8km,280,0.0,0.0,0.0,7.5337138175964355
8km,290,0.15456302513218956,-0.0015548539161682128,-0.00020638611365042203,7.5337138175964355
8km,300,0.3355397402512081,-0.004648888111114502,-0.0006170778746939034,7.5337138175964355
8km,310,0.4902037213595883,0.006254182815551758,0.0008301593300430278,7.5337138175964355
8km,320,0.6711714559218019,0.02293066167831421,0.0030437394137211907,7.5337138175964355
8km,330,0.8318020407626575,0.0345788722038269,0.004589883959098805,7.5337138175964355
8km,340,0.9828969657827665,0.07369248247146606,0.009781693897018376,7.5337138175964355
8km,350,1.1372576712889464,0.029677523612976073,0.003939295323862517,7.5337138175964355
8km,360,1.2849948630786914,0.15718120574951172,0.020863708066848098,7.5337138175964355
8km,370,1.3918615417642268,0.22697521305084228,0.030127931395628287,7.5337138175964355
8km,380,1.548167829822737,0.3178796019554138,0.0421942762430058,7.5337138175964355
8km,390,1.6712669202706698,3.231989971637726,0.42900354989444817,7.5337138175964355
8km,400,1.9377944926615256,7.165839639097452,0.9511696107118188,7.5337138175964355
8km,410,2.021769092646756,7.164514592915773,0.9509937285089956,7.5337138175964355
8km,420,2.119107565723959,7.175126867949962,0.9524023664385918,7.5337138175964355
8km,430,2.210520556853383,7.187601367145777,0.9540581897812144,7.5337138175964355
8km,440,2.3060455117037852,7.200244890809059,0.9557364488668928,7.5337138175964355
8km,450,2.385134502621795,7.217223893731832,0.9579901849834831,7.5337138175964355
8km,460,2.450211926942093,7.278578224509954,0.9661341538497835,7.5337138175964355
8km_alb_0.3,280,0.0,0.0,0.0,7.422982692718506
8km_alb_0.3,290,0.15464671817077003,-0.0146750431060791,-0.001976973908409409,7.422982692718506
8km_alb_0.3,300,0.3260464741995299,-0.027111201286315917,-0.003652332547253593,7.422982692718506
8km_alb_0.3,310,0.4883431928451423,0.019961610794067382,0.002689163052158064,7.422982692718506
8km_alb_0.3,320,0.6434613557667601,0.03702472257614136,0.004987849778022567,7.422982692718506
8km_alb_0.3,330,0.8385495952783597,0.08179707431793212,0.01101943486924334,7.422982692718506
8km_alb_0.3,340,0.9905125461686888,0.13875752973556518,0.018692961506117732,7.422982692718506
8km_alb_0.3,350,1.1365267749387182,0.23353040647506715,0.03146045412501719,7.422982692718506
8km_alb_0.3,360,1.3392147211596452,0.32429668617248536,0.043688191067803604,7.422982692718506
8km_alb_0.3,370,1.535161416409321,7.035604256480932,0.9478136414601143,7.422982692718506
8km_alb_0.3,380,1.6984094457364018,7.040459248960018,0.9484676902003665,7.422982692718506
8km_alb_0.3,390,1.81753257580031,7.053339742958546,0.9502029083103538,7.422982692718506
8km_alb_0.3,400,1.929379846005366,7.062096606403589,0.9513826043715656,7.422982692718506
8km_alb_0.3,410,2.032187678042137,7.077250133544206,0.9534240380873523,7.422982692718506
8km_alb_0.3,420,2.1233340318097467,7.0884750178754325,0.9549362178668145,7.422982692718506
8km_alb_0.3,430,2.213653139059728,7.102058020174503,0.9567660756020878,7.422982692718506
8km_alb_0.3,440,2.303185242657302,7.134970471382141,0.9611999336036595,7.422982692718506
8km_alb_0.3,450,2.3905059543719345,7.173358388185501,0.9663714284585533,7.422982692718506
8km_alb_0.3,460,2.4789785429787896,7.205224967926741,0.9706643900698607,7.422982692718506
8km_alb_0.5,280,0.0,0.0,0.0,7.607270240783691
8km_alb_0.5,290,0.15020615239348903,-0.011696362018585205,-0.0015375241904618153,7.607270240783691
8km_alb_0.5,300,0.3240283139927388,-0.030828373908996582,-0.004052488334609325,7.607270240783691
8km_alb_0.5,310,0.47873115583854703,-0.027374155998229982,-0.0035984203441956244,7.607270240783691
8km_alb_0.5,320,0.6663908248994855,-0.014469877243041992,-0.0019021116359803885,7.607270240783691
8km_alb_0.5,330,0.8258573037088561,0.003869985103607178,0.0005087219174704246,7.607270240783691
8km_alb_0.5,340,0.977708279019631,0.026461660385131838,0.003478469877836993,7.607270240783691
8km_alb_0.5,350,1.1208175950868913,-0.08537192726135254,-0.011222412844447291,7.607270240783691
8km_alb_0.5,360,1.25506715098824,-0.04156410360336304,-0.005463734334102104,7.607270240783691
8km_alb_0.5,370,1.4158275631561592,0.016670193672180176,0.0021913502668550965,7.607270240783691
8km_alb_0.5,380,1.5391824766057554,0.056691596508026125,0.007452291651753629,7.607270240783691
8km_alb_0.5,390,1.656496615007879,0.21841992902755739,0.02871199814311527,7.607270240783691
8km_alb_0.5,400,1.592701328894414,1.2881068525314332,0.16932576492756934,7.607270240783691
8km_alb_0.5,410,1.8472426207006942,2.777475074291229,0.36510798044228504,7.607270240783691
8km_alb_0.5,420,1.9386636983536438,2.9539386830329897,0.38830468611414526,7.607270240783691
8km_alb_0.5,430,2.027895949454673,2.9360983662605284,0.38595951942388934,7.607270240783691
8km_alb_0.5,440,2.112546805217402,3.4035479273796083,0.447407259062875,7.607270240783691
8km_alb_0.5,450,2.2178209960755293,3.35388653755188,0.44087911056073736,7.607270240783691
8km_alb_0.5,460,2.4353176525701326,7.281030667990446,0.9571147648936899,7.607270240783691
8km_cf_0.08,280,0.0,0.0,0.0,7.30449914932251
8km_cf_0.08,290,0.15130942165952227,-0.0016176524162292481,-0.00022145973093573226,7.30449914932251
8km_cf_0.08,300,0.32336514795156046,0.00404002046585083,0.000553086581744012,7.30449914932251
8km_cf_0.08,310,0.4870961148440426,0.010636932849884033,0.0014562165909582734,7.30449914932251
8km_cf_0.08,320,0.6407590370578482,0.03191532039642334,0.0043692688224056375,7.30449914932251
8km_cf_0.08,330,0.834578261307759,0.05696796941757202,0.007799024717917283,7.30449914932251
8km_cf_0.08,340,0.9888106619917993,0.05841058731079102,0.007996521885584529,7.30449914932251
8km_cf_0.08,350,1.1373081404714882,-0.012901330947875976,-0.0017662170511817462,7.30449914932251
8km_cf_0.08,360,1.2649317973515872,0.10651143503189087,0.014581620567615477,7.30449914932251
8km_cf_0.08,370,1.4222224299059374,0.2500381145477295,0.03423069938627078,7.30449914932251
8km_cf_0.08,380,1.5655758420240622,2.9428612637519835,0.40288337414960657,7.30449914932251
8km_cf_0.08,390,1.6801947330518245,3.686716451883316,0.5047185818654326,7.30449914932251
8km_cf_0.08,400,1.9294984777101654,6.9252255060076715,0.9480767078534035,7.30449914932251
8km_cf_0.08,410,2.0277169153969314,6.940888742804527,0.9502210351339822,7.30449914932251
8km_cf_0.08,420,2.121934795462036,6.94863767722249,0.9512818791781192,7.30449914932251
8km_cf_0.08,430,2.216415616513269,6.962563729703426,0.9531883825805089,7.30449914932251
8km_cf_0.08,440,2.299896453884258,6.972065614521504,0.9544892089101223,7.30449914932251
8km_cf_0.08,450,2.389296422449564,6.992891137778759,0.9573402631482746,7.30449914932251
8km_cf_0.08,460,2.451175134932509,7.050966336339712,0.9652908696681397,7.30449914932251
8km_cf_0.12,280,0.0,0.0,0.0,7.527735233306885
8km_cf_0.12,290,0.1516698823271272,-0.0384270486831665,-0.005104729044287302,7.527735233306885
8km_cf_0.12,300,0.3250130573931393,-0.021972470760345458,-0.0029188687007915787,7.527735233306885
8km_cf_0.12,310,0.4850801155783465,-0.011704112529754639,-0.0015547986435507375,7.527735233306885
8km_cf_0.12,320,0.6570529143698723,0.007879045486450196,0.001046668784469055,7.527735233306885
8km_cf_0.12,330,0.8291848634249772,0.028166656017303466,0.0037417171492268382,7.527735233306885
8km_cf_0.12,340,0.994514300283768,-0.07432426023483277,-0.009873389264008773,7.527735233306885
8km_cf_0.12,350,1.1387741301849783,-0.007881575107574463,-0.001047004824598771,7.527735233306885
8km_cf_0.12,360,1.279805452897559,0.08913909149169921,0.011841422251050797,7.527735233306885
8km_cf_0.12,370,1.4015077343227036,0.13841054248809814,0.018386744246223347,7.527735233306885
8km_cf_0.12,380,1.5450689998032803,0.20845319032669068,0.027691355217220964,7.527735233306885
8km_cf_0.12,390,1.6589472078881162,0.35085295724868776,0.046608036331607317,7.527735233306885
8km_cf_0.12,400,2.0103186019719343,6.95494545263052,0.9239094145949734,7.527735233306885
8km_cf_0.12,410,2.023441887130826,7.165093239188194,0.9518258834989094,7.527735233306885
8km_cf_0.12,420,2.1166634031399507,7.1745189608633515,0.9530780159641231,7.527735233306885
8km_cf_0.12,430,2.2114174566793237,7.187997727751732,0.954868563382521,7.527735233306885
8km_cf_0.12,440,2.301758354865436,7.195757457226515,0.9558993819799193,7.527735233306885
8km_cf_0.12,450,2.3823506121473024,7.211067834556102,0.9579332443375971,7.527735233306885
8km_cf_0.12,460,2.4510926099443595,7.266204061925412,0.9652576554201436,7.527735233306885
8km_enh_2,280,0.0,0.0,0.0,7.678561210632324
8km_enh_2,290,0.1580703770665433,-0.014838385581970214,-0.0019324434845194498,7.678561210632324
8km_enh_2,300,0.33551992065781905,-0.02439835023880005,-0.00317746379426086,7.678561210632324
8km_enh_2,310,0.48862673450789385,-0.02525421667098999,-0.0032889256174738913,7.678561210632324
8km_enh_2,320,0.6649448468374551,0.0003224496841430664,4.1993503118341736e-05,7.678561210632324
8km_enh_2,330,0.8556228770643358,0.01982778024673462,0.0025822259799504568,7.678561210632324
8km_enh_2,340,0.9894467176667199,0.04787918853759766,0.00623543750244518,7.678561210632324
8km_enh_2,350,1.140402525557041,0.00036775827407836914,4.789416454337082e-05,7.678561210632324
8km_enh_2,360,1.272708921083997,0.1034979157447815,0.013478816265926272,7.678561210632324
8km_enh_2,370,1.4372220333169747,0.17754251861572265,0.023121847146296583,7.678561210632324
8km_enh_2,380,1.5542682228425633,0.25104871559143066,0.03269475995630658,7.678561210632324
8km_enh_2,390,1.6740875481518682,3.4113853645324705,0.44427403402199944,7.678561210632324
8km_enh_2,400,1.9370674168665767,7.275262470364571,0.9474773034680879,7.678561210632324
8km_enh_2,410,2.0246839287955853,7.274760457038879,0.9474119249014631,7.678561210632324
8km_enh_2,420,2.123444448291413,7.283717743933201,0.9485784568400141,7.678561210632324
8km_enh_2,430,2.2146557586629623,7.302917259931564,0.9510788622508323,7.678561210632324
8km_enh_2,440,2.3062559629365986,7.311453346282244,0.9521905400921002,7.678561210632324
8km_enh_2,450,2.3910712467346578,7.32052323949337,0.9533717370588662,7.678561210632324
8km_enh_2,460,2.4609132876292765,7.351473046898842,0.9574024150148636,7.678561210632324
8km_enh_4,280,0.0,0.0,0.0,7.3305253982543945
8km_enh_4,290,0.15341367108171142,0.05738622903823853,0.007828392362149623,7.3305253982543945
8km_enh_4,300,0.3083582097611874,0.07585675621032714,0.01034806539629353,7.3305253982543945
8km_enh_4,310,0.4909513067543424,0.08973022842407227,0.01224062717870667,7.3305253982543945
8km_enh_4,320,0.6437500345101023,0.11547820329666138,0.015753059572532143,7.3305253982543945
8km_enh_4,330,0.8362898688067232,0.13367306566238404,0.018235127552278227,7.3305253982543945
8km_enh_4,340,0.9889276822098363,0.1820398941040039,0.024833130534866264,7.3305253982543945
8km_enh_4,350,1.1335204124387102,0.11886099863052368,0.016214526541143675,7.3305253982543945
8km_enh_4,360,1.2674993844582756,0.19791322898864747,0.026998505323476023,7.3305253982543945
8km_enh_4,370,1.419645460745848,0.30218128967285157,0.04122232353833867,7.3305253982543945
8km_enh_4,380,1.5537296723456644,0.39091293144226075,0.053326727649746386,7.3305253982543945
8km_enh_4,390,1.6718894796916388,3.1851251168251036,0.4345016139748417,7.3305253982543945
8km_enh_4,400,1.9289655713606775,7.039367804199457,0.9602814834903551,7.3305253982543945
8km_enh_4,410,2.032824341161518,7.049444528400898,0.9616561085893749,7.3305253982543945
8km_enh_4,420,2.125992575873948,7.061792408764362,0.9633405554322171,7.3305253982543945
8km_enh_4,430,2.2221921679340473,7.075044081687928,0.9651482939234746,7.3305253982543945
8km_enh_4,440,2.304235711360945,7.083758171409369,0.9663370340543683,7.3305253982543945
8km_enh_4,450,2.391630401445427,7.124073036462068,0.971836621445785,7.3305253982543945
8km_enh_4,460,2.4543033572079405,7.175923123732209,0.978909796212015,7.3305253982543945
8km_gamma_4,280,0.0,0.0,0.0,7.434133529663086
8km_gamma_4,290,0.16090154813896285,0.011955190181732177,0.001608148432366668,7.434133529663086
8km_gamma_4,300,0.32691250089388757,0.08980808305740356,0.012080504432568842,7.434133529663086
8km_gamma_4,310,0.4915626610556092,0.12087544679641724,0.01625952053647001,7.434133529663086
8km_gamma_4,320,0.6465647583878752,0.15293297719955445,0.020571728579979562,7.434133529663086
8km_gamma_4,330,0.8437140987003229,0.19400286722183227,0.026096231181177675,7.434133529663086
8km_gamma_4,340,0.9941217069610486,0.2569518837928772,0.034563797215587846,7.434133529663086
8km_gamma_4,350,1.13211138414361,0.14699070453643798,0.01977240574842077,7.434133529663086
8km_gamma_4,360,1.3059639681281838,2.590419256687164,0.3484493850360745,7.434133529663086
8km_gamma_4,370,1.4342089286033124,2.695235132217407,0.36254865768325184,7.434133529663086
8km_gamma_4,380,1.5552779614539773,2.872432465553284,0.3863842980613589,7.434133529663086
8km_gamma_4,390,1.8321907800094532,7.333214930430055,0.9864249681781536,7.434133529663086
8km_gamma_4,400,1.9349298211848596,7.414518300011754,0.9973614639052333,7.434133529663086
8km_gamma_4,410,2.0316902081875448,7.443184126533568,1.0012174380288394,7.434133529663086
8km_gamma_4,420,2.131475693101827,7.460887158747762,1.0035987555211279,7.434133529663086
8km_gamma_4,430,2.2230178197244586,7.464635305568576,1.0041029362445246,7.434133529663086
8km_gamma_4,440,2.3061510516848944,7.4672167005911465,1.0044501717377088,7.434133529663086
8km_gamma_4,450,2.3980823806039386,7.47148291968368,1.0050240407804845,7.434133529663086
8km_gamma_4,460,2.465846213603124,7.47491358604841,1.0054855157258888,7.434133529663086
8km_gamma_6,280,0.0,0.0,0.0,7.4696364402771
8km_gamma_6,290,0.1408854753612782,0.024057326793670654,0.0032206824235716356,7.4696364402771
