pair,horizon,arm,boundary,low_fd_cm,high_fd_cm,fd_ratio,low_tot_cm,high_tot_cm,tot_ratio
ssp585/ssp126,2100,n0p0,false,0.0,29.755163881417737,NaN,4.403186231159361,37.07302382802588,8.419590242555909
ssp585/ssp126,2100,n0p25,false,0.0,18.1186566056353,NaN,4.403186231159361,25.30734607401361,5.747507542362153
ssp585/ssp126,2100,n0p5,false,0.0,11.491025735650384,NaN,4.403186231159361,18.729228163206663,4.253562574907319
ssp585/ssp126,2100,n1p0,false,0.0,5.039210782999076,NaN,4.401562802914572,12.35303351325467,2.8065107931834783
ssp585/ssp126,2100,n2p0,true,0.0,1.1576737841113571,NaN,4.401562802914572,8.624079457382582,1.9593221415975244
ssp585/ssp126,2150,n0p0,false,0.0,75.69184711930149,NaN,6.770474117406273,94.34845106432459,13.935279779264395
ssp585/ssp126,2150,n0p25,false,0.0,57.13697741239748,NaN,6.770474117406273,75.46654176283212,11.146419062265448
ssp585/ssp126,2150,n0p5,false,0.0,44.696005629213104,NaN,6.770474117406273,63.38254731055553,9.361611345297778
ssp585/ssp126,2150,n1p0,false,0.0,29.569472860655644,NaN,6.765805629514714,47.932702727508875,7.084552136468471
ssp585/ssp126,2150,n2p0,true,0.0,14.804716999517721,NaN,6.765805629514714,33.795705158275425,4.995074793583667
ssp585/ssp126,2300,n0p0,false,0.0,206.1539842038511,NaN,13.46796868902489,281.1895243759867,20.8783916022265
ssp585/ssp126,2300,n0p25,false,0.0,185.19802309986727,NaN,13.46796868902489,258.97424674185373,19.22890175360246
ssp585/ssp126,2300,n0p5,false,0.0,170.92854893870404,NaN,13.464612100456147,243.79449626569897,18.10631412526469
ssp585/ssp126,2300,n1p0,false,0.0,147.89755374934023,NaN,13.464612100456147,222.11436114649436,16.49615744511271
ssp585/ssp126,2300,n2p0,true,0.0,123.48614754136133,NaN,13.464612100456147,196.19030613647078,14.570810111182062
ssp585/ssp245,2100,n0p0,false,0.0,29.755163881417737,NaN,5.5843293943359065,37.07302382802588,6.638760218125464
ssp585/ssp245,2100,n0p25,false,0.0,18.1186566056353,NaN,5.548968599177902,25.30734607401361,4.560729732325927
ssp585/ssp245,2100,n0p5,false,0.0,11.491025735650384,NaN,5.466387756604375,18.729228163206663,3.426253130429396
ssp585/ssp245,2100,n1p0,false,0.0,5.039210782999076,NaN,5.298275720619169,12.35303351325467,2.3315195668622293
ssp585/ssp245,2100,n2p0,true,0.0,1.1576737841113571,NaN,5.170551821195572,8.624079457382582,1.6679224492113225
ssp585/ssp245,2150,n0p0,false,0.0,75.69184711930149,NaN,11.905364911780225,94.34845106432459,7.924868474293287
ssp585/ssp245,2150,n0p25,false,0.0,57.13697741239748,NaN,11.407106302956528,75.46654176283212,6.6157480923336776
ssp585/ssp245,2150,n0p5,false,0.0,44.696005629213104,NaN,10.914764062686583,63.38254731055553,5.807046945452197
ssp585/ssp245,2150,n1p0,false,0.0,29.569472860655644,NaN,9.959894476694718,47.932702727508875,4.812571341962228
ssp585/ssp245,2150,n2p0,true,0.0,14.804716999517721,NaN,9.282618093621672,33.795705158275425,3.6407514364398263
ssp585/ssp245,2300,n0p0,false,110.04356476300599,206.1539842038511,1.8733851874739988,131.34861718409843,281.1895243759867,2.1407878545220695
ssp585/ssp245,2300,n0p25,false,47.604641953685686,185.19802309986727,3.890335385361064,68.95633452820354,258.97424674185373,3.7556266369688163
ssp585/ssp245,2300,n0p5,false,18.842842743893,170.92854893870404,9.07127184904742,41.13536866163976,243.79449626569897,5.926639390813246
ssp585/ssp245,2300,n1p0,false,3.086276402442383,147.89755374934023,47.921033136338245,27.27268346297626,222.11436114649436,8.14420632454534
ssp585/ssp245,2300,n2p0,true,0.08817373328908396,123.48614754136133,1400.4867769010423,22.91096366123333,196.19030613647078,8.563162555594992
