tag,ssp,component,horizon,chain_med_min,chain_med_max,range_cm,sd_of_medians_cm,pooled_med_cm,mean_within_sd_cm,rhat
L24,ssp585,glaciers,2100,13.014125947348862,13.373800288434584,0.3596743410857215,0.1699277455216223,13.128091327678195,1.7578481839574673,0.999524815065052
L24,ssp585,glaciers,2150,20.500722985190976,21.03482952077196,0.5341065355809853,0.22673953389220422,20.77874672046543,2.539497380789564,1.0005038819646412
L24,ssp585,glaciers,2300,26.85980526654894,27.369439950548188,0.5096346839992485,0.27150514352699934,27.10166632299439,3.2283673042002876,1.001156770441568
L24,ssp585,gis,2100,12.39212940002982,12.648286679355387,0.2561572793255671,0.11270735503674162,12.514174150502573,1.2858097520568668,1.0006518588437487
L24,ssp585,gis,2150,25.307372156664428,26.314956389280212,1.007584232615784,0.42266292605099726,25.913760819478085,3.211660451466169,1.0012686391484553
L24,ssp585,gis,2300,46.473308537307965,49.97360604817335,3.500297510865387,1.4311535115130027,48.098707514555315,7.889415545217891,1.0189252336581678
L24,ssp585,ais,2100,37.19365576826276,41.3057967015248,4.11214093326204,1.8833447663408647,39.187913905356524,17.251329841780805,1.0056173792328453
L24,ssp585,ais,2150,94.28403915681471,101.99548786536036,7.711448708545646,3.6533257260780965,98.75276530617735,30.116381080529713,1.0053678725664108
L24,ssp585,ais,2300,287.00262912587505,309.385941493186,22.383312367310964,9.665953705311326,296.6109092545397,77.33772248918422,1.0045916583515668
L24,ssp585,te,2100,28.780842306395762,28.944007688790954,0.16316538239519218,0.06670780863010223,28.87236394877984,1.5266084729497267,0.9990611302461662
L24,ssp585,te,2150,53.533890658847774,53.83738690984223,0.3034962509944563,0.12408005628458689,53.704125759827406,2.8395725948437596,0.999061130246166
L24,ssp585,te,2300,108.33467010657616,108.94884489987842,0.6141747933022685,0.2510964885787424,108.67916895166687,5.746344166659791,0.999061130246166
L24,ssp585,total,2100,94.13367699562751,99.1218763178147,4.988199322187185,2.2962192149070333,96.46716990238706,17.444811560986693,1.0049454007212781
L24,ssp585,total,2150,199.14785927874686,207.00068930492625,7.85283002617939,3.5790352159362295,203.16760450731874,30.63564886647812,1.0043158688901055
L24,ssp585,total,2300,481.9574261896256,497.529947972414,15.572521782788385,6.665762311313324,491.4021257083821,78.55697031631989,1.0026608876022816
L24,ssp585,sens_ais_gmst_amp,2100,NaN,NaN,NaN,NaN,58.51740604073949,0.5778471430166918,8.221695548723899
L24,ssp585,sens_ais_gmst_amp,2150,NaN,NaN,NaN,NaN,70.35972122939371,0.3980823241732999,9.885540832729818
L24,ssp585,sens_ais_gmst_amp,2300,NaN,NaN,NaN,NaN,133.66713099474904,0.2945476513405953,18.780231904762243
L24,ssp585,sens_ais_runoff_Ton,2100,NaN,NaN,NaN,NaN,60.0051785843556,0.4281199203132683,4.800414286748448
L24,ssp585,sens_ais_runoff_Ton,2150,NaN,NaN,NaN,NaN,68.5408037237662,0.28018622268357696,5.483264297901297
L24,ssp585,sens_ais_runoff_Ton,2300,NaN,NaN,NaN,NaN,110.82231640571375,0.17644402673232848,8.8657853124571
L24,ssp585,sens_ais_iceflow0,2100,NaN,NaN,NaN,NaN,0.5949030422761086,0.005457337803099858,0.057527124188099694
L24,ssp585,sens_ais_iceflow0,2150,NaN,NaN,NaN,NaN,12.273485231470637,0.06450946375030861,1.1868460218832106
L24,ssp585,sens_ais_iceflow0,2300,NaN,NaN,NaN,NaN,64.57213270664091,0.1321851935857618,6.244125232732176
L24,ssp585,sens_ais_slope,2100,NaN,NaN,NaN,NaN,-43669.33674592158,-0.048657394512858,0.6768747195617846
L24,ssp585,sens_ais_slope,2150,NaN,NaN,NaN,NaN,-120140.65416806874,-0.07669783880755837,1.8621801396050655
L24,ssp585,sens_ais_slope,2300,NaN,NaN,NaN,NaN,-448528.28701516736,-0.11152317503373688,6.952188448735094
