tag,draw,amp,thresh,peak_shift,se,dll_at_zero
L14,1,0.9817307637557816,-15.624296663963987,0.007657605668666826,0.020388331745021884,0.0
L14,2,0.9506673721590008,-16.0188455506816,-0.021516569687678108,0.029272703848252275,0.2687988816825708
L14,3,1.1631664762024263,-15.544931579275298,-0.005641901643422242,0.016615170075301243,0.0
L14,4,1.0912955371363389,-15.175544876297455,-0.001596409179407066,0.010706479773909872,0.0
L14,5,1.0402500116493394,-15.663578498607299,-0.010331019930350103,0.01595045300882085,0.026021845541833954
L14,6,1.0087081734687722,-15.500385601620165,0.02735449046084474,0.024337676203810263,0.5859811490829543
L14,7,0.8670551734823377,-15.979390641473351,0.005101880250127753,0.006353180361567476,0.0
L14,8,0.83275652347695,-15.911405328695443,-0.010294578376167752,0.010180851182169402,0.05684112711391265
L14,9,1.1598289086388278,-15.487675097539261,-0.02450012628675456,0.011320865448737394,2.262780997185928
L14,10,1.0085326130504861,-15.316538604990171,0.0009040470781466963,0.024162740876091084,0.0
L14,11,0.9960918719925785,-14.971316005057341,-0.02234687306566373,0.03252924605328995,0.2333667531690935
L14,12,1.0091461164565982,-15.675500270997812,3.9569125162640025e-5,0.02027260982790978,0.0
L14,13,0.9928312837024329,-14.940854885132023,0.007075141132608257,0.013894909078499471,0.0
L14,14,1.0630523254473276,-15.592683140193552,-0.0030202778883351485,0.020459449453877208,0.0
L14,15,0.9616850641005659,-15.578348872577985,0.02810073726329395,0.06076128560395126,0.09805558878014153
L14,16,0.9259148420175429,-15.48113078637544,-0.038301998514599395,0.023640042929620617,1.048162256356477
L14,17,0.9792442642511525,-16.049748320217226,-0.019549167271134604,0.0342802401040583,0.16252036397250436
L14,18,0.9270069654416249,-14.909723876667051,0.021486882909004072,0.050098222258811234,0.09153507874626143
L14,19,1.0139024011715545,-15.185344450549474,-0.03080585934687756,0.02540572682843726,0.3914083223087772
L14,20,0.8863320967141601,-15.207535939049954,0.02234948903255048,0.028133300490170966,0.3120596482506386
L14,21,0.8573348972131039,-15.78950348133889,0.10061378694130077,0.013845655292900196,2.13008899914837
L14,22,0.897782474440319,-15.264778184001477,-0.0020734727802226294,0.01034567161293126,0.0
L14,23,0.8353177674246028,-16.216505282390496,-0.0016236645492534497,0.015326105706457592,0.0
L14,24,0.8743487537344564,-16.198230914078398,-0.0009823941541750323,0.02293258102974126,0.0
L14,25,0.7854797204988528,-15.657944862554684,0.018738149667779164,0.015872969391540426,0.6936383830306312
L14,26,0.8685997590769817,-14.816531158998743,0.049043920417843556,0.03522504198240383,1.036038992748388
L14,27,1.0133769942676656,-15.80130297611681,-0.05253708101118934,0.008368785196048176,0.7382524330322866
L14,28,0.9125732942205104,-15.70201448868031,0.007878036089074033,0.03450950365069428,0.0
L14,29,1.099155082181992,-15.38023985409112,-0.21274656428593716,0.056702685281294865,2.294315826461272
L14,30,1.1057241074313229,-15.466982595553402,-0.00637700181586517,0.01662472282413701,0.0
L14,31,0.9154959873562055,-14.902608357409889,0.03734184317113325,0.02298523807348155,0.18667705398233636
L14,32,1.1276642622942463,-15.577880556257693,0.055440791181332445,0.023831888555284696,1.3694918626101895
L14,33,1.0609674180439475,-16.067663835627172,0.019434162319211586,0.024648290155218584,0.31057017325231584
L14,34,0.9730482847967111,-14.98250218600548,-0.035929635817671994,0.016427146062799783,0.3792067590352559
L14,35,1.04819744870553,-15.607920340010152,-0.045239829188979244,0.02460637293063916,0.701863937899688
L14,36,0.9573910521852889,-15.996431783977547,0.033467560389295055,0.01809484111225976,0.8726335087123118
L14,37,0.8948304482444606,-15.173304625226557,-0.043938479985812566,0.02773372390445462,1.000372269029853
L14,38,1.0821421559909785,-15.60397921346591,0.0058662317437791905,0.020304271845126808,0.0
L14,39,1.0155061821997304,-15.701867624173255,0.00018023968633265163,0.012063050590352339,0.0
L14,40,0.9685912364497737,-15.491298130974293,0.0346170180457637,0.01202273740507468,0.25477032580309356
L14,41,0.7760399012964653,-16.05207083998214,0.007031058572084243,0.024140449194195203,0.0
L14,42,0.8323047562997589,-15.454353185387209,-0.004765400256163153,0.012892614408667883,0.0
L14,43,0.9950943457870476,-15.270555624119947,-0.07236441678402647,0.03250744298523375,1.5154326806458016
L14,44,0.9899031013327745,-14.90305944138573,0.030256290877490218,0.014129844543260208,0.6052533391806776
L14,45,0.7840192890498617,-15.630223613847035,-0.03991239155041638,0.016692759731080805,1.1979086260203928
L14,46,0.9494841288604248,-15.007397095246176,0.005668046816868459,0.011726850203271315,0.0
L14,47,0.9564051573440422,-15.163111104073119,-0.015679587311180188,0.014434129813070332,0.5452121962506311
L14,48,0.9972295912402643,-15.543457590802758,-0.03689665642039586,0.01127113240617079,2.03043398855111
L14,49,0.9315575758360691,-15.207530300520258,0.01360383765924213,0.011852192259219978,0.5130950671916708
L14,50,1.1389448114923888,-15.607639496575175,-0.016419377330207784,0.015749118223993244,0.5176192433959983
