block,tag,quantity,value,unit,per_chain,provenance
ais_geometry,L27r,antarctic_nu,0.18003502376525396,L26-sd,0.26;0.22;0.12;0.12,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27b,antarctic_nu,0.12470903824200462,L26-sd,0.29;0.06;0.00;0.15,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,anto_alpha,0.0,L26-sd,-0.11;0.52;0.21;-0.41,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,anto_alpha,0.47899485056110985,L26-sd,0.54;0.29;0.49;0.56,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27r,anto_alpha,0.5366517803139228,L26-sd,0.87;0.57;0.40;0.26,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27b,anto_alpha,0.564377061447358,L26-sd,0.75;0.43;0.48;0.61,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,anto_beta,0.0,L26-sd,0.33;-0.08;-0.21;-0.08,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,anto_beta,0.5288828497640746,L26-sd,0.47;0.65;0.52;0.47,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27r,anto_beta,0.36295379278648743,L26-sd,0.47;0.20;0.34;0.43,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27b,anto_beta,0.36277367897972274,L26-sd,0.34;0.31;0.49;0.30,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,ais_mu,0.0,L26-sd,0.05;-0.47;0.03;0.35,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,ais_mu,-0.1267387360883231,L26-sd,-0.11;-0.01;-0.22;-0.17,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27r,ais_mu,-0.10381835042163727,L26-sd,-0.17;-0.10;-0.07;-0.08,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27b,ais_mu,-0.08616966107483481,L26-sd,-0.16;-0.08;-0.05;-0.05,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,ais_bedheight0,0.0,L26-sd,0.21;0.11;-0.26;-0.17,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,ais_bedheight0,0.08668557992058887,L26-sd,0.10;0.04;0.10;0.09,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27r,ais_bedheight0,0.019585537077964774,L26-sd,0.02;0.00;0.03;0.02,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27b,ais_bedheight0,0.058892111198375376,L26-sd,0.09;0.03;0.02;0.09,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,ais_slope,0.0,L26-sd,-0.16;-0.19;-0.33;0.87,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,ais_slope,-0.4410291195226581,L26-sd,-0.32;-0.37;-0.56;-0.56,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27r,ais_slope,-0.10968101829798517,L26-sd,-0.42;0.16;-0.18;0.08,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27b,ais_slope,0.04765937241838866,L26-sd,-0.55;0.04;0.48;0.34,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,ais_iceflow0,0.0,L26-sd,0.07;0.30;0.53;-0.92,diag_refit_precision.py | tag L26+L27+L27r+L27b | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | L27r chain_L27r_seed*_n2000000.csv; postpred_L27r; ssps_components_2300_L27r_tap4p69K_V5p64m_tau800_n2_ws | L27b chain_L27b_seed*_n2000000.csv; postpred_L27b; ssps_components_2300_L27b_tap4p69K_V5p64m_tau800_n2_ws | commit 7913e0e-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
