variant,n_free,neg_log_post,lr_2delta,railed,tau_fast_yr,tau_slow_yr,rate_mmyr,gate1_rate,midcen_bias_cm,gate2_midcen,midcen_rate_trend,gate3_shape,rmse_cm,surface_share,spread_2100_cm,gate4_spread,proj_SSP1-2.6,proj_SSP2-4.5,proj_SSP5-8.5,params
full,8,17.856030741061467,,beta_s,85.92135379932384,94.19747949792821,0.7748652811332247,True,0.014563978539477291,True,-0.0013165367005808324,True,0.06172296395280546,0.735122908212191,8.260982318563807,False,7.281860620281488,9.797838409922006,15.542842938845295,c1=3.27731; c0=5.20889; f=0.782623; alpha_f=0.00284604; beta_f=0.00736948; alpha_s=0.00707666; beta_s=1e-06; g=0.183283
g=0,7,17.85629719823864,0.0005329143543448822,beta_s|g,85.90066090456334,94.2501158462847,0.7748695443534815,True,0.014562893498781182,True,-0.0013165587863073576,True,0.06172765444615099,0.735129323239945,8.261232591335624,False,7.2815627553802935,9.797584795984424,15.542795346715916,c1=3.2766; c0=4.04293; f=0.782569; alpha_f=0.00284865; beta_f=0.00736838; alpha_s=0.00707271; beta_s=1e-06; g=0
beta_f=0,7,18.130520159249752,0.5489788363765697,beta_f|alpha_s,87.43062452863458,83.55825678874207,0.77794137591948,True,0.014941517577315301,True,-0.001318396895067006,True,0.0678252407325175,0.7281314089839006,7.333230504581694,False,6.824083036219067,9.112272814111474,14.15731354080076,c1=2.92831; c0=6.93536; f=0.627722; alpha_f=0.00762443; beta_f=1e-06; alpha_s=1.1626e-14; beta_s=0.0119677; g=0.337302
beta_f=1/10yr,7,84.37778373959478,133.04350599706663,alpha_f,9.99999999999993,98.98050443576818,0.7353675440409593,True,0.011428306871303457,True,-0.0010892229817971448,True,0.0889925381014151,0.34075712796244995,6.190520543927349,False,6.251754081721444,8.181428990406744,12.442274625648793,c1=2.77631; c0=84.1099; f=0.0876288; alpha_f=4.67061e-16; beta_f=0.1; alpha_s=0.00221165; beta_s=0.00678553; g=0.912411
g=0 & beta_f=0,6,18.13552298147896,0.5589844808349866,beta_f|alpha_s|g,87.43485471399131,83.55399472514111,0.7779101604577434,True,0.014941763589955824,True,-0.0013185797778991698,True,0.06788511700876608,0.7281898966299346,7.328152973108011,False,6.82231247670655,9.108963359226887,14.150465449814561,c1=2.92623; c0=4.25738; f=0.627698; alpha_f=0.00762406; beta_f=1e-06; alpha_s=3.58755e-15; beta_s=0.0119683; g=0
