model,span,mode,ndraw,ms_per_draw,ms_per_draw_sd,ms_per_draw_median,provenance
Ladrillo L27,1850-2026,apply_draw+run,300,5.328658733333334,0.8732287167031129,5.225937500000001,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
Ladrillo L27,1850-2026,run_only,300,0.31490333333333337,0.27109865012133055,0.29339550000000003,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
BRICK 2.0,1850-2026,apply_draw+run,300,4.275499553333333,0.5395753498155399,4.2057085,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
BRICK 2.0,1850-2026,run_only,300,0.28232225,0.18826862245208978,0.26583349999999994,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
Ladrillo L27,1850-2300,apply_draw+run,300,6.40101444,1.2403874944912983,6.1962915,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
Ladrillo L27,1850-2300,run_only,300,0.7626069699999999,0.12439662222442074,0.74425,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
BRICK 2.0,1850-2300,apply_draw+run,300,5.067844443333334,0.5832625986865742,4.963875,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
BRICK 2.0,1850-2300,run_only,300,0.6468422266666667,0.16246300214994755,0.6207294999999999,"diag_runtime_ladrillo_vs_brick20.jl | Ladrillo L27 (parameters_subsample_brick_mengel_L27.csv, variant basins2) vs stock MimiBRICK v2.0.0 get_model(ssp245) with Random.seed!(2026) before get_model | forcing ssp245harm (FaIR 2.2.4 calib 1.6.0 ensemble mean) | NDRAW=300 evenly thinned draws per model, one warm-up draw excluded | wall ms per draw, mean, sd and median | Julia 1.12.6, apple-m4, Apple M4, threads 1 | 2026-09-21T07:06:58.731"
