ssp,arm,G_on,slope_m_yr_K,nfd,ais_2100_p50,ais_2100_p05,ais_2100_p95,ais_2100_mean,fd_cm_2100_p50,tipped15_2100,ais_2300_p50,ais_2300_p05,ais_2300_p95,ais_2300_mean,fd_cm_2300_p50,tipped15_2300,floor_years_mean,provenance
ssp126,stock,NaN,NaN,0.0,5.696687064019215,4.144590508598431,8.180373069928967,6.900124792311128,0.0,0.04067796610169491,17.722336934243916,12.619738436432518,25.632879358858105,19.362161681675705,0.0,0.7762711864406779,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.45_s1.20e-03,0.45,0.0012,1.0,18.1771363171827,14.104639821994795,22.301241233855865,18.10406929577959,14.375230463085858,0.8677966101694915,58.289771073895814,45.08801525464803,71.797308084913,58.12496048166388,47.57615531168794,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.60_s7.50e-05,0.6,7.5e-5,1.0,6.296252287768257,4.786981579957624,8.021932176734317,6.318786560017892,0.776001152882721,0.0,19.815988994875855,14.71575247988367,25.609499024159405,19.851521291683714,2.6211024783462618,0.9389830508474576,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.60_s1.50e-04,0.6,0.00015,1.0,7.022304626282123,5.387525663095216,8.789073918317422,7.000930503074727,1.552002305765442,0.0,22.13578758577363,16.702705939671738,27.969875587309005,22.09283101614292,5.2422049566925235,0.9898305084745763,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.60_s3.00e-04,0.6,0.0003,1.0,8.321308259959899,6.530627052162366,10.223622975569295,8.365227196846192,3.104004611530884,0.0,26.431566901101288,20.50940907747953,32.75045947344897,26.57580176520114,10.484409913385047,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.60_s6.00e-04,0.6,0.0006,1.0,11.040959551872119,8.75080930470271,13.52735692355315,11.093855804861802,6.208009223061768,0.006779661016949152,35.35401736140856,27.72769975881426,43.447711782481065,35.54314738277177,20.968819826770094,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.60_s1.20e-03,0.6,0.0012,1.0,16.59084308718763,12.932282664729065,20.428117611418145,16.551253821469952,12.416018446123536,0.7254237288135593,53.63444022143939,41.619693672238064,66.1532493315603,53.48344642030415,41.93763965354019,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.75_s7.50e-05,0.75,7.5e-5,1.0,6.200471324539947,4.687530146934461,7.904908336078248,6.222064226185005,0.6601627594583459,0.0,19.537495357293277,14.405577472695995,25.260015118113447,19.56160348872248,2.2753076073477905,0.9152542372881356,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.75_s1.50e-04,0.75,0.00015,1.0,6.812130433020031,5.189520961819403,8.6031705387315,6.807484932291384,1.3203255189166918,0.0,21.418917011840193,16.18414221426725,27.41580206995323,21.512965952680332,4.550615214695581,0.9796610169491525,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.75_s3.00e-04,0.75,0.0003,1.0,7.948506899075656,6.213347616933861,9.780136004844483,7.978332443402587,2.6406510378333836,0.0,25.442997713993798,19.566874897863215,31.5185083455264,25.415953861789983,9.101230429391162,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.75_s6.00e-04,0.75,0.0006,1.0,10.252492223139743,8.15595566870032,12.590669419616138,10.320051855196159,5.281302075666767,0.0,32.982677054105224,25.96986278450907,40.67121942398678,33.2229809002321,18.202460858782324,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp126,on0.75_s1.20e-03,0.75,0.0012,1.0,15.018510912753676,11.767116734024517,18.325327950496924,15.003588188889267,10.562604151333534,0.5084745762711864,49.02549669712826,38.14059348076979,59.88561525360057,48.841234206612924,36.40492171756465,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,stock,NaN,NaN,0.0,8.234818662755742,4.59791972006078,46.927955758865224,17.279558342137555,0.0,0.4271186440677966,166.59912036910808,17.255941323329562,303.7210230049346,153.17557562728396,157.918728,0.9796610169491525,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,none,NaN,NaN,0.0,6.41142835052151,4.44986133066664,8.666609658990076,6.445499951224878,0.0,0.0,27.764354603102248,16.053486691906677,41.00404353413394,27.94833435102104,0.0,0.9627118644067797,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.30_s7.50e-05,0.3,7.5e-5,1.0,7.396138414796748,5.36488989971826,9.825486174273049,7.469018879536259,1.2012612273935817,0.0,32.23569739546811,20.03005804747037,46.091422291366015,32.57515529758677,5.446353532669365,0.9932203389830508,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.30_s1.50e-04,0.3,0.00015,1.0,8.45238163698225,6.233107638575068,10.903421938007124,8.49254475896818,2.4025224547871633,0.0,36.878066760553374,24.094590318433053,50.98065100404877,37.20246155501189,10.89270706533873,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.30_s3.00e-04,0.3,0.0003,1.0,10.441363899341006,7.932292744505198,13.247587767304122,10.539617366061314,4.805044909574327,0.006779661016949152,46.162962419882305,31.9234311860867,62.25295375560289,46.45852869056911,21.78541413067746,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.30_s6.00e-04,0.3,0.0006,1.0,14.625555777597599,11.241612763482063,18.418005379954938,14.63384593722703,9.610089819148653,0.43728813559322033,64.89317815688119,46.647982215952,84.6363742464231,64.97647223064095,43.57082826135492,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.30_s1.20e-03,0.3,0.0012,1.0,22.874110353881445,17.34094532011979,28.512379390870016,22.822636219757378,19.220179638297306,0.9966101694915255,102.06119353177213,75.72874135095009,131.0300043510409,102.03552221294085,87.14165652270984,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.45_s7.50e-05,0.45,7.5e-5,1.0,7.324106527216333,5.274522731543943,9.702734888681272,7.372429069039307,1.0635678186956576,0.0,31.89245456681046,19.75251806606797,45.76328880272192,32.28855689405218,5.078703646397345,0.9898305084745763,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.45_s1.50e-04,0.45,0.00015,1.0,8.24754334669991,6.071285076791023,10.648170838501615,8.299363327553817,2.1271356373913153,0.0,36.265760322576675,23.552896262741324,50.24299487287307,36.62919532941688,10.15740729279469,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.45_s3.00e-04,0.45,0.0003,1.0,10.069748778815395,7.607476432276039,12.782435430187448,10.153247263301358,4.254271274782631,0.0,45.047632725233775,31.022864547123294,60.596938094675416,45.31171882275668,20.31481458558938,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.45_s6.00e-04,0.45,0.0006,1.0,13.835453940100729,10.61837226042461,17.403962852773997,13.861076785977506,8.508542549565261,0.2847457627118644,62.52017880194573,44.8535609194264,81.8726776790586,62.681744896286965,40.62962917117876,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.45_s1.20e-03,0.45,0.0012,1.0,21.3064427040063,16.274424587632787,26.61297934716903,21.276982246419237,17.017085099130522,0.9864406779661017,97.13683420407949,72.12518795798331,125.4255085985098,97.44165381953559,81.25925834235753,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.60_s7.50e-05,0.6,7.5e-5,1.0,7.246610578580496,5.185369580516505,9.584546637015377,7.275452844235885,0.9411170676355128,0.0,31.54730361150672,19.47379285689712,45.43349931368269,32.00054015275107,4.72629641776311,0.9898305084745763,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.60_s1.50e-04,0.6,0.00015,1.0,8.045930843354864,5.915074513810339,10.46404080836256,8.105409553214118,1.8822341352710257,0.0,35.630614633265786,22.96005371642223,49.545200734832214,36.05310124027924,9.45259283552622,0.9966101694915255,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.60_s3.00e-04,0.6,0.0003,1.0,9.704457786621377,7.297045477691252,12.34471603389967,9.765334416839618,3.7644682705420514,0.0,43.92569699817056,30.192028562878253,59.08056063878004,44.159288430176915,18.90518567105244,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.60_s6.00e-04,0.6,0.0006,1.0,13.053972282464784,10.028223110690236,16.425673877093324,13.085229911126108,7.528936541084103,0.15932203389830507,60.32261565674228,43.08223154619009,79.0589876702631,60.37591695466834,37.81037134210488,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.60_s1.20e-03,0.6,0.0012,1.0,19.74518931452503,15.163731779361205,24.608553700236957,19.72520384264379,15.057873082168205,0.9559322033898305,92.44814013072204,68.50680300243434,119.83670752668144,92.82614301308719,75.62074268420976,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.75_s7.50e-05,0.75,7.5e-5,1.0,7.117540685127787,5.098739916089615,9.483030699944697,7.178792322709815,0.8252786742111375,0.0,31.296141874889237,19.19501685397234,45.10354573882037,31.712391223873908,4.38050154676464,0.9898305084745763,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.75_s1.50e-04,0.75,0.00015,1.0,7.8529020319472895,5.723270936779707,10.28411896194583,7.912087464103103,1.650557348422275,0.0,35.09852031456356,22.44955426330378,48.86488284261,35.47674896522879,8.76100309352928,0.9966101694915255,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.75_s3.00e-04,0.75,0.0003,1.0,9.314848086505135,7.002342861913787,11.887700430754586,9.378686055184804,3.30111469684455,0.0,42.6805508739416,29.372086158480563,57.60593323325351,43.00636638864851,17.52200618705856,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.75_s6.00e-04,0.75,0.0006,1.0,12.264823783966142,9.439982062313016,15.287529919549167,12.311916460520889,6.6022293936891,0.07796610169491526,58.177698090096186,41.323831494796785,76.21092065527007,58.06920433264821,35.04401237411712,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp245,on0.75_s1.20e-03,0.75,0.0012,1.0,18.15686555424488,13.992222772403398,22.6472148467113,18.17851008376157,13.2044587873782,0.8677966101694915,88.04612894190434,64.9341488827662,114.44353826901536,88.20925510164953,70.08802474823425,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp585,stock,NaN,NaN,0.0,36.896587171721954,13.649300695867112,62.4175078222436,37.27303803267707,30.847399400000004,0.9254237288135593,278.9420235695103,177.10371930220242,422.7552629999215,287.1899180934753,230.47535039999988,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp585,none,NaN,NaN,0.0,8.23408841803315,5.13365649795546,11.979136118233846,8.366552961684235,0.0,0.0,79.0615308939303,34.90919070339321,135.8299276440464,80.70476852411448,0.0,0.9932203389830508,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp585,on0.30_s7.50e-05,0.3,7.5e-5,1.0,9.563315238650828,6.256106367022196,13.233268236106639,9.675445678743433,1.5211373664621124,0.006779661016949152,87.48294074438921,42.831493001487,147.79823909446014,90.13629142435144,11.180724770577429,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
ssp585,on0.30_s1.50e-04,0.3,0.00015,1.0,10.886919230260538,7.402253593472745,14.732344028742713,10.984348557978835,3.042274732924225,0.04067796610169491,96.63147621804774,51.675459710929516,159.61454645486836,99.57003022979414,22.361449541154858,1.0,0.0,"scope_ais_onset_sweep.jl | tag L29 (295 draws) | projections 1850-2300 fixed FaIR-mean climate, ref (1995, 2014), LWS central | arms as hindcast file | fd_cm = cumulative fast-dynamics (ramp or binary) contribution, cm SLE | tipped15 = share of draws with AIS@h > 15 cm | 2026-09-22T06:30:38.261"
