year,component,med_diff_cm,p05_diff_cm,p95_diff_cm
2025,glaciers,0.0,0.0,0.0
2026,glaciers,0.0,0.0,0.0
2027,glaciers,0.0,0.0,0.0
2028,glaciers,0.0,0.0,0.0
2029,glaciers,0.0,0.0,0.0
2030,glaciers,0.0,0.0,0.0
2031,glaciers,0.0,0.0,0.0
2032,glaciers,0.000258682611674832,0.0001358973223436699,0.00039906468772925584
2033,glaciers,0.0006250894439090438,0.0003830354624388299,0.0009450581872764373
2034,glaciers,0.0010314605139156718,0.0006767737683390784,0.0015379640905974325
2035,glaciers,0.0014622772741450518,0.0009788282560868832,0.0021632798427228205
2036,glaciers,0.0018911325268953227,0.0012716497274545269,0.0027955375685213557
2037,glaciers,0.002322326162393029,0.0015662879671199726,0.0034632414191304137
2038,glaciers,0.0027539868109291987,0.0018437242285585852,0.004119293281097747
2039,glaciers,0.003188806711345471,0.002132689276795041,0.004754857308684012
2040,glaciers,0.0036199994426597826,0.0024037314506926144,0.005403591708025201
2041,glaciers,0.004043263451425805,0.002690318836515404,0.0060860980400516684
2042,glaciers,0.004460931478705632,0.0029619493321029647,0.00671027571689784
2043,glaciers,0.004881609015314314,0.003216893280560118,0.007335615788871009
2044,glaciers,0.0052965077355642265,0.00347941863864536,0.007949377022202596
2045,glaciers,0.005691966850041474,0.003728361255614754,0.008543513401804415
2046,glaciers,0.0060836976973743795,0.0039792490673491885,0.009121712715897033
2047,glaciers,0.0064670021981330095,0.0042055533305711545,0.009660510975945289
2048,glaciers,0.006847583761884213,0.00445121707392433,0.01023484600413056
2049,glaciers,0.0072084464663841885,0.004698816138406947,0.010805321548160142
2050,glaciers,0.007568960787811996,0.004940122110800882,0.011260722974180926
2051,glaciers,0.007918275209877201,0.005155913339567775,0.011802179374741328
2052,glaciers,0.008261190191051426,0.005385449389133434,0.012271401333491826
2053,glaciers,0.008576624778777298,0.0056061917670052535,0.012735610713289876
2054,glaciers,0.00889051221106163,0.0057989891474813145,0.01321484558004684
2055,glaciers,0.009199872006282916,0.005972577107755184,0.013695308887565715
2056,glaciers,0.009497841974055454,0.006183190571866737,0.01418543050294514
2057,glaciers,0.00977338460697208,0.0063853951079753555,0.014633355372695254
2058,glaciers,0.010045320137834324,0.006578276341981759,0.015043562664918216
2059,glaciers,0.01031369828782136,0.006766725441489995,0.015491986503777255
2060,glaciers,0.010569671265887592,0.006931199182794057,0.015814542742053916
2061,glaciers,0.010824188408682822,0.007091570637346755,0.016152933232130715
2062,glaciers,0.01104489429838118,0.007269665732000962,0.016520095223359555
2063,glaciers,0.011284019210864749,0.0074280260278122515,0.016848227381075182
2064,glaciers,0.011496317219067187,0.007582122007223547,0.017132037249611893
2065,glaciers,0.011711001444552949,0.007728002346596608,0.017447629201302647
2066,glaciers,0.01191626976340654,0.007860760866364202,0.017745618191973022
2067,glaciers,0.012106422112373671,0.007995474188523399,0.018063458689075773
2068,glaciers,0.012299415315423445,0.008131452305612453,0.018374502052599873
2069,glaciers,0.012465132406238588,0.008270734461612151,0.018700687957209625
2070,glaciers,0.012641008274147936,0.00837771153429907,0.0190277642354566
2071,glaciers,0.012803553868756978,0.008470445298121732,0.019227689695948676
2072,glaciers,0.012957323193578674,0.008587806928339069,0.019467651912026616
2073,glaciers,0.013127539597456384,0.008712956556619123,0.01965426851418783
2074,glaciers,0.013285586629422141,0.008822129914540077,0.01986321547109817
2075,glaciers,0.013417323945218662,0.008918472393384124,0.019962395712673678
2076,glaciers,0.013555477558035989,0.009017778423184453,0.020188592910114878
2077,glaciers,0.013666989168209298,0.00912123848857993,0.020340231618198958
2078,glaciers,0.013810719327745247,0.009234976108916815,0.020461005207796833
2079,glaciers,0.013921122465021085,0.00934421847440392,0.020610517318110408
2080,glaciers,0.014026904654002692,0.009423610372834991,0.020757384826615245
2081,glaciers,0.014121995148904887,0.009498016442577572,0.020888118740530537
2082,glaciers,0.014221094181317007,0.0095748210027355,0.020933652039787365
2083,glaciers,0.014332287562227819,0.009629272592067473,0.020971613097049955
2084,glaciers,0.01443186218036363,0.009687818964868013,0.021074546083024438
2085,glaciers,0.014498557671275947,0.009753646795808013,0.021167571821058568
2086,glaciers,0.014575421092460239,0.009831849782857472,0.021261858882961702
2087,glaciers,0.014641607943532975,0.009902467028567319,0.021363620749720005
2088,glaciers,0.014697237068297397,0.00995333926281683,0.02139823565816243
2089,glaciers,0.01473856145184893,0.009989775312066662,0.021503296642246816
2090,glaciers,0.01478826290797386,0.010028361586719025,0.021489837792364415
2091,glaciers,0.014848840376223471,0.010068216201591262,0.021534851659196972
2092,glaciers,0.01489795181083764,0.010124332760207189,0.021601472441125848
2093,glaciers,0.01493888082491246,0.010182718933182766,0.0216268764014492
2094,glaciers,0.014961249784002817,0.010207028367498518,0.021654133558229382
2095,glaciers,0.014988167605993752,0.010256934742443312,0.021667362242016174
2096,glaciers,0.015008194414866338,0.010287729650858156,0.02168012116866773
2097,glaciers,0.015030121875335922,0.01031995803334631,0.02167897267602097
2098,glaciers,0.015053451857518496,0.01037255412337652,0.021692269024195188
2099,glaciers,0.015089432430006156,0.010403597490053151,0.02166485029379821
2100,glaciers,0.015094872514584523,0.010407887066677547,0.02165149275974834
2101,glaciers,0.015120600184461708,0.010422583499042837,0.02163581827893708
2102,glaciers,0.01513853254952302,0.010438030014892075,0.02162247682050724
2103,glaciers,0.015140726137131466,0.010467384565601456,0.02158793681327857
2104,glaciers,0.015141627710517191,0.010466088808581731,0.021553746006721927
2105,glaciers,0.015135572854578783,0.01049966126912114,0.021514589295239615
2106,glaciers,0.015125124539734358,0.010508622677888456,0.021470598870247493
2107,glaciers,0.01512254438331695,0.010530087059734683,0.02147701879791679
2108,glaciers,0.015114062078522394,0.010507742704499811,0.021464400196231814
2109,glaciers,0.015112004990445627,0.010470350054513577,0.021359700812120155
2110,glaciers,0.015106515692817624,0.010450403769220974,0.02124965390408473
2111,glaciers,0.015078108975448146,0.010418850384962042,0.021161348993732964
2112,glaciers,0.015065010906484488,0.010389855677888705,0.02105468582694492
2113,glaciers,0.01502927245405239,0.010372883655421728,0.020987265194898616
2114,glaciers,0.015019141496420474,0.010393880210683016,0.020949665572335262
2115,glaciers,0.014989092548304939,0.010365706439238221,0.020875315049824827
2116,glaciers,0.014956356838588647,0.010365685199547503,0.02080359083689753
2117,glaciers,0.014929639364032354,0.010357705853641087,0.020715742632346944
2118,glaciers,0.014884838430452518,0.010333172358198972,0.02059551076962567
2119,glaciers,0.01484643724506185,0.010345395064592732,0.02052218568016819
2120,glaciers,0.014811696601899627,0.010332752921155385,0.020470915904417988
2121,glaciers,0.014768888327908236,0.010334486885410587,0.020334630069856984
2122,glaciers,0.014723896293562078,0.01028787517360108,0.02022062212933733
2123,glaciers,0.01465963195349751,0.010230597390537888,0.020109854193051467
2124,glaciers,0.014630406968396237,0.010203088013511509,0.020018883665121657
2125,glaciers,0.01457548210948545,0.010167058321521072,0.019949919774638402
2126,glaciers,0.014516796748770489,0.010153514449574087,0.019845869279532382
2127,glaciers,0.014458606458402912,0.010112803280995486,0.019774216673604527
2128,glaciers,0.014416786945556481,0.010081788504670008,0.019699131324925467
2129,glaciers,0.014374658338846658,0.010048981962862769,0.019624374603493068
2130,glaciers,0.014312178775970352,0.010000836688550585,0.01948927943338212
2131,glaciers,0.014262511314070636,0.009977226409900198,0.01941402333018551
2132,glaciers,0.014209171050987734,0.009950759480557991,0.019256516903362275
2133,glaciers,0.014158225243463107,0.009899800728829256,0.019182721074573018
2134,glaciers,0.014108518492344402,0.009842505380193954,0.019071178667878816
2135,glaciers,0.014057799694425555,0.009843422925681012,0.01894658927158499
2136,glaciers,0.013986388466715738,0.009828519394279311,0.018797187648872435
2137,glaciers,0.013931207238622179,0.009786126147423779,0.01866172767250464
2138,glaciers,0.013861139519249832,0.009743145369053786,0.01856558741094272
2139,glaciers,0.013794327959608665,0.009693377911971623,0.018511879649200223
2140,glaciers,0.013733784691599027,0.009633062362904532,0.018352746943235763
2141,glaciers,0.013672996556024941,0.009588156576208994,0.018249573985818477
2142,glaciers,0.013607860909651492,0.009556831888180727,0.018149448182464313
2143,glaciers,0.013516098771125584,0.009530229279211256,0.01804224485532533
2144,glaciers,0.013448371007672932,0.009503860836106348,0.017945676178424817
2145,glaciers,0.013366948494054398,0.009475320217687334,0.01786337740853359
2146,glaciers,0.013305105809388706,0.009421259453273833,0.017760922896992423
2147,glaciers,0.013232353026019439,0.00938399459386563,0.017660707245360993
2148,glaciers,0.013147075078128623,0.009349760022962526,0.01758746016431214
2149,glaciers,0.013089477679844919,0.009305475715256861,0.01748776268401144
2150,glaciers,0.013008091602047855,0.00926670004623933,0.017360519720131685
2151,glaciers,0.012932018153541947,0.009227927973844353,0.01727532960315248
2152,glaciers,0.012860034285518296,0.009163290652096735,0.017178463551342383
2153,glaciers,0.01278187963275812,0.009098617271634524,0.01707686925096361
2154,glaciers,0.012696094469191621,0.009031117602773796,0.01699392063533427
2155,glaciers,0.012639963436628321,0.008949742514177217,0.016874723303318538
2156,glaciers,0.01256196152012734,0.008884002176381677,0.01674256239192804
2157,glaciers,0.012473634111241694,0.008826346574893229,0.016623374445694415
2158,glaciers,0.012400733917449003,0.008760794672622653,0.016494464327208826
2159,glaciers,0.012319378119322266,0.008703572920100554,0.01641771550740163
2160,glaciers,0.012239402246516207,0.008657783813325893,0.01631973343083626
2161,glaciers,0.012151956412644438,0.008592354613646337,0.016216381738842323
2162,glaciers,0.01207391879097841,0.008509401731424938,0.01607478626692025
2163,glaciers,0.01200208071591824,0.008439870794785519,0.015955466925055718
2164,glaciers,0.011913749092894221,0.008375260890505842,0.015832485760244274
2165,glaciers,0.01183085201720857,0.008296806548909252,0.015726191542763602
2166,glaciers,0.011740340532160332,0.008233689420001866,0.015620845307533314
2167,glaciers,0.01166453160174008,0.00816994583235271,0.015515731941991007
2168,glaciers,0.011591043900347486,0.008100051805018004,0.015411614068332824
2169,glaciers,0.01151576951897404,0.008037486653817183,0.015310651875117464
2170,glaciers,0.011446192891050089,0.007951965371294101,0.015204193794023267
2171,glaciers,0.011382289447873006,0.007881711134522717,0.015108480689565695
2172,glaciers,0.01130535175109948,0.007801026680136403,0.014995903775898788
