V_m,onset_K,tau_yr,ramp_w_K,psi_cm_per_yr,within_inventory,rms_ssp585,rms_cool,rms_all,rate_ssp585_r2300,rate_ssp585_r2300_in,rate_ssp585_x2300,rate_ssp585_x2300_in,ssp585_r2300_2150_in,ssp585_x2300_2150_in,ssp126_r2300_2150_in,ssp126_x2300_2150_in,ssp245_r2300_2150_in,ours_SSP1-2.6_2300_cm,ours_SSP1-2.6_in_matched,ours_SSP2-4.5_2300_cm,ours_SSP2-4.5_in_matched,ours_SSP5-8.5_2300_cm,ours_SSP5-8.5_in_matched,bands_ok,keeps_2100,shape_better,rate_ok,pass_shipped,pass_2150,pass_rate_r2300,pass_with_rate
0.25,3.2,100,1.0,0.25,True,0.4548852851423123,0.261566934595672,0.35187868054184107,5.991326457382954,False,19.677140307884457,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,72.17578928068761,True,True,False,True,False,False,False,False,False
0.25,3.2,100,0.5,0.25,True,0.46342018806069046,0.2616085332497354,0.35632390192397845,5.883554170574399,False,19.578807744843772,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,72.31195771425952,True,True,False,True,False,False,False,False,False
0.25,3.2,100,2.0,0.25,True,0.4360240608290553,0.2615461450244105,0.3421850730745306,6.229382764782713,False,19.892131099347296,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,71.86899537471442,True,True,False,True,False,False,False,False,False
0.25,3.2,100,4.0,0.25,True,0.4083702066235676,0.2615357526801032,0.32824847329588447,4.9268043721167345,False,20.36312501351165,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,70.6910539879318,True,True,False,True,False,False,False,False,False
0.25,3.2,100,8.0,0.25,True,0.40945492847401754,0.26153055711857826,0.32878606230300805,3.9170102903542556,False,21.865284361039414,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,61.23988352227789,True,True,False,True,False,False,False,False,False
0.25,3.2,200,1.0,0.125,True,0.4163444655964017,0.26155514697001964,0.33224048903919956,7.296709086146408,False,20.980990544963703,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,66.60649330240545,True,True,False,True,False,False,False,False,False
0.25,3.2,200,0.5,0.125,True,0.4207133373660163,0.2615849451826627,0.33444864332628194,7.220151813784128,False,20.91120556234432,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,66.8113017205464,True,True,False,True,False,False,False,False,False
0.25,3.2,200,2.0,0.125,True,0.40726865647689064,0.26154025281538756,0.3277027398802743,7.459709472977111,False,21.128550573300004,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,66.16881215393491,True,True,False,True,False,False,False,False,False
0.25,3.2,200,4.0,0.125,True,0.4088158113220584,0.2615328069767717,0.3284688607917876,5.666182694575696,False,21.431013641359527,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,64.75837519014289,True,True,False,True,False,False,False,False,False
0.25,3.2,200,8.0,0.125,True,0.4258329432255791,0.26152908436723615,0.33700438483266454,4.286699451583743,False,22.243958067549443,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,57.904143278628155,True,True,False,True,False,False,False,False,False
0.25,3.2,400,1.0,0.062,True,0.42360548365470596,0.2615434449747076,0.3358863296987207,6.610692810490264,False,20.292561564268254,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,60.49789388146036,True,True,False,True,False,False,False,False,False
0.25,3.2,400,0.5,0.062,True,0.4250041282062142,0.2615615330749199,0.3366007500699176,6.5784278200384145,False,20.263164796687136,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,60.6751643125305,True,True,False,True,False,False,False,False,False
0.25,3.2,400,2.0,0.062,True,0.420832507795507,0.2615344028330641,0.33448489676834536,6.678157532995044,False,20.353705525935396,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,60.1287266972698,True,True,False,True,False,False,False,False,False
0.25,3.2,400,4.0,0.062,True,0.43288590923074677,0.2615298822395298,0.34058011061532284,5.187536406844416,False,20.475044553565567,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.0327972618031,True,True,False,True,False,False,False,False,False
0.25,3.2,400,8.0,0.062,True,0.45009699327388875,0.26152762206210595,0.3493893810672469,4.04737630771811,False,20.775922251222056,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.79263650272135,True,True,False,True,False,False,False,False,False
0.25,3.2,800,1.0,0.031,True,0.44754722411284614,0.2615353690726349,0.3480802446132519,5.3127376288623225,False,18.9933913551219,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.93649053493255,True,True,False,True,False,False,False,False,False
0.25,3.2,800,0.5,0.031,True,0.44778455135386047,0.26154537780824094,0.34820682440782885,5.302264342367522,False,18.98385137899831,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,56.053052988165504,True,True,False,True,False,False,False,False,False
0.25,3.2,800,2.0,0.031,True,0.44711172318866166,0.26153036531500684,0.3478540446712879,5.334441215614973,False,19.01307252844768,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.69682947612544,True,True,False,True,False,False,False,False,False
0.25,3.2,800,4.0,0.031,True,0.45800779903351524,0.26152786358876623,0.3534777951303201,4.3731698084854,False,19.051510999990597,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.0130450775609,True,True,False,True,False,False,False,False,False
0.25,3.2,800,8.0,0.031,True,0.4698836222977646,0.261526612763793,0.35965810002235327,3.640193008538603,False,19.143172101986437,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.63797208961137,True,True,True,True,False,True,True,False,False
0.25,3.2,1600,1.0,0.016,True,0.468348088476586,0.2615306323614882,0.35885782113520776,4.278092428351968,False,17.95832443345401,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.14350949477031,True,True,False,True,False,False,False,False,False
0.25,3.2,1600,0.5,0.016,True,0.46829967573896947,0.26153590322276143,0.3588348529945453,4.275108895031266,False,17.955607097491026,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.21033669987228,True,True,False,True,False,False,False,False,False
0.25,3.2,1600,2.0,0.016,True,0.4684649249943875,0.26152799710486063,0.35891766512921436,4.284247583613578,False,17.96390757170866,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.00697765936648,True,True,False,True,False,False,False,False,False
0.25,3.2,1600,4.0,0.016,True,0.4755421976159168,0.2615266795200535,0.3626208421282775,3.73835218028691,False,17.974725687657156,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.62496379071614,True,True,True,True,False,True,True,False,False
0.25,3.2,1600,8.0,0.016,True,0.4825013229031215,0.26152602073852715,0.3662793010194571,3.3227841944393646,False,18.000031258386997,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.36575390430241,True,True,True,True,False,True,True,False,False
0.25,3.2,3200,1.0,0.008,True,0.48169364799530295,0.2615280673870791,0.36585470644279194,3.6389932731117938,False,17.319101548195846,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.59731557882093,True,True,False,True,False,False,False,False,False
0.25,3.2,3200,0.5,0.008,True,0.4816195045275695,0.26153077293409266,0.36581682024129913,3.638197067216126,False,17.3183764248204,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.63309412872239,True,True,False,True,False,False,False,False,False
0.25,3.2,3200,2.0,0.008,True,0.48185102061852575,0.26152671466014177,0.36593701085979574,3.640632221520363,False,17.320588388229282,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.5244490247436,True,True,True,True,False,True,True,False,False
0.25,3.2,3200,4.0,0.008,True,0.4858662895706519,0.26152603830831606,0.36805426470074587,3.3497376189272785,False,17.32345799608865,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.322533167670834,True,True,True,True,False,True,True,False,False
0.25,3.2,3200,8.0,0.008,True,0.48963343264362014,0.261525700135314,0.3700456383254767,3.128476913759542,False,17.330106781846013,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,50.6739103878951,True,True,True,True,False,True,True,False,False
0.25,4.0,100,1.0,0.25,True,0.4247269433008976,0.2615253619642525,0.33644390248094785,6.367793334747049,False,20.023039822458855,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,71.70108496047528,True,True,False,True,False,False,False,False,False
0.25,4.0,100,0.5,0.25,True,0.43418641986398104,0.2615253619642525,0.341239575442299,6.253457021150923,False,19.912341778183134,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,71.86407133648282,True,True,False,True,False,False,False,False,False
0.25,4.0,100,2.0,0.25,True,0.40751790407007416,0.2615253619642525,0.32781953240370904,5.752888412642932,False,20.239554835041844,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,71.26350524952778,True,True,False,True,False,False,False,False,False
0.25,4.0,100,4.0,0.25,True,0.4022685137533446,0.2615253619642525,0.3252157619692654,4.318476649927135,False,20.766875444521872,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,68.07987722197397,True,True,False,True,False,False,False,False,False
0.25,4.0,100,8.0,0.25,True,0.41512131346299164,0.2615253619642525,0.3316136169200772,3.612846429259463,False,22.621598374444886,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.0108902518621,True,True,False,True,False,False,False,False,False
0.25,4.0,200,1.0,0.125,True,0.40189335439125956,0.2615253619642525,0.32503017750950974,7.556304519020345,False,21.21975846071743,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,65.92142494747755,True,True,False,True,False,False,False,False,False
0.25,4.0,200,0.5,0.125,True,0.40623280120458033,0.2615253619642525,0.32718090482197765,7.479596552340865,False,21.145158397207894,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,66.14774245156985,True,True,False,True,False,False,False,False,False
0.25,4.0,200,2.0,0.125,True,0.4006233028043252,0.2615253619642525,0.3244024063878972,6.695210951379678,False,21.361005368940766,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,65.3524434822636,True,True,False,True,False,False,False,False,False
