V_m,onset_K,tau_yr,ramp_w_K,psi_cm_per_yr,within_inventory,rms_ssp585,rms_cool,rms_all,rate_ssp585_r2300,rate_ssp585_r2300_in,rate_ssp585_x2300,rate_ssp585_x2300_in,ssp585_r2300_2150_in,ssp585_x2300_2150_in,ssp126_r2300_2150_in,ssp126_x2300_2150_in,ssp245_r2300_2150_in,ours_SSP1-2.6_2300_cm,ours_SSP1-2.6_in_matched,ours_SSP2-4.5_2300_cm,ours_SSP2-4.5_in_matched,ours_SSP5-8.5_2300_cm,ours_SSP5-8.5_in_matched,bands_ok,keeps_2100,shape_better,rate_ok,pass_shipped,pass_2150,pass_rate_r2300,pass_with_rate
0.25,4.0,200,4.0,0.125,True,0.41559243712169824,0.2615253619642525,0.33184957207659777,4.794280971547565,False,21.682613142776717,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,62.51677593766587,True,True,False,True,False,False,False,False,False
0.25,4.0,200,8.0,0.125,True,0.43453836933239814,0.2615253619642525,0.3414187264037282,3.8507485900696707,False,22.620081187630007,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,56.22933960970805,True,True,True,True,False,True,True,False,False
0.25,4.0,400,1.0,0.062,True,0.419216150334089,0.2615253619642525,0.33366777077010806,6.718509902558139,False,20.39177722169785,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.91682281917115,True,True,False,True,False,False,False,False,False
0.25,4.0,400,0.5,0.062,True,0.4205032055505768,0.2615253619642525,0.3343149522854822,6.687088886131804,False,20.36115174899396,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,60.10506598634061,True,True,False,True,False,False,False,False,False
0.25,4.0,400,2.0,0.062,True,0.42431889073344264,0.2615253619642525,0.3362378880846471,5.99687199883904,False,20.448842976361504,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.45844546675376,True,True,False,True,False,False,False,False,False
0.25,4.0,400,4.0,0.062,True,0.44188500208328624,0.2615253619642525,0.3451698871523678,4.449360686715778,False,20.574588867654768,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,57.517798982225564,True,True,True,True,False,True,True,False,False
0.25,4.0,400,8.0,0.062,True,0.45721454307166154,0.2615253619642525,0.35306566574620546,3.6782884476537845,False,20.91024943467187,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.7298511319879,True,True,True,True,False,True,True,False,False
0.25,4.0,800,1.0,0.031,True,0.44686589884882,0.2615253619642525,0.34772541119668765,5.347482173654441,False,19.025371657958743,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.558220918074404,True,True,False,True,False,False,False,False,False
0.25,4.0,800,0.5,0.031,True,0.4470663521490568,0.2615253619642525,0.3478284609687163,5.337426747503912,False,19.01555998482945,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.67956371180676,True,True,False,True,False,False,False,False,False
0.25,4.0,800,2.0,0.031,True,0.4519423022359641,0.2615253619642525,0.35033990179603774,4.880217695982751,False,19.043509638781757,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.26736673388693,True,True,True,True,False,True,True,False,False
0.25,4.0,800,4.0,0.031,True,0.4646850302958998,0.2615253619642525,0.35694562600312185,3.892882137129959,False,19.08283648080416,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.12569660147626,True,True,True,True,False,True,True,False,False
0.25,4.0,800,8.0,0.031,True,0.47442549787432353,0.2615253619642525,0.3620347085344717,3.400049172860875,False,19.183439169484444,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.03379994161324,True,True,True,True,False,True,True,False,False
0.25,4.0,1600,1.0,0.016,True,0.46853843164106457,0.2615253619642525,0.35895489095454236,4.287954417152903,False,17.96740287406871,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.92771888137437,True,True,True,True,False,True,True,False,False
0.25,4.0,1600,0.5,0.016,True,0.46848645989389476,0.2615253619642525,0.3589277562572802,4.285110181000036,False,17.964626053752568,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.99659978173084,True,True,False,True,False,False,False,False,False
0.25,4.0,1600,2.0,0.016,True,0.47192976423351224,0.2615253619642525,0.3607275840826695,4.022068205729525,False,17.972515886177746,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.76390053905386,True,True,True,True,False,True,True,False,False
0.25,4.0,1600,4.0,0.016,True,0.4795716188544411,0.2615253619642525,0.36473673247232413,3.4644093870707304,False,17.983513334271066,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.14388549452549,True,True,True,True,False,True,True,False,False
0.25,4.0,1600,8.0,0.016,True,0.4850699037131789,0.2615253619642525,0.36763355881318155,3.185812797831261,False,18.01106347008593,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.04289438813786,True,True,True,True,False,True,True,False,False
0.25,4.0,3200,1.0,0.008,True,0.48194575989384897,0.2615253619642525,0.3659863319335625,3.6416203666145606,False,17.321520055869257,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.48207031029171,True,True,True,True,False,True,True,False,False
0.25,4.0,3200,0.5,0.008,True,0.48187518151184894,0.2615253619642525,0.3659491565684377,3.6408640223918383,False,17.320781435519848,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.518765940986576,True,True,True,True,False,True,True,False,False
0.25,4.0,3200,2.0,0.008,True,0.4838924843948394,0.2615253619642525,0.3670123752025862,3.4997951752767738,False,17.32287741120024,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.39513721124979,True,True,True,True,False,True,True,False,False
0.25,4.0,3200,4.0,0.008,True,0.48807713357942145,0.2615253619642525,0.3692221882546629,3.2034442156272434,False,17.32578526202218,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.07194692869232,True,True,True,True,False,True,True,False,False
0.25,4.0,3200,8.0,0.008,True,0.4910000531036969,0.2615253619642525,0.3707691058185043,3.05533021210951,False,17.33299464178151,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,50.50692510522128,True,True,True,True,False,True,True,False,False
0.25,4.69,100,1.0,0.25,True,0.399535757499643,0.2615253619642525,0.32386546215773826,6.353060558407975,False,20.311327952429252,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,71.1564638397202,True,True,True,True,False,True,False,False,False
0.25,4.69,100,0.5,0.25,True,0.4089244405356971,0.2615253619642525,0.32851938785601853,6.573699699939952,False,20.198240707132868,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,71.39213651621178,True,True,True,True,False,True,False,False,False
0.25,4.69,100,2.0,0.25,True,0.3992602946823955,0.2615253619642525,0.3237295509129021,4.560036506672915,False,20.562023699718594,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,70.46091500049423,True,True,True,True,False,True,False,False,False
0.25,4.69,100,4.0,0.25,True,0.4097294344155966,0.2615253619642525,0.3289203440666598,3.733626357632346,False,21.17397986915995,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,64.30864981219659,True,True,True,True,False,True,False,False,False
0.25,4.69,100,8.0,0.25,True,0.42503965369086283,0.2615253619642525,0.3366018298437776,3.3204212831120685,False,23.476203262337606,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,57.12527654697341,True,True,True,True,False,True,True,False,False
0.25,4.69,200,1.0,0.125,True,0.3934497549985346,0.2615253619642525,0.32087130263344327,7.3643430201774285,False,21.409867290491178,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,65.19709656125194,True,True,True,True,False,True,True,False,False
0.25,4.69,200,0.5,0.125,True,0.39494708258310895,0.2615253619642525,0.3216062626670749,7.692951827554154,False,21.33677446833289,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,65.49966927676257,True,True,True,True,False,True,True,False,False
0.25,4.69,200,2.0,0.125,True,0.41123226346870634,0.2615253619642525,0.3296696813135205,5.093571616321967,False,21.566580920053127,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,64.3787674011603,True,True,True,True,False,True,True,False,False
0.25,4.69,200,4.0,0.125,True,0.4277268630506612,0.2615253619642525,0.3379606733340192,4.000393912456886,False,21.92244591127016,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.73579284669624,True,True,True,True,False,True,True,False,False
0.25,4.69,200,8.0,0.125,True,0.4443264865382625,0.2615253619642525,0.34642130365509377,3.4538050605243313,False,23.008140057581016,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.838848064223235,True,True,True,True,False,True,True,False,False
0.25,4.69,400,1.0,0.062,True,0.4190321486612762,0.2615253619642525,0.3335753072620849,6.491974263744268,False,20.46899190403684,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.326893617702375,True,True,True,True,False,True,True,False,False
0.25,4.69,400,0.5,0.062,True,0.41727454215113374,0.2615253619642525,0.33269284089275997,6.774182722150029,False,20.439603634004925,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.568947101202475,True,True,True,True,False,True,True,False,False
0.25,4.69,400,2.0,0.062,True,0.4383557262065437,0.2615253619642525,0.34336512060712643,4.683213938583918,False,20.530974515610296,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,58.69926873719276,True,True,True,True,False,True,True,False,False
0.25,4.69,400,4.0,0.062,True,0.45197265132561154,0.2615253619642525,0.350355562234769,3.795215073587869,False,20.66687280446581,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.77679883245673,True,True,True,True,False,True,True,False,False
0.25,4.69,400,8.0,0.062,True,0.46419254342247857,0.2615253619642525,0.3566892147485424,3.351215641089823,False,21.043017051061156,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.85935105710348,True,True,True,True,False,True,True,False,False
0.25,4.69,800,1.0,0.031,True,0.4486087203081343,0.2615253619642525,0.3486218905130898,5.1805253883669735,False,19.04997836770579,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.18187931049978,True,True,True,True,False,True,True,False,False
0.25,4.69,800,0.5,0.031,True,0.4466324699996166,0.2615253619642525,0.3476054290046451,5.365251086684253,False,19.04066046222951,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,55.334907715546606,True,True,True,True,False,True,True,False,False
0.25,4.69,800,2.0,0.031,True,0.4624365169834261,0.2615253619642525,0.35577566227360885,4.038767714551881,False,19.069471177061672,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.79322264033789,True,True,True,True,False,True,True,False,False
0.25,4.69,800,4.0,0.031,True,0.471169906892567,0.2615253619642525,0.3603300451458081,3.4729919615718354,False,19.111477605275923,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.14379993912052,True,True,True,True,False,True,True,False,False
0.25,4.69,800,8.0,0.031,True,0.4786232184839665,0.2615253619642525,0.36423808570645144,3.190104085081814,False,19.22241945884619,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.54285161043537,True,True,True,True,False,True,True,False,False
0.25,4.69,1600,1.0,0.016,True,0.4700306271946735,0.2615253619642525,0.3597343814131855,4.1873216272094425,False,17.97434846231829,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.71518667748682,True,True,True,True,False,True,True,False,False
0.25,4.69,1600,0.5,0.016,True,0.4686723618628248,0.2615253619642525,0.35902482098032085,4.292973753284073,False,17.971725050026066,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.80121594945504,True,True,True,True,False,True,True,False,False
0.25,4.69,1600,2.0,0.016,True,0.47829936823762637,0.2615253619642525,0.3640678827264567,3.545844772702935,False,17.97981433979541,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,52.49892348839537,True,True,True,True,False,True,True,False,False
0.25,4.69,1600,4.0,0.016,True,0.48325266771322056,0.2615253619642525,0.36667501320801466,3.2265304906473635,False,17.99149260233034,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.62141218084654,True,True,True,True,False,True,True,False,False
0.25,4.69,1600,8.0,0.016,True,0.4873782295846934,0.2615253619642525,0.36885271374840667,3.06687334961957,False,18.021634397639815,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,50.78165773129838,True,True,True,True,False,True,True,False,False
0.25,4.69,3200,1.0,0.008,True,0.48287399351143395,0.2615253619642525,0.36647541038136805,3.5864590759659336,False,17.323365109247874,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.36913686085564,True,True,True,True,False,True,True,False,False
0.25,4.69,3200,0.5,0.008,True,0.482085968591467,0.2615253619642525,0.3660601882415365,3.6429542277920177,False,17.32266910451216,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.41474665056864,True,True,True,True,False,True,True,False,False
0.25,4.69,3200,2.0,0.008,True,0.4873997448964221,0.2615253619642525,0.3688640854032267,3.246461469486946,False,17.32481230042029,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.255065811835316,True,True,True,True,False,True,True,False,False
0.25,4.69,3200,4.0,0.008,True,0.4900393996441036,0.2615253619642525,0.37026038709500286,3.076838839039368,False,17.327891159703853,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,50.802316680043695,True,True,True,True,False,True,True,False,False
0.25,4.69,3200,8.0,0.008,True,0.49221140878094255,0.2615253619642525,0.3714110086467121,2.9920275238155796,False,17.335747744274812,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,50.37210998089696,True,True,True,True,False,True,True,False,False
0.25,5.5,100,1.0,0.25,True,0.4282770003286079,0.2615253619642525,0.33823924162419144,3.1811382203113108,False,20.705028274340975,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,70.11390542394179,True,True,True,True,False,True,False,False,False
0.25,5.5,100,0.5,0.25,True,0.42044790202706195,0.2615253619642525,0.3342871285256181,3.547665517552673,False,20.573494122029018,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,70.53447752660901,True,True,True,True,False,True,False,False,False
0.25,5.5,100,2.0,0.25,True,0.4311113776057815,0.2615253619642525,0.3396764886340853,3.044177214451551,False,20.99036267025201,False,True,False,True,False,True,10.075208833708192,True,18.34276380018501,True,68.65215446601364,True,True,True,True,False,True,False,False,False
0.25,5.5,100,4.0,0.25,True,0.4333417298329335,0.2615253619642525,0.34080981631426,2.975696711521678,False,21.730584955158406,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,59.99314801869255,True,True,True,True,False,True,True,False,False
0.25,5.5,100,8.0,0.25,True,0.4423930937350567,0.2615253619642525,0.34543012133296924,2.9414564600567275,False,24.682305704486083,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.96752565022139,True,True,True,True,False,True,True,False,False
0.25,5.5,200,1.0,0.125,True,0.43930660245306974,0.2615253619642525,0.34385087662221214,3.3636668476348746,False,21.65755741573446,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,63.94696164384848,True,True,True,True,False,True,True,False,False
0.25,5.5,200,0.5,0.125,True,0.43016965496358484,0.2615253619642525,0.3391985875426309,3.875578354183446,False,21.57664791599177,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,64.42469655458885,True,True,True,True,False,True,True,False,False
0.25,5.5,200,2.0,0.125,True,0.4442395302434696,0.2615253619642525,0.34637669243569985,3.1354415281133465,False,21.827249363526334,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,62.50408141059688,True,True,True,True,False,True,True,False,False
0.25,5.5,200,4.0,0.125,True,0.44862375283795275,0.2615253619642525,0.34862962813634096,3.021328868352569,False,22.23358621676914,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,56.62185499651402,True,True,True,True,False,True,True,False,False
0.25,5.5,200,8.0,0.125,True,0.4583944024199125,0.2615253619642525,0.3536770846949,2.964272538472173,False,23.436424433785106,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.28187913913212,True,True,True,True,False,True,True,False,False
0.25,5.5,400,1.0,0.062,True,0.4584613829759878,0.2615253619642525,0.35371181043672,3.3109953241913814,False,20.567265797756193,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,58.35934113665146,True,True,True,True,False,True,True,False,False
0.25,5.5,400,0.5,0.062,True,0.4516516397645523,0.2615253619642525,0.3501899348226953,3.7362417757880593,False,20.535526271293833,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,58.718995188098575,True,True,True,True,False,True,True,False,False
0.25,5.5,400,2.0,0.062,True,0.4624595456948936,0.2615253619642525,0.3557876354400908,3.109105766391579,False,20.632735177885905,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,57.34295850883514,True,True,True,True,False,True,True,False,False
0.25,5.5,400,4.0,0.062,True,0.46616659951902334,0.2615253619642525,0.3577175259519329,3.008160987491692,False,20.783534480589083,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,53.85666437801734,True,True,True,True,False,True,True,False,False
0.25,5.5,400,8.0,0.062,True,0.47338687607287483,0.2615253619642525,0.36149047393470013,2.9576885980417416,False,21.14414546173819,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,51.899283829883785,True,True,True,True,False,True,True,False,False
0.25,5.5,800,1.0,0.031,True,0.4746001102286434,0.2615253619642525,0.36212624155387607,3.17425186049725,False,19.080932574698465,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.580056614224304,True,True,True,True,False,True,True,False,False
0.25,5.5,800,0.5,0.031,True,0.47044365787214554,0.2615253619642525,0.3599502785985444,3.447966033661231,False,19.07099207118688,False,True,True,True,False,True,10.075208833708192,True,18.34276380018501,True,54.80065598408208,True,True,True,True,False,True,True,False,False
