gate,key,value,verdict
CUBE-PREPULSE,first_diff_year,2031.0,PASS
CUBE-PREPULSE,ident_last_year,2030.0,PASS
AIS-MAP-EXACT,max_abs_degC,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_glaciers,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_gis,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_ais,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_te,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_lws,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_total,0.0,PASS
LWS-EXACT-ZERO,max_abs_cm,0.0,PASS
DRAW-PAIRING,config_mismatches,0.0,PASS
DRAW-PAIRING,row_mismatches,0.0,PASS
PAIRING,configs_used,841.0,PASS
PAIRING,median_dgmst_bias_degC,0.00037094999999975897,PASS
SUM,max_abs_cm,5.684341886080802e-14,PASS
SIGN,median_cm_2100,0.05513059860874492,PASS
SIGN,frac_negative_2100,0.0,PASS
SIGN,median_cm_2150,0.08021246174055108,PASS
SIGN,frac_negative_2150,0.0,PASS
SIGN,median_cm_2300,0.1237845664505457,PASS
SIGN,frac_negative_2300,0.0,PASS
TAP-CROSSING,mechanism_present,0.0,PASS
AIS-CROSSING,n_fired_2100,128.0,PASS
AIS-CROSSING,n_bifurcation_2100,7.0,PASS
AIS-CROSSING,p_fired_2100,0.064,PASS
AIS-CROSSING,int_over_cont_2100,0.917915763023678,PASS
P-FIRED-CONSISTENT,p_fired_exact_2100,0.07702080856123662,PASS
P-FIRED-CONSISTENT,z_2100,2.184001638299752,PASS
AIS-CROSSING,n_fired_2150,207.0,PASS
AIS-CROSSING,n_bifurcation_2150,7.0,PASS
AIS-CROSSING,p_fired_2150,0.1035,PASS
AIS-CROSSING,int_over_cont_2150,0.9360162003673291,PASS
P-FIRED-CONSISTENT,p_fired_exact_2150,0.11624197384066587,PASS
P-FIRED-CONSISTENT,z_2150,1.7778844584551363,PASS
AIS-CROSSING,n_fired_2300,242.0,PASS
AIS-CROSSING,n_bifurcation_2300,7.0,PASS
AIS-CROSSING,p_fired_2300,0.121,PASS
AIS-CROSSING,int_over_cont_2300,0.9542819190478197,PASS
P-FIRED-CONSISTENT,p_fired_exact_2300,0.13181510107015457,PASS
P-FIRED-CONSISTENT,z_2300,1.4297393920430062,PASS
MAGNITUDE,cm_per_GtCO2_2100,0.005513059860874492,PASS
