quantity,basin,v0_m,vol_share,loss_share,rate_scale,fit_cm,want_cm,calib_window_cm,tap_onset_K,tap_V_m,tap_tau,m2300_SSP1-2.6,dorm2100_SSP1-2.6,m2300_SSP2-4.5,dorm2100_SSP2-4.5,m2300_SSP5-8.5,dorm2100_SSP5-8.5,g4_rel_to_base,all_pass
basin_fit,south,3.35,0.4557823129251701,0.48139586794493455,0.5620300009550846,0.8129707831541882,0.812970783154188,2.100577162874655,,,,,,,,,,,
basin_fit,mid,1.27,0.1727891156462585,0.31679545389811764,2.5128382877877455,0.5349972141528624,0.5349972141528623,1.5114378412631013,,,,,,,,,,,
basin_fit,high,2.73,0.37142857142857144,0.20180867815694783,0.2164715676226632,0.340810069328082,0.340810069328082,0.8312715013154526,,,,,,,,,,,
p1_control_single_basin,ALL,,,,,4.329654052116854,5.7806307509160195,,,,,,,,,,,,
total_prediction,ALL,,,,,4.443286505453209,5.7806307509160195,-1.3373442454628108,,,,,,,,,,,
p2_2300,SSP2-4.5,,,,,21.65620164534642,24.092068854976677,10.806859089540103,,,,,,,,,,,
p2_2300,SSP5-8.5,,,,,58.557351457248664,62.7128976927479,28.292701776369206,,,,,,,,,,,
p3_cell,high,,,,,,,,4.0,0.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.0773155483783436,0.04195828880941982,1.4805011794431773,False
p3_cell,high,,,,,,,,4.0,0.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.0207571481469877,0.021803162392241216,1.2496871426918397,False
p3_cell,high,,,,,,,,4.0,0.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.905163947887033,0.011115979907201942,1.12729883910037,False
p3_cell,high,,,,,,,,4.0,0.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.7850719053209051,0.005612675169323056,1.0642756679363363,False
p3_cell,high,,,,,,,,4.0,1.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.5690575821842008,0.08391657761883964,1.9610023588863543,False
p3_cell,high,,,,,,,,4.0,1.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.4559407817214889,0.04360632478448243,1.4993742853836793,False
p3_cell,high,,,,,,,,4.0,1.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.2247543812015795,0.022231959814403884,1.2545976782007402,False
p3_cell,high,,,,,,,,4.0,1.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.9845702960693236,0.011225350338646111,1.1285513358726726,False
p3_cell,high,,,,,,,,4.0,1.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.060799615990058,0.12587486642825946,2.441503538329531,False
p3_cell,high,,,,,,,,4.0,1.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.8911244152959896,0.06540948717672365,1.7490614280755192,False
