quantity,basin,v0_m,vol_share,loss_share,rate_scale,fit_cm,want_cm,calib_window_cm,tap_onset_K,tap_V_m,tap_tau,m2300_SSP1-2.6,dorm2100_SSP1-2.6,m2300_SSP2-4.5,dorm2100_SSP2-4.5,m2300_SSP5-8.5,dorm2100_SSP5-8.5,g4_rel_to_base,all_pass
p3_cell,high,,,,,,,,4.0,1.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.5443448145161258,0.033347939721605824,1.3818965173011102,False
p3_cell,high,,,,,,,,4.0,1.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.1840686868177421,0.016838025507969166,1.1928270038090087,False
p3_cell,high,,,,,,,,4.0,2.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.552541649795915,0.16783315523767928,2.9220047177727086,False
p3_cell,high,,,,,,,,4.0,2.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.326308048870491,0.08721264956896486,1.9987485707673591,False
p3_cell,high,,,,,,,,4.0,2.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.8639352478306725,0.04446391962880777,1.5091953564014802,False
p3_cell,high,,,,,,,,4.0,2.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.3835670775661604,0.022450700677292223,1.2571026717453448,False
p3_cell,high,,,,,,,,5.0,0.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.072175433076017,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.0032539597090875,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8824046892784752,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,0.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.7667368112242097,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.5587773515795469,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.4209344048456884,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.1792358639844638,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.9479001078759328,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.0453792700830773,0.0,1.0,True
p3_cell,high,,,,,,,,5.0,1.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.8386148499822892,0.0,1.0,True
p3_cell,high,,,,,,,,5.0,1.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.4760670386904522,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,1.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.1290634045276557,0.0,1.0,False
p3_cell,high,,,,,,,,5.0,2.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.5319811885866073,0.0,1.0,True
p3_cell,high,,,,,,,,5.0,2.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.2562952951188904,0.0,1.0,True
p3_cell,high,,,,,,,,5.0,2.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.7728982133964406,0.0,1.0,True
p3_cell,high,,,,,,,,5.0,2.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.3102267011793791,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.0577995653356027,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.9678338018304574,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8429912575140721,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,0.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.7373211635682765,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.530025616098719,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.350094089088428,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.1004090004556575,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8890688125640664,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.002251666861835,0.0,1.0,True
p3_cell,high,,,,,,,,6.0,1.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.7323543763463989,0.0,1.0,True
p3_cell,high,,,,,,,,6.0,1.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.357826743397243,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,1.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.0408164615598563,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.4744777176249513,0.0,1.0,True
p3_cell,high,,,,,,,,6.0,2.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,2.1146146636043697,0.0,1.0,True
p3_cell,high,,,,,,,,6.0,2.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.6152444863388284,0.0,1.0,False
p3_cell,high,,,,,,,,6.0,2.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.1925641105556462,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8903124454432492,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8014870638213136,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.7177239760836179,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,0.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.6592358342145823,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.1950513763140118,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.0174006130701407,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8498744375947493,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.7328981538566779,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.4997903071847742,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.2333141623189676,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.9820248991058806,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,1.5,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8065604734987735,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,50.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.8045292380555367,0.0,1.0,True
p3_cell,high,,,,,,,,7.0,2.0,100.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.449227711567795,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,200.0,0.11897072094794803,0.0,0.2165620164534642,0.0,1.114175360617012,0.0,1.0,False
p3_cell,high,,,,,,,,7.0,2.0,400.0,0.11897072094794803,0.0,0.2165620164534642,0.0,0.8802227931408692,0.0,1.0,False
