V_m,onset_K,tau_yr,within_inventory,rms_ssp585,rms_cool,rms_all,rms_ssp585_r2300,ssp585_r2300_2150,ssp585_r2300_2150_in,rms_ssp585_x2300,ssp585_x2300_2150,ssp585_x2300_2150_in,rms_ssp126_r2300,ssp126_r2300_2150,ssp126_r2300_2150_in,rms_ssp126_x2300,ssp126_x2300_2150,ssp126_x2300_2150_in,rms_ssp245_r2300,ssp245_r2300_2150,ssp245_r2300_2150_in,ours_SSP1-2.6_2300_cm,ours_SSP1-2.6_d2100_cm,ours_SSP1-2.6_in_matched,ours_SSP2-4.5_2300_cm,ours_SSP2-4.5_d2100_cm,ours_SSP2-4.5_in_matched,ours_SSP5-8.5_2300_cm,ours_SSP5-8.5_d2100_cm,ours_SSP5-8.5_in_matched,bands_ok,keeps_2100,shape_better,all_pass
0.25,4.0,1600,True,0.46853843164106457,0.2615253619642525,0.35895489095454236,0.35837727477491454,29.28409232045275,True,0.557334955636413,46.32291188759902,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.92771888137437,0.07067715932983927,True,True,True,True,True
0.25,4.0,3200,True,0.48194575989384897,0.2615253619642525,0.3659863319335625,0.38179656141562857,28.729995504385432,True,0.5646014670991576,45.76362206664484,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.48207031029171,0.035382060525797634,True,True,True,True,True
0.25,4.69,100,True,0.399535757499643,0.2615253619642525,0.32386546215773826,0.23745063739787772,39.31315768135014,True,0.5127132120795881,57.312568771375915,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,71.1564638397202,0.0,True,True,True,True,True
0.25,4.69,200,True,0.3934497549985346,0.2615253619642525,0.32087130263344327,0.2264109490306741,34.63490602314733,True,0.5082750255283485,52.23572635686401,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,65.19709656125194,0.0,True,True,True,True,True
0.25,4.69,400,True,0.4190321486612762,0.2615253619642525,0.3335753072620849,0.2744475748677595,31.660341610431008,True,0.525218442052997,49.00076003956628,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,59.326893617702375,0.0,True,True,True,True,True
0.25,4.69,800,True,0.4486087203081343,0.2615253619642525,0.3486218905130898,0.3268716990060913,29.98238723324504,True,0.5437411702840562,47.17377588325475,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,55.18187931049978,0.0,True,True,True,True,True
0.25,4.69,1600,True,0.4700306271946735,0.2615253619642525,0.3597343814131855,0.36321588947602196,29.091149717347097,True,0.5567151862794641,46.202791853903335,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.71518667748682,0.0,True,True,True,True,True
0.25,4.69,3200,True,0.48287399351143395,0.2615253619642525,0.36647541038136805,0.38451632036850736,28.631848577800746,True,0.5643419057536169,45.70223824740478,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.36913686085564,0.0,True,True,True,True,True
0.25,5.5,100,True,0.4282770003286079,0.2615253619642525,0.33823924162419144,0.3673402875002488,30.032552422162546,True,0.48156358998596993,55.95104292669648,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,70.11390542394179,0.0,True,True,True,True,True
0.25,5.5,200,True,0.43930660245306974,0.2615253619642525,0.34385087662221214,0.3758120877997086,29.28037685372232,True,0.4947179565988514,51.3135169911313,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,63.94696164384848,0.0,True,True,True,True,True
0.25,5.5,400,True,0.4584613829759878,0.2615253619642525,0.35371181043672,0.38718946930407866,28.775585631372326,True,0.5200557606839258,48.464274203679366,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,58.35934113665146,0.0,True,True,True,True,True
0.25,5.5,800,True,0.4746001102286434,0.2615253619642525,0.36212624155387607,0.3961303867658745,28.484005006718167,True,0.5418221534219505,46.88446266153088,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,54.580056614224304,0.0,True,True,True,True,True
0.25,5.5,1600,True,0.4850147988261387,0.2615253619642525,0.3676044763090677,0.4017218336767041,28.32740507773288,True,0.5559660767602157,46.0525646863158,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.37957426629903,0.0,True,True,True,True,True
0.25,5.5,3200,True,0.4909321948849297,0.2615253619642525,0.3707331613979707,0.40484908739216513,28.246266431449566,True,0.5640266451035804,45.62569248926486,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.19192018594916,0.0,True,True,True,True,True
0.25,6.5,100,True,0.4357079207188372,0.2615253619642525,0.34201442344025934,0.4082203943911438,28.16318134469826,True,0.4615613653214533,53.977510608904595,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,67.19040350808551,0.0,True,True,True,True,True
0.25,6.5,200,True,0.4499231654222845,0.2615253619642525,0.34929879885817433,0.4082203943911438,28.16318134469826,True,0.4880756285355332,50.049909865983174,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,61.06120117734529,0.0,True,True,True,True,True
0.25,6.5,400,True,0.46671358051526424,0.2615253619642525,0.35800270315358124,0.4082203943911438,28.16318134469826,True,0.5186513685298585,47.74946798618698,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,56.32657588101882,0.0,True,True,True,True,True
0.25,6.5,800,True,0.4797064375565718,0.2615253619642525,0.3648076417286332,0.4082203943911438,28.16318134469826,True,0.5418418976690278,46.504327160624584,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,53.372895416862555,0.0,True,True,True,True,True
0.25,6.5,1600,True,0.48785301459954344,0.2615253619642525,0.36910369073183885,0.4082203943911438,28.16318134469826,True,0.5561989188328792,45.85654813268068,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.72167756731904,0.0,True,True,True,True,True
0.25,6.5,3200,True,0.4924283869648378,0.2615253619642525,0.37152603608069895,0.4082203943911438,28.16318134469826,True,0.5642052305506597,45.526162609725304,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.84847625414403,0.0,True,True,True,True,True
0.25,7.5,100,True,0.4360849473409473,0.2615253619642525,0.3422065772150832,0.4082203943911438,28.16318134469826,True,0.46227294123477813,51.44075771435348,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.72637986099269,0.0,True,True,True,True,True
0.25,7.5,200,True,0.4520745654274281,0.2615253619642525,0.35040815351940535,0.4082203943911438,28.16318134469826,True,0.4920355017841039,48.53948017640686,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.537353883112075,0.0,True,True,True,True,True
0.25,7.5,400,True,0.46880260591381284,0.2615253619642525,0.35909283241935175,0.4082203943911438,28.16318134469826,True,0.5224058539357138,46.92533517979281,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.798837212648856,0.0,True,True,True,True,True
0.25,7.5,800,True,0.4811284581453134,0.2615253619642525,0.3655559413622416,0.4082203943911438,28.16318134469826,True,0.544357691300226,46.073869425411104,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.38638053996047,0.0,True,True,True,True,True
0.25,7.5,1600,True,0.488681123006318,0.2615253619642525,0.36954161465714036,0.4082203943911438,28.16318134469826,True,0.557650956753928,45.63656866493153,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.16830661374008,0.0,True,True,True,True,True
0.25,7.5,3200,True,0.4928752343198029,0.2615253619642525,0.37176297235286926,0.4082203943911438,28.16318134469826,True,0.5649850465408268,45.41496563939212,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.05616712841917,0.0,True,True,True,True,True
0.5,3.2,100,True,0.5782117099515075,0.2616085332497354,0.41808483279289765,0.5175568048763108,56.83174940082803,False,0.6330817615255685,73.82016344442725,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24606056973106943,13.392869632869685,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,94.40967527962499,8.708453293455086,True,True,False,False,False
0.5,3.2,200,True,0.45061615234128327,0.2615849451826627,0.3496826801945945,0.3347258163205752,45.47692517261795,True,0.5422807957048174,62.47370272438532,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.2459853260009521,13.389732253201494,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,83.27108332306068,4.5702013373904355,True,True,False,True,False
0.5,3.2,400,True,0.40127256663975763,0.2615615330749199,0.3247407126397381,0.23286104670629162,37.72797184478669,True,0.51750852978687,54.736446931391114,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24591062751058984,13.387308411929494,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,71.05388448117048,2.341882211728948,True,True,True,True,True
0.5,3.2,800,True,0.4148621610243487,0.26154537780824094,0.33149334209246245,0.2546933975138421,33.19681201148966,True,0.5285380767385083,50.2139611350437,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24585907330768028,13.38583140476891,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,61.93107778811488,1.185500926233721,True,True,True,True,True
0.5,3.2,1600,True,0.44430305970821193,0.26153590322276143,0.3464140596903638,0.3121482475599068,30.746118370844243,True,0.545319987968016,47.76846614526304,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24582883474641806,13.385019205116176,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,56.3451157077904,0.596437008456338,True,True,True,True,True
0.5,3.2,3200,True,0.4673609483943684,0.26153077293409266,0.35834272637872217,0.35495133598756146,29.471613314274304,True,0.5575500526847902,46.4967980764773,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24581246010659544,13.384593682583631,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,53.252727875891644,0.29914603034803655,True,True,True,True,True
0.5,4.0,100,True,0.5194829744572494,0.2615253619642525,0.3859822965767996,0.45278635115063604,54.227893855534134,False,0.5785409594087488,71.42772888167042,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,93.46026663920034,2.1803162392241218,True,True,True,False,False
0.5,4.0,200,True,0.4119309186305913,0.2615253619642525,0.33001839594158555,0.28286063443139137,43.543853845994306,True,0.5092779446792846,60.6957230174567,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,81.90094661320487,1.1115979907201943,True,True,True,True,True
0.5,4.0,400,True,0.3849111228735137,0.2615253619642525,0.3167016545189173,0.208410870957012,36.55080585345801,True,0.5028698180348846,53.65319291764041,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,69.89174235659208,0.5612675169323056,True,True,True,True,True
0.5,4.0,800,True,0.4106050297071929,0.2615253619642525,0.32935680521078947,0.2522323918453891,32.54733285064232,True,0.523040917467882,49.61615390014176,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,61.17453855439858,0.28201469100070775,True,True,True,True,True
0.5,4.0,1600,True,0.44382226171113137,0.2615253619642525,0.34616266258288686,0.314299912081192,30.40500329620724,True,0.5432973083372703,47.45445311904861,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,55.9135344809985,0.14135431865967854,True,True,True,True,True
0.5,4.0,3200,True,0.46763092319282745,0.2615253619642525,0.3584812144322076,0.35689606255122874,29.296809664072608,True,0.556760775547076,46.335873477140254,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,53.02223733883319,0.07076412105159527,True,True,True,True,True
0.5,4.69,100,True,0.45788874691731596,0.2615253619642525,0.35341498382457404,0.37265507857022323,50.46313401800202,False,0.529577568938527,69.4337668866024,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,92.37102439769018,0.0,True,True,True,True,True
0.5,4.69,200,True,0.3778648001613835,0.2615253619642525,0.3132890547892168,0.22970931167567016,41.1066307015964,True,0.482490669890615,59.280082057578575,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,80.45228984075364,0.0,True,True,True,True,True
0.5,4.69,400,True,0.3749723800327809,0.2615253619642525,0.31189585326723934,0.19844765574136913,35.15750187616376,True,0.49175918853200046,52.81014942298313,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,68.71188395365452,0.0,True,True,True,True,True
0.5,4.69,800,True,0.41073272143825773,0.2615253619642525,0.32942048563249815,0.2608874149352162,31.80159312179182,True,0.5189802439867776,49.156181110360066,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,60.42185533924934,0.0,True,True,True,True,True
0.5,4.69,1600,True,0.44581391864334374,0.2615253619642525,0.3471848628508644,0.3224054605840671,30.01911808999593,True,0.5418069943234799,47.21421305165723,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,55.488470073223404,0.0,True,True,True,True,True
0.5,4.69,3200,True,0.4692154106345998,0.2615253619642525,0.3593084324102601,0.36193325371878005,29.100515810903236,True,0.556174903251243,46.213105838660134,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.79637043996105,0.0,True,True,True,True,True
0.5,5.5,100,True,0.4016663194285352,0.2615253619642525,0.32491790014652383,0.33595783789004213,31.901923499626832,True,0.45804366111406924,66.71071519724353,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,90.28590756613333,0.0,True,True,True,True,True
0.5,5.5,200,True,0.4005624224439803,0.2615253619642525,0.3243723334071448,0.34721736911081746,30.39757236274638,True,0.44759424385948243,57.43566332611317,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,77.95202000594674,0.0,True,True,True,True,True
0.5,5.5,400,True,0.4264353362555082,0.2615253619642525,0.3373072002985696,0.36744036240182587,29.387989918046394,True,0.47820682982650053,51.73717775120931,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,66.77677899155269,0.0,True,True,True,True,True
0.5,5.5,800,True,0.45393709111028524,0.2615253619642525,0.35136997886072585,0.38442192704835376,28.80482866873808,True,0.5141376735620188,48.57755466691233,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,59.21820994669837,0.0,True,True,True,True,True
0.5,5.5,1600,True,0.47324266193971026,0.2615253619642525,0.36141493577636374,0.3953283287208239,28.491628810767505,True,0.5400303201398658,46.91375871648217,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,54.817245250847826,0.0,True,True,True,True,True
0.5,5.5,3200,True,0.48464149888467994,0.2615253619642525,0.3674074876030641,0.4015054198103316,28.329351518200873,True,0.5554711178317985,46.060014322380276,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.44193709014809,0.0,True,True,True,True,True
0.5,6.5,100,True,0.40621405249997916,0.2615253619642525,0.32717159343332713,0.4082203943911438,28.16318134469826,True,0.4041977517256258,62.76365056165976,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,84.43890373442079,0.0,True,True,True,True,True
0.5,6.5,200,True,0.41744714535239197,0.2615253619642525,0.3327794414254949,0.4082203943911438,28.16318134469826,True,0.42647432270754726,54.90844907581692,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,72.18049907294035,0.0,True,True,True,True,True
0.5,6.5,400,True,0.4415607206913253,0.2615253619642525,0.3450038506934336,0.4082203943911438,28.16318134469826,True,0.47255459972158154,50.307565316224526,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,62.71124848028741,0.0,True,True,True,True,True
0.5,6.5,800,True,0.46375942618612653,0.2615253619642525,0.3564637865490885,0.4082203943911438,28.16318134469826,True,0.5133241864125532,47.81728366509974,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,56.80388755197488,0.0,True,True,True,True,True
0.5,6.5,1600,True,0.47881428658489156,0.2615253619642525,0.3643385203151589,0.4082203943911438,28.16318134469826,True,0.5402613734839242,46.521725609211934,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,53.501451852887854,0.0,True,True,True,True,True
0.5,6.5,3200,True,0.48760660661864286,0.2615253619642525,0.3689734273597208,0.4082203943911438,28.16318134469826,True,0.5557666014069529,45.86095456330118,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.755049226537835,0.0,True,True,True,True,True
0.5,7.5,100,True,0.40124064963346673,0.2615253619642525,0.3247074568556049,0.4082203943911438,28.16318134469826,True,0.3941373205365254,57.69014477255753,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,55.51085644023515,0.0,True,True,True,True,True
0.5,7.5,200,True,0.418776138068158,0.2615253619642525,0.3334466831390475,0.4082203943911438,28.16318134469826,True,0.42907227506994766,51.88758969666429,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,53.13280448447392,0.0,True,True,True,True,True
0.5,7.5,400,True,0.4446019832269797,0.2615253619642525,0.3465626615290017,0.4082203943911438,28.16318134469826,True,0.4782237515869178,48.65929970343618,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.65577114354749,0.0,True,True,True,True,True
0.5,7.5,800,True,0.46624129681442983,0.2615253619642525,0.3577564642496352,0.4082203943911438,28.16318134469826,True,0.5178011233220159,46.95636819467277,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.83085779817071,0.0,True,True,True,True,True
