ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvML,glaciers,2100,fixed,2000,9.47414665539766,9.491212000506613,8.265516118351938,10.813529200291018,2.5480130819390805,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,gis,2300,joint,2000,9.947460933333842,10.392043059911503,6.449923737329608,15.664423493392059,9.214499756062452,1.39662181482666,0.9723530149082387,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,fixed,2000,6.0737008637249215,15.444898419654434,4.102655527826559,49.59473368660825,45.492078158781695,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2100,joint,2000,5.785750837103926,16.987025632100824,3.6846678710981347,57.44406498535884,53.75939711426071,1.1817309582258138,0.9525906801994856,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,fixed,2000,10.033614600668436,28.1586655677343,6.603632631085867,96.72746897236814,90.12383634128227,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2150,joint,2000,9.530279669035009,31.97398796820285,5.647434625570536,113.94207176528184,108.2946371397113,1.2016203652230202,0.9498351340303728,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,fixed,2000,15.07284560485408,32.92389503100158,10.587807350850806,102.66950488065436,92.08169752980355,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,ais,2300,joint,2000,14.436918490365827,40.802376014108155,8.16494355788002,146.89564722399146,138.73070366611145,1.5066045412684674,0.9578097506496411,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2100,fixed,2000,18.649473586907344,18.635004866037722,16.56930651045719,20.746190610889016,4.176884100431828,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2100,joint,2000,18.44626246341556,18.634602715986407,12.401159019071514,25.373122607523648,12.971963588452134,3.105655621881159,0.9891036536476587,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2150,fixed,2000,23.541734690330834,23.523470432820613,20.915883553185044,26.188477273667296,5.272593720482252,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2150,joint,2000,23.175802956685637,23.522849413529702,14.45893374246706,33.60002216702047,19.14108842455341,3.6302983767167043,0.9844560420691728,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2300,fixed,2000,15.91251964024833,15.90017431565059,14.137633110354573,17.701527285352775,3.563894174998202,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,te,2300,joint,2000,15.603896200766183,15.881370007531084,5.634705171013958,27.120207874443917,21.485502703429958,6.028659002884337,0.9806049923921833,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2100,fixed,2000,44.878307773818726,53.634083274753706,40.94133938653497,87.3882734905316,46.44693410399663,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2100,joint,2000,45.168237676450374,55.16981147953621,34.08050573375264,102.06426276476542,67.98375703101277,1.4636866424551143,1.0064603572864836,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2150,fixed,2000,60.71630162956636,77.99516942051365,54.78088940356172,146.2706869933942,91.48979758983248,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2150,joint,2000,61.23401515844968,81.76894340461108,44.201334567926935,173.3349112041132,129.13357663618626,1.4114532990347028,1.0085267632413106,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2300,fixed,2000,63.53923369421902,80.7111070586509,56.86699462730999,150.25257935988637,93.38558473257638,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvML,total,2300,joint,2000,64.49966964526692,88.48528798444165,44.63063531343775,203.78871664024592,159.15808132680817,1.7043110216912085,1.015115636358946,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvML | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
