year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected
1900,-0.7680707136561488,-0.6404175233764293,-0.5089722711825725,-1.2884135873484386,-0.009395475922568772,-0.6340783032503996,-6.209928379948173,-5.5578441093336055,-4.835232052455078,-7.246543901361244,-3.7698157597063076,-7.27700420293,-4.272625381987024,-4.083405920434109,-3.9097620134722657,-5.166300524256844,-2.992999994958484,-4.130332357233222,-4.007022164282818,-3.725160622666685,-3.3654613320593447,-4.871122412519071,-2.5389904790801836,-3.6098928928375242,-13.79236743310832,-12.626212242959015,-11.71562309320788,NaN,NaN,-13.937918849348069,-5.818180599462535
1901,-0.7602174657988148,-0.6350232245719531,-0.5066846102907919,-1.260627042981028,0.025577404775809828,-0.6286254796114836,-6.174054707633272,-5.529935838573959,-4.81463514151797,-7.22808730097567,-3.6658048673076453,-7.19201579961,-4.207623949183827,-4.02870434974532,-3.8633622019464235,-5.0879598749745325,-2.9988223660418605,-4.14182832891291,-3.978905545098692,-3.6990217798220337,-3.3418464403085895,-4.811512888265706,-2.561262656997579,-3.6964476108551025,-13.381091668946034,-12.217643425246868,-11.309894833991867,NaN,NaN,-13.717743189686836,-5.757505922866993
1902,-0.7517299583624933,-0.6294135293065202,-0.5041214722041693,-1.27768268683577,0.06076765293757409,-0.6231535824862393,-6.103928640394926,-5.468996358634222,-4.768737754967288,-7.149287099928012,-3.708605254107636,-7.10599819097,-4.144731595821299,-3.9720591075937337,-3.8140591385397657,-5.0746749423878885,-2.973812097570976,-4.110059530084785,-3.954904052812247,-3.6767085980413916,-3.321687806068489,-4.791244550892095,-2.569216591029241,-3.7697138309478753,-13.087680191479508,-11.93764245432582,-11.041086720436022,NaN,NaN,-13.307361420412224,-5.695802040951451
1903,-0.7439097258693853,-0.6238928629055543,-0.5016030566713642,-1.256112779012526,0.022090844031654924,-0.6177760037508879,-6.0304601887751375,-5.40901582130948,-4.720431898236582,-7.145476656964468,-3.685782065046192,-7.04884410771,-4.106769754237091,-3.9389424371441546,-3.7856760406182537,-4.974077049733107,-2.828700058365895,-4.069244558160955,-3.9354162406295954,-3.6585915955421733,-3.305320170538107,-4.80275818370155,-2.527428334005575,-3.89201683998108,-12.956435154344865,-11.817328479051536,-10.929464161762215,NaN,NaN,-13.366047505500095,-5.662961684415908
1904,-0.73667697526479,-0.6186784367948299,-0.4983597392086276,-1.2318593984093875,-0.0027989119676523795,-0.612356558713046,-5.973434320330548,-5.36196407860808,-4.684085004173848,-7.034219188267392,-3.657662580709405,-6.9647086707,-4.0769520870315805,-3.9175884533479435,-3.7677620267819076,-4.888147982594131,-2.975461802464172,-3.986545354669745,-3.9617042778824834,-3.6830304823780233,-3.327399253019589,-4.821574570229042,-2.5281015595961254,-4.005975580215455,-12.932951060343527,-11.801180346407055,-10.927029334464963,NaN,NaN,-13.401862591297018,-5.603139974130366
1905,-0.729860995335282,-0.6136519078032694,-0.4972316597598352,-1.221836546773349,-0.005482842800563274,-0.6069045933810149,-5.9151166565653615,-5.314001543663689,-4.641801409028779,-7.0216683017179875,-3.5697590323164983,-6.86514507207,-4.057463232469956,-3.905103282564057,-3.758658346298743,-4.749775171710893,-3.043753755411944,-3.965610296075995,-3.9463232946776357,-3.6687314267143645,-3.3144809056527147,-4.694722413624084,-2.5643989969426686,-4.084479761123657,-12.78416745747412,-11.66235712410247,-10.79842797994444,NaN,NaN,-13.311246733632538,-5.5278901022248235
1906,-0.7220641472005129,-0.6090015697773858,-0.49496119689305057,-1.1961676800167504,-0.008027794342668057,-0.6014521512118254,-5.84709171046684,-5.256717580051057,-4.58638080740379,-6.908060914286533,-3.6063814634850075,-6.78516536626,-4.013580872951474,-3.869996141920706,-3.7278688029520977,-4.736872987428388,-3.033775023059768,-3.9195184534246272,-3.915845232017186,-3.6403972488079153,-3.2888826590859446,-4.852577233229892,-2.469051460815002,-4.1820330142974855,-12.848428338598998,-11.734943893960384,-10.883975732214271,NaN,NaN,-13.567440039263273,-5.4722241231392825
1907,-0.7137969505596422,-0.6034462450978197,-0.4926310999645523,-1.1866699444231381,-0.022343085094530014,-0.5960208806124601,-5.781790782149532,-5.2017928093574195,-4.543012707147031,-6.861804351770819,-3.5359372292663926,-6.7199607459,-4.00032564070896,-3.8622633592311586,-3.7233254348828955,-4.77730782799889,-3.034880151218191,-3.8829637354070488,-3.882992911476083,-3.6098558228248505,-3.2612902950019564,-4.6387528187855285,-2.516140465440073,-4.245766305923461,-12.763441617565922,-11.669514865177543,-10.82976414274368,NaN,NaN,-13.430518857797505,-5.431333229503739
1908,-0.7062456713935207,-0.5980664805321909,-0.4903337221833672,-1.2364708781584595,0.0002727969205854582,-0.5906124981966887,-5.730703580056435,-5.157276629769591,-4.510111868543806,-6.787502674074463,-3.4999185085043703,-6.64097972783,-3.990807373344669,-3.8559542777440745,-3.7198911825818577,-4.65777535288231,-3.0115327178163858,-3.8119527643377134,-3.9166411601510345,-3.6411371898467024,-3.2895511518588174,-4.739427097573757,-2.413558939937391,-4.304152536392211,-12.654149561722296,-11.571288302740447,-10.73857043584953,NaN,NaN,-13.478100215899776,-5.376665938158197
1909,-0.6973457629637938,-0.592794936079085,-0.48900265569752066,-1.1748344587797965,0.003627088490505244,-0.5851665410128508,-5.669914462841054,-5.105420176910737,-4.462321131129533,-6.684569450081415,-3.4763526541566407,-6.56629558477,-3.9370374251817966,-3.8069711120778225,-3.6756004205006074,-4.531290542364602,-3.0989359222761,-3.7546384638006036,-3.93010378419074,-3.653652827368626,-3.3008582868773204,-4.733572813649311,-2.5199306347800197,-4.4123697757720945,-12.465636798625953,-11.391014285195734,-10.570250118786007,NaN,NaN,-13.127202387002756,-5.326295521822654
1910,-0.6898082487706279,-0.5877218987909498,-0.4875499563882066,-1.18713895345793,0.00047167381909901375,-0.5797470959750088,-5.6144232504714475,-5.057702652671424,-4.42447910156598,-6.590950811182079,-3.3675488534368445,-6.4967437354,-3.879232617268726,-3.754910410970168,-3.6291570950862138,-4.318547648072509,-3.174786200811168,-3.709659749811346,-3.903742627390888,-3.6291459643534756,-3.2787177919559176,-4.704709139317673,-2.486905700779498,-4.497396707534791,-12.287107432398068,-11.225585881407156,-10.410428689295363,NaN,NaN,-12.932223767549981,-5.281057399177112
1911,-0.6819679372358285,-0.5822366754871775,-0.4853954719154097,-1.1775832224863305,0.001314023774032518,-0.5743019017306241,-5.555946755351794,-5.010629621050917,-4.389966569037374,-6.618510311638766,-3.421881485487943,-6.40783153447,-3.8627319185424422,-3.7424468546828686,-3.6183769276500484,-4.283009138548152,-3.1943416407286316,-3.7024556940252134,-3.8781271238219235,-3.605332303906213,-3.2572035643753945,-4.69920593515867,-2.382443185958526,-4.502541589736938,-12.152431310311608,-11.098922136472801,-10.294495549573051,NaN,NaN,-12.7859735900405,-5.21645892497157
1912,-0.6741973213223871,-0.5775305180733579,-0.48328242103549346,-1.1476477122994377,-0.00727205084794896,-0.5688701542941008,-5.498612099766447,-4.958284977423281,-4.3498397021876825,-6.5110592552696955,-3.4112521914651275,-6.33277965459,-3.8317815425223656,-3.71344812226926,-3.5915604018015097,-4.263898558144404,-3.170980504877243,-3.6499250238591983,-3.8588093410323268,-3.587373370609942,-3.2409787349798864,-4.629506621903256,-2.508147923516367,-4.496937417984009,-12.057972100168532,-11.014543019845636,-10.217590763906461,NaN,NaN,-12.504873544685173,-5.165720771816028
1913,-0.6660284268484156,-0.572306014349264,-0.4810584588269767,-1.1493344703256723,0.002521575696271124,-0.563472453030673,-5.434314355463061,-4.902669560113312,-4.301872518236381,-6.366074211446115,-3.390721854440716,-6.26434474858,-3.7639974473997198,-3.6506939289365676,-3.5341007884069358,-4.187681180583674,-3.1275036591933354,-3.6160070245916187,-3.9433643176351607,-3.665980589731166,-3.3119956878499117,-4.728184813593447,-2.528067131578684,-4.43869423866272,-12.114562261228158,-11.072095235529478,-10.28613149805962,NaN,NaN,-12.481187939747363,-5.121599592530486
1914,-0.6573205022214872,-0.5674895086654592,-0.4793044518370387,-1.122105850457662,-0.006488715317737273,-0.5580358418551359,-5.3810161766990126,-4.855411030281844,-4.26025938499868,-6.365419307785447,-3.337260870838536,-6.15112605962,-3.7379864361217763,-3.6274206784853096,-3.513995905529706,-4.167390027708387,-3.085360840068453,-3.6001985376531427,-4.04280141185685,-3.7584230900818807,-3.3955119954357307,-4.911293683074481,-2.5367622729244372,-4.3344473361969,-11.97633478374174,-10.945549736395638,-10.169026958142917,NaN,NaN,-12.215842947480144,-5.0326946302949445
1915,-0.6483628751828034,-0.5632766312444663,-0.47885632346321316,-1.0979509707224384,-0.016553555073420333,-0.5526043805209073,-5.320169468411637,-4.798217389557518,-4.212132844568993,-6.335415094722952,-3.295332451948469,-5.99616084966,-3.736601483200449,-3.627975331253835,-3.5155934250442225,-4.17540228185696,-3.1033886149095307,-3.567949086969549,-4.016395883117548,-3.733874976333688,-3.373334232927494,-4.8460820665478215,-2.6564024047360415,-4.308618783950806,-11.789760434557126,-10.774436206792036,-10.005502811352532,NaN,NaN,-11.887195821280871,-4.902043147059402
1916,-0.6404804136372807,-0.5583005922447598,-0.4767819517200657,-1.103196312072123,0.03269880406436134,-0.5471856984225187,-5.225035576642811,-4.716086825396268,-4.136645477062413,-6.205893956925871,-3.222151855327762,-5.89606166753,-3.666268463368203,-3.561813063969659,-3.4556762265324816,-4.091098865637344,-3.063178534146018,-3.5504369562322453,-3.966394373948609,-3.6873906681882715,-3.3313384218854076,-4.758408953704161,-2.5815499428476048,-4.27322907447815,-11.808959043763831,-10.803518141503066,-10.04539011861455,NaN,NaN,-11.995727195056805,-4.826257691653859
1917,-0.6326370256142173,-0.5528045769600285,-0.4738875819181573,-1.0743605110485979,-0.024985107098709748,-0.5418106946078214,-5.168502645254806,-4.665660283884097,-4.094958951177634,-6.129851912590625,-3.154102289255696,-5.7766593543,-3.5848840660599692,-3.4862044985298164,-3.3851489517453888,-4.020493529616197,-2.9649998826230317,-3.4816617792302904,-3.922793780285066,-3.646857023007052,-3.294718681336568,-4.695279950091369,-2.4961799142965875,-4.251692819595336,-11.907849030173054,-10.911713381945848,-10.166296001468071,NaN,NaN,-12.29178087162002,-4.731169105148318
1918,-0.6244999884206812,-0.5475524003264312,-0.47081062929184087,-1.0568042186179165,-0.0066890485220504215,-0.5363208684054288,-5.120605266259689,-4.625726118910558,-4.060534913569322,-6.010760695813177,-3.216409196533286,-5.67177921208,-3.5413562274781945,-3.4452632330880837,-3.347265674230908,-3.962520586045271,-2.9524558636832525,-3.470746785944159,-3.8785845387478552,-3.605757543398395,-3.2575877429955304,-4.726016906494412,-2.472161445045819,-4.2542582035064695,-11.539989652447572,-10.554401694523904,-9.820611388190368,NaN,NaN,-11.69048315752298,-4.650602689652775
1919,-0.6170283677666467,-0.5422784426405329,-0.46793278131404054,-1.0822940265867573,-0.0032406347915712925,-0.5308707150545988,-5.069843369071004,-4.583014891242247,-4.030283370580486,-5.990602371646355,-3.1526545327119533,-5.58503070745,-3.538646033133121,-3.4442121670853094,-3.348095735440203,-3.9093728917018313,-2.9275810712290973,-3.454160482233221,-3.8474423422421835,-3.5768059480814673,-3.231431696475636,-4.619415197515653,-2.4650675068053847,-4.2755896091461185,-11.268740025433637,-10.298834361257759,-9.56889030322539,NaN,NaN,-11.250664952584467,-4.588167911747232
1920,-0.6107845649618282,-0.53729874911717,-0.4646514509223838,-1.0431354706068328,-0.00916487698889475,-0.5255169781771574,-5.009648837278342,-4.5336404018396035,-3.9836291444915646,-5.8876751702465535,-3.093393809294274,-5.53279949102,-3.515997091608102,-3.4211911263283383,-3.3274990783968295,-3.9126640999248115,-2.9048873415009195,-3.4362096613103685,-3.843611424936525,-3.5732445047675427,-3.228214144006515,-4.6421377603787475,-2.4303588471982875,-4.26266884803772,-11.234860005958101,-10.273331454419282,-9.551767766374477,NaN,NaN,-11.224365852032271,-4.56025042204169
1921,-0.6042133022539853,-0.5319565453159658,-0.4614101625898791,-1.051389462107526,0.007934399370251553,-0.5200888547030362,-4.950006993260313,-4.484129461097115,-3.939225898095495,-5.821954757948139,-3.0047737196157964,-5.47143054875,-3.5085713065985074,-3.414767129818342,-3.3221601553811833,-3.912286756602808,-2.9467640611408963,-3.420304281061346,-3.8161499848348055,-3.5477147544655607,-3.2051495311853517,-4.496774775772274,-2.5523239479277318,-4.285170221328736,-11.178334319682808,-10.227576796128627,-9.513753791745986,NaN,NaN,-11.325210959935976,-4.523195206496148
1922,-0.5970782792280184,-0.5272786423716358,-0.45869158692547757,-1.0095255681386455,-0.017124670312499375,-0.5146193417635831,-4.885867803094247,-4.429939645647799,-3.8911843202793754,-5.751771312407112,-3.0062445705553196,-5.39706416997,-3.499676081920961,-3.4062472595088713,-3.314908686579786,-3.8814986217676006,-2.9232998431355273,-3.4399301355535346,-3.7757627942775955,-3.51016847551934,-3.171228698567465,-4.425013744956697,-2.563348223886119,-4.291196298599244,-11.09979200298596,-10.157367189403379,-9.457732171324347,NaN,NaN,-11.200481604358236,-4.473142554440606
1923,-0.5899127729501641,-0.5216403181848497,-0.45488355274616116,-1.0011118289280314,0.004452785487991555,-0.5092426213351164,-4.826768918768158,-4.376502066290074,-3.84723087758148,-5.738815109564176,-2.9420822844743313,-5.27797008428,-3.474266124123253,-3.3799293711497533,-3.2912119762712,-3.859096327078868,-2.9234197833190128,-3.4075719659978687,-3.7415819019411343,-3.478391932001722,-3.1425204791622865,-4.398016058439182,-2.4826467754389254,-4.334321069717407,-11.173265518368085,-10.240637056701857,-9.548097104433792,NaN,NaN,-11.352617614839804,-4.378362195475063
