rff_idx,fair_cfg_idx,seed_idx,axis
1516,302,2,anova108k_fair
1516,323,0,anova108k_fair
1516,323,1,anova108k_fair
1516,323,2,anova108k_fair
1516,345,0,anova108k_fair
1516,345,1,anova108k_fair
1516,345,2,anova108k_fair
1516,366,0,anova108k_fair
1516,366,1,anova108k_fair
1516,366,2,anova108k_fair
1516,388,0,anova108k_fair
1516,388,1,anova108k_fair
1516,388,2,anova108k_fair
1516,409,0,anova108k_fair
1516,409,1,anova108k_fair
1516,409,2,anova108k_fair
1516,431,0,anova108k_fair
1516,431,1,anova108k_fair
1516,431,2,anova108k_fair
1516,452,0,anova108k_fair
1516,452,1,anova108k_fair
1516,452,2,anova108k_fair
1516,474,0,anova108k_fair
1516,474,1,anova108k_fair
1516,474,2,anova108k_fair
1516,495,0,anova108k_fair
1516,495,1,anova108k_fair
1516,495,2,anova108k_fair
1516,517,0,anova108k_fair
1516,517,1,anova108k_fair
1516,517,2,anova108k_fair
1516,538,0,anova108k_fair
1516,538,1,anova108k_fair
1516,538,2,anova108k_fair
1516,560,0,anova108k_fair
1516,560,1,anova108k_fair
1516,560,2,anova108k_fair
1516,582,0,anova108k_fair
1516,582,1,anova108k_fair
1516,582,2,anova108k_fair
1516,603,0,anova108k_fair
1516,603,1,anova108k_fair
1516,603,2,anova108k_fair
1516,625,0,anova108k_fair
1516,625,1,anova108k_fair
1516,625,2,anova108k_fair
1516,646,0,anova108k_fair
1516,646,1,anova108k_fair
1516,646,2,anova108k_fair
1516,668,0,anova108k_fair
1516,668,1,anova108k_fair
1516,668,2,anova108k_fair
1516,689,0,anova108k_fair
1516,689,1,anova108k_fair
1516,689,2,anova108k_fair
1516,711,0,anova108k_fair
1516,711,1,anova108k_fair
1516,711,2,anova108k_fair
1516,732,0,anova108k_fair
1516,732,1,anova108k_fair
1516,732,2,anova108k_fair
1516,754,0,anova108k_fair
1516,754,1,anova108k_fair
1516,754,2,anova108k_fair
1516,775,0,anova108k_fair
1516,775,1,anova108k_fair
1516,775,2,anova108k_fair
1516,797,0,anova108k_fair
1516,797,1,anova108k_fair
1516,797,2,anova108k_fair
1516,818,0,anova108k_fair
1516,818,1,anova108k_fair
1516,818,2,anova108k_fair
1516,840,0,anova108k_fair
1516,840,1,anova108k_fair
1516,840,2,anova108k_fair
1704,0,0,anova108k_fair
1704,0,1,anova108k_fair
1704,0,2,anova108k_fair
1704,22,0,anova108k_fair
1704,22,1,anova108k_fair
1704,22,2,anova108k_fair
1704,43,0,anova108k_fair
1704,43,1,anova108k_fair
1704,43,2,anova108k_fair
1704,65,0,anova108k_fair
1704,65,1,anova108k_fair
1704,65,2,anova108k_fair
1704,86,0,anova108k_fair
1704,86,1,anova108k_fair
1704,86,2,anova108k_fair
1704,108,0,anova108k_fair
1704,108,1,anova108k_fair
1704,108,2,anova108k_fair
1704,129,0,anova108k_fair
1704,129,1,anova108k_fair
1704,129,2,anova108k_fair
1704,151,0,anova108k_fair
1704,151,1,anova108k_fair
1704,151,2,anova108k_fair
1704,172,0,anova108k_fair
1704,172,1,anova108k_fair
1704,172,2,anova108k_fair
1704,194,0,anova108k_fair
1704,194,1,anova108k_fair
1704,194,2,anova108k_fair
1704,215,0,anova108k_fair
1704,215,1,anova108k_fair
1704,215,2,anova108k_fair
1704,237,0,anova108k_fair
1704,237,1,anova108k_fair
1704,237,2,anova108k_fair
1704,258,0,anova108k_fair
1704,258,1,anova108k_fair
1704,258,2,anova108k_fair
1704,280,0,anova108k_fair
1704,280,1,anova108k_fair
1704,280,2,anova108k_fair
1704,302,0,anova108k_fair
1704,302,1,anova108k_fair
1704,302,2,anova108k_fair
1704,323,0,anova108k_fair
1704,323,1,anova108k_fair
1704,323,2,anova108k_fair
1704,345,0,anova108k_fair
1704,345,1,anova108k_fair
1704,345,2,anova108k_fair
1704,366,0,anova108k_fair
1704,366,1,anova108k_fair
1704,366,2,anova108k_fair
1704,388,0,anova108k_fair
1704,388,1,anova108k_fair
1704,388,2,anova108k_fair
1704,409,0,anova108k_fair
1704,409,1,anova108k_fair
1704,409,2,anova108k_fair
1704,431,0,anova108k_fair
1704,431,1,anova108k_fair
1704,431,2,anova108k_fair
1704,452,0,anova108k_fair
1704,452,1,anova108k_fair
1704,452,2,anova108k_fair
1704,474,0,anova108k_fair
1704,474,1,anova108k_fair
1704,474,2,anova108k_fair
1704,495,0,anova108k_fair
1704,495,1,anova108k_fair
1704,495,2,anova108k_fair
1704,517,0,anova108k_fair
1704,517,1,anova108k_fair
1704,517,2,anova108k_fair
1704,538,0,anova108k_fair
1704,538,1,anova108k_fair
1704,538,2,anova108k_fair
1704,560,0,anova108k_fair
1704,560,1,anova108k_fair
1704,560,2,anova108k_fair
1704,582,0,anova108k_fair
1704,582,1,anova108k_fair
1704,582,2,anova108k_fair
1704,603,0,anova108k_fair
1704,603,1,anova108k_fair
1704,603,2,anova108k_fair
1704,625,0,anova108k_fair
1704,625,1,anova108k_fair
1704,625,2,anova108k_fair
1704,646,0,anova108k_fair
1704,646,1,anova108k_fair
1704,646,2,anova108k_fair
1704,668,0,anova108k_fair
1704,668,1,anova108k_fair
1704,668,2,anova108k_fair
1704,689,0,anova108k_fair
1704,689,1,anova108k_fair
1704,689,2,anova108k_fair
1704,711,0,anova108k_fair
1704,711,1,anova108k_fair
1704,711,2,anova108k_fair
1704,732,0,anova108k_fair
1704,732,1,anova108k_fair
1704,732,2,anova108k_fair
1704,754,0,anova108k_fair
1704,754,1,anova108k_fair
1704,754,2,anova108k_fair
1704,775,0,anova108k_fair
1704,775,1,anova108k_fair
1704,775,2,anova108k_fair
1704,797,0,anova108k_fair
1704,797,1,anova108k_fair
1704,797,2,anova108k_fair
1704,818,0,anova108k_fair
1704,818,1,anova108k_fair
1704,818,2,anova108k_fair
1704,840,0,anova108k_fair
1704,840,1,anova108k_fair
1704,840,2,anova108k_fair
1764,0,0,anova108k_fair
1764,0,1,anova108k_fair
1764,0,2,anova108k_fair
1764,22,0,anova108k_fair
1764,22,1,anova108k_fair
1764,22,2,anova108k_fair
1764,43,0,anova108k_fair
1764,43,1,anova108k_fair
1764,43,2,anova108k_fair
1764,65,0,anova108k_fair
1764,65,1,anova108k_fair
1764,65,2,anova108k_fair
1764,86,0,anova108k_fair
1764,86,1,anova108k_fair
1764,86,2,anova108k_fair
1764,108,0,anova108k_fair
1764,108,1,anova108k_fair
1764,108,2,anova108k_fair
1764,129,0,anova108k_fair
1764,129,1,anova108k_fair
1764,129,2,anova108k_fair
1764,151,0,anova108k_fair
1764,151,1,anova108k_fair
1764,151,2,anova108k_fair
1764,172,0,anova108k_fair
1764,172,1,anova108k_fair
1764,172,2,anova108k_fair
1764,194,0,anova108k_fair
1764,194,1,anova108k_fair
1764,194,2,anova108k_fair
1764,215,0,anova108k_fair
1764,215,1,anova108k_fair
1764,215,2,anova108k_fair
1764,237,0,anova108k_fair
1764,237,1,anova108k_fair
1764,237,2,anova108k_fair
1764,258,0,anova108k_fair
1764,258,1,anova108k_fair
1764,258,2,anova108k_fair
1764,280,0,anova108k_fair
1764,280,1,anova108k_fair
1764,280,2,anova108k_fair
1764,302,0,anova108k_fair
1764,302,1,anova108k_fair
1764,302,2,anova108k_fair
1764,323,0,anova108k_fair
1764,323,1,anova108k_fair
1764,323,2,anova108k_fair
1764,345,0,anova108k_fair
1764,345,1,anova108k_fair
1764,345,2,anova108k_fair
1764,366,0,anova108k_fair
1764,366,1,anova108k_fair
1764,366,2,anova108k_fair
1764,388,0,anova108k_fair
1764,388,1,anova108k_fair
1764,388,2,anova108k_fair
1764,409,0,anova108k_fair
1764,409,1,anova108k_fair
1764,409,2,anova108k_fair
1764,431,0,anova108k_fair
1764,431,1,anova108k_fair
1764,431,2,anova108k_fair
1764,452,0,anova108k_fair
1764,452,1,anova108k_fair
1764,452,2,anova108k_fair
1764,474,0,anova108k_fair
1764,474,1,anova108k_fair
1764,474,2,anova108k_fair
1764,495,0,anova108k_fair
1764,495,1,anova108k_fair
1764,495,2,anova108k_fair
1764,517,0,anova108k_fair
1764,517,1,anova108k_fair
1764,517,2,anova108k_fair
1764,538,0,anova108k_fair
1764,538,1,anova108k_fair
1764,538,2,anova108k_fair
1764,560,0,anova108k_fair
1764,560,1,anova108k_fair
1764,560,2,anova108k_fair
1764,582,0,anova108k_fair
1764,582,1,anova108k_fair
1764,582,2,anova108k_fair
1764,603,0,anova108k_fair
1764,603,1,anova108k_fair
1764,603,2,anova108k_fair
1764,625,0,anova108k_fair
1764,625,1,anova108k_fair
1764,625,2,anova108k_fair
1764,646,0,anova108k_fair
1764,646,1,anova108k_fair
1764,646,2,anova108k_fair
1764,668,0,anova108k_fair
1764,668,1,anova108k_fair
1764,668,2,anova108k_fair
1764,689,0,anova108k_fair
1764,689,1,anova108k_fair
1764,689,2,anova108k_fair
1764,711,0,anova108k_fair
1764,711,1,anova108k_fair
1764,711,2,anova108k_fair
1764,732,0,anova108k_fair
1764,732,1,anova108k_fair
1764,732,2,anova108k_fair
1764,754,0,anova108k_fair
1764,754,1,anova108k_fair
1764,754,2,anova108k_fair
1764,775,0,anova108k_fair
1764,775,1,anova108k_fair
1764,775,2,anova108k_fair
1764,797,0,anova108k_fair
1764,797,1,anova108k_fair
1764,797,2,anova108k_fair
1764,818,0,anova108k_fair
1764,818,1,anova108k_fair
1764,818,2,anova108k_fair
1764,840,0,anova108k_fair
1764,840,1,anova108k_fair
1764,840,2,anova108k_fair
1789,0,0,anova108k_fair
1789,0,1,anova108k_fair
1789,0,2,anova108k_fair
1789,22,0,anova108k_fair
1789,22,1,anova108k_fair
1789,22,2,anova108k_fair
1789,43,0,anova108k_fair
1789,43,1,anova108k_fair
1789,43,2,anova108k_fair
1789,65,0,anova108k_fair
1789,65,1,anova108k_fair
1789,65,2,anova108k_fair
1789,86,0,anova108k_fair
1789,86,1,anova108k_fair
1789,86,2,anova108k_fair
1789,108,0,anova108k_fair
1789,108,1,anova108k_fair
1789,108,2,anova108k_fair
1789,129,0,anova108k_fair
1789,129,1,anova108k_fair
1789,129,2,anova108k_fair
1789,151,0,anova108k_fair
1789,151,1,anova108k_fair
1789,151,2,anova108k_fair
1789,172,0,anova108k_fair
1789,172,1,anova108k_fair
1789,172,2,anova108k_fair
1789,194,0,anova108k_fair
1789,194,1,anova108k_fair
1789,194,2,anova108k_fair
1789,215,0,anova108k_fair
1789,215,1,anova108k_fair
1789,215,2,anova108k_fair
1789,237,0,anova108k_fair
1789,237,1,anova108k_fair
1789,237,2,anova108k_fair
1789,258,0,anova108k_fair
1789,258,1,anova108k_fair
1789,258,2,anova108k_fair
1789,280,0,anova108k_fair
1789,280,1,anova108k_fair
1789,280,2,anova108k_fair
1789,302,0,anova108k_fair
1789,302,1,anova108k_fair
1789,302,2,anova108k_fair
1789,323,0,anova108k_fair
1789,323,1,anova108k_fair
1789,323,2,anova108k_fair
1789,345,0,anova108k_fair
1789,345,1,anova108k_fair
1789,345,2,anova108k_fair
1789,366,0,anova108k_fair
1789,366,1,anova108k_fair
1789,366,2,anova108k_fair
1789,388,0,anova108k_fair
1789,388,1,anova108k_fair
1789,388,2,anova108k_fair
1789,409,0,anova108k_fair
1789,409,1,anova108k_fair
1789,409,2,anova108k_fair
1789,431,0,anova108k_fair
1789,431,1,anova108k_fair
1789,431,2,anova108k_fair
1789,452,0,anova108k_fair
1789,452,1,anova108k_fair
1789,452,2,anova108k_fair
1789,474,0,anova108k_fair
1789,474,1,anova108k_fair
1789,474,2,anova108k_fair
1789,495,0,anova108k_fair
1789,495,1,anova108k_fair
1789,495,2,anova108k_fair
1789,517,0,anova108k_fair
1789,517,1,anova108k_fair
1789,517,2,anova108k_fair
1789,538,0,anova108k_fair
1789,538,1,anova108k_fair
1789,538,2,anova108k_fair
1789,560,0,anova108k_fair
1789,560,1,anova108k_fair
1789,560,2,anova108k_fair
1789,582,0,anova108k_fair
1789,582,1,anova108k_fair
1789,582,2,anova108k_fair
1789,603,0,anova108k_fair
1789,603,1,anova108k_fair
1789,603,2,anova108k_fair
1789,625,0,anova108k_fair
1789,625,1,anova108k_fair
1789,625,2,anova108k_fair
1789,646,0,anova108k_fair
1789,646,1,anova108k_fair
1789,646,2,anova108k_fair
1789,668,0,anova108k_fair
1789,668,1,anova108k_fair
1789,668,2,anova108k_fair
1789,689,0,anova108k_fair
1789,689,1,anova108k_fair
1789,689,2,anova108k_fair
1789,711,0,anova108k_fair
1789,711,1,anova108k_fair
1789,711,2,anova108k_fair
1789,732,0,anova108k_fair
1789,732,1,anova108k_fair
1789,732,2,anova108k_fair
1789,754,0,anova108k_fair
1789,754,1,anova108k_fair
1789,754,2,anova108k_fair
1789,775,0,anova108k_fair
1789,775,1,anova108k_fair
1789,775,2,anova108k_fair
1789,797,0,anova108k_fair
1789,797,1,anova108k_fair
1789,797,2,anova108k_fair
1789,818,0,anova108k_fair
1789,818,1,anova108k_fair
1789,818,2,anova108k_fair
1789,840,0,anova108k_fair
1789,840,1,anova108k_fair
1789,840,2,anova108k_fair
1818,0,0,anova108k_fair
1818,0,1,anova108k_fair
1818,0,2,anova108k_fair
1818,22,0,anova108k_fair
1818,22,1,anova108k_fair
1818,22,2,anova108k_fair
1818,43,0,anova108k_fair
1818,43,1,anova108k_fair
1818,43,2,anova108k_fair
1818,65,0,anova108k_fair
1818,65,1,anova108k_fair
1818,65,2,anova108k_fair
1818,86,0,anova108k_fair
1818,86,1,anova108k_fair
1818,86,2,anova108k_fair
1818,108,0,anova108k_fair
1818,108,1,anova108k_fair
1818,108,2,anova108k_fair
1818,129,0,anova108k_fair
1818,129,1,anova108k_fair
1818,129,2,anova108k_fair
1818,151,0,anova108k_fair
1818,151,1,anova108k_fair
1818,151,2,anova108k_fair
1818,172,0,anova108k_fair
1818,172,1,anova108k_fair
1818,172,2,anova108k_fair
1818,194,0,anova108k_fair
1818,194,1,anova108k_fair
1818,194,2,anova108k_fair
1818,215,0,anova108k_fair
1818,215,1,anova108k_fair
1818,215,2,anova108k_fair
1818,237,0,anova108k_fair
1818,237,1,anova108k_fair
1818,237,2,anova108k_fair
1818,258,0,anova108k_fair
1818,258,1,anova108k_fair
1818,258,2,anova108k_fair
1818,280,0,anova108k_fair
1818,280,1,anova108k_fair
1818,280,2,anova108k_fair
1818,302,0,anova108k_fair
1818,302,1,anova108k_fair
1818,302,2,anova108k_fair
1818,323,0,anova108k_fair
1818,323,1,anova108k_fair
1818,323,2,anova108k_fair
1818,345,0,anova108k_fair
1818,345,1,anova108k_fair
1818,345,2,anova108k_fair
1818,366,0,anova108k_fair
1818,366,1,anova108k_fair
1818,366,2,anova108k_fair
1818,388,0,anova108k_fair
1818,388,1,anova108k_fair
1818,388,2,anova108k_fair
1818,409,0,anova108k_fair
1818,409,1,anova108k_fair
1818,409,2,anova108k_fair
1818,431,0,anova108k_fair
1818,431,1,anova108k_fair
1818,431,2,anova108k_fair
1818,452,0,anova108k_fair
1818,452,1,anova108k_fair
1818,452,2,anova108k_fair
1818,474,0,anova108k_fair
1818,474,1,anova108k_fair
1818,474,2,anova108k_fair
1818,495,0,anova108k_fair
1818,495,1,anova108k_fair
1818,495,2,anova108k_fair
1818,517,0,anova108k_fair
1818,517,1,anova108k_fair
1818,517,2,anova108k_fair
1818,538,0,anova108k_fair
1818,538,1,anova108k_fair
1818,538,2,anova108k_fair
1818,560,0,anova108k_fair
1818,560,1,anova108k_fair
1818,560,2,anova108k_fair
1818,582,0,anova108k_fair
1818,582,1,anova108k_fair
1818,582,2,anova108k_fair
1818,603,0,anova108k_fair
1818,603,1,anova108k_fair
1818,603,2,anova108k_fair
1818,625,0,anova108k_fair
1818,625,1,anova108k_fair
1818,625,2,anova108k_fair
1818,646,0,anova108k_fair
1818,646,1,anova108k_fair
1818,646,2,anova108k_fair
1818,668,0,anova108k_fair
1818,668,1,anova108k_fair
1818,668,2,anova108k_fair
1818,689,0,anova108k_fair
1818,689,1,anova108k_fair
1818,689,2,anova108k_fair
1818,711,0,anova108k_fair
1818,711,1,anova108k_fair
1818,711,2,anova108k_fair
1818,732,0,anova108k_fair
1818,732,1,anova108k_fair
1818,732,2,anova108k_fair
1818,754,0,anova108k_fair
1818,754,1,anova108k_fair
1818,754,2,anova108k_fair
1818,775,0,anova108k_fair
1818,775,1,anova108k_fair
1818,775,2,anova108k_fair
1818,797,0,anova108k_fair
1818,797,1,anova108k_fair
1818,797,2,anova108k_fair
1818,818,0,anova108k_fair
1818,818,1,anova108k_fair
1818,818,2,anova108k_fair
1818,840,0,anova108k_fair
1818,840,1,anova108k_fair
1818,840,2,anova108k_fair
1923,0,0,anova108k_fair
1923,0,1,anova108k_fair
1923,0,2,anova108k_fair
1923,22,0,anova108k_fair
1923,22,1,anova108k_fair
1923,22,2,anova108k_fair
1923,43,0,anova108k_fair
1923,43,1,anova108k_fair
1923,43,2,anova108k_fair
1923,65,0,anova108k_fair
1923,65,1,anova108k_fair
1923,65,2,anova108k_fair
1923,86,0,anova108k_fair
1923,86,1,anova108k_fair
1923,86,2,anova108k_fair
1923,108,0,anova108k_fair
1923,108,1,anova108k_fair
1923,108,2,anova108k_fair
1923,129,0,anova108k_fair
1923,129,1,anova108k_fair
1923,129,2,anova108k_fair
1923,151,0,anova108k_fair
1923,151,1,anova108k_fair
1923,151,2,anova108k_fair
1923,172,0,anova108k_fair
1923,172,1,anova108k_fair
1923,172,2,anova108k_fair
1923,194,0,anova108k_fair
1923,194,1,anova108k_fair
1923,194,2,anova108k_fair
1923,215,0,anova108k_fair
1923,215,1,anova108k_fair
1923,215,2,anova108k_fair
1923,237,0,anova108k_fair
1923,237,1,anova108k_fair
1923,237,2,anova108k_fair
1923,258,0,anova108k_fair
1923,258,1,anova108k_fair
1923,258,2,anova108k_fair
1923,280,0,anova108k_fair
1923,280,1,anova108k_fair
1923,280,2,anova108k_fair
1923,302,0,anova108k_fair
1923,302,1,anova108k_fair
1923,302,2,anova108k_fair
1923,323,0,anova108k_fair
1923,323,1,anova108k_fair
1923,323,2,anova108k_fair
1923,345,0,anova108k_fair
1923,345,1,anova108k_fair
1923,345,2,anova108k_fair
1923,366,0,anova108k_fair
1923,366,1,anova108k_fair
1923,366,2,anova108k_fair
1923,388,0,anova108k_fair
1923,388,1,anova108k_fair
1923,388,2,anova108k_fair
1923,409,0,anova108k_fair
1923,409,1,anova108k_fair
1923,409,2,anova108k_fair
1923,431,0,anova108k_fair
1923,431,1,anova108k_fair
1923,431,2,anova108k_fair
1923,452,0,anova108k_fair
1923,452,1,anova108k_fair
1923,452,2,anova108k_fair
1923,474,0,anova108k_fair
1923,474,1,anova108k_fair
1923,474,2,anova108k_fair
1923,495,0,anova108k_fair
1923,495,1,anova108k_fair
1923,495,2,anova108k_fair
1923,517,0,anova108k_fair
1923,517,1,anova108k_fair
1923,517,2,anova108k_fair
1923,538,0,anova108k_fair
1923,538,1,anova108k_fair
1923,538,2,anova108k_fair
1923,560,0,anova108k_fair
1923,560,1,anova108k_fair
1923,560,2,anova108k_fair
1923,582,0,anova108k_fair
1923,582,1,anova108k_fair
1923,582,2,anova108k_fair
1923,603,0,anova108k_fair
1923,603,1,anova108k_fair
1923,603,2,anova108k_fair
1923,625,0,anova108k_fair
1923,625,1,anova108k_fair
1923,625,2,anova108k_fair
1923,646,0,anova108k_fair
1923,646,1,anova108k_fair
1923,646,2,anova108k_fair
1923,668,0,anova108k_fair
1923,668,1,anova108k_fair
1923,668,2,anova108k_fair
1923,689,0,anova108k_fair
1923,689,1,anova108k_fair
1923,689,2,anova108k_fair
1923,711,0,anova108k_fair
1923,711,1,anova108k_fair
1923,711,2,anova108k_fair
1923,732,0,anova108k_fair
1923,732,1,anova108k_fair
1923,732,2,anova108k_fair
1923,754,0,anova108k_fair
1923,754,1,anova108k_fair
1923,754,2,anova108k_fair
1923,775,0,anova108k_fair
1923,775,1,anova108k_fair
1923,775,2,anova108k_fair
1923,797,0,anova108k_fair
1923,797,1,anova108k_fair
1923,797,2,anova108k_fair
1923,818,0,anova108k_fair
1923,818,1,anova108k_fair
1923,818,2,anova108k_fair
1923,840,0,anova108k_fair
1923,840,1,anova108k_fair
1923,840,2,anova108k_fair
1973,0,0,anova108k_fair
1973,0,1,anova108k_fair
1973,0,2,anova108k_fair
1973,22,0,anova108k_fair
1973,22,1,anova108k_fair
1973,22,2,anova108k_fair
1973,43,0,anova108k_fair
1973,43,1,anova108k_fair
1973,43,2,anova108k_fair
1973,65,0,anova108k_fair
1973,65,1,anova108k_fair
1973,65,2,anova108k_fair
1973,86,0,anova108k_fair
1973,86,1,anova108k_fair
1973,86,2,anova108k_fair
1973,108,0,anova108k_fair
1973,108,1,anova108k_fair
1973,108,2,anova108k_fair
1973,129,0,anova108k_fair
1973,129,1,anova108k_fair
1973,129,2,anova108k_fair
1973,151,0,anova108k_fair
1973,151,1,anova108k_fair
1973,151,2,anova108k_fair
1973,172,0,anova108k_fair
1973,172,1,anova108k_fair
1973,172,2,anova108k_fair
1973,194,0,anova108k_fair
1973,194,1,anova108k_fair
1973,194,2,anova108k_fair
1973,215,0,anova108k_fair
1973,215,1,anova108k_fair
1973,215,2,anova108k_fair
1973,237,0,anova108k_fair
1973,237,1,anova108k_fair
1973,237,2,anova108k_fair
1973,258,0,anova108k_fair
1973,258,1,anova108k_fair
1973,258,2,anova108k_fair
1973,280,0,anova108k_fair
1973,280,1,anova108k_fair
1973,280,2,anova108k_fair
1973,302,0,anova108k_fair
1973,302,1,anova108k_fair
1973,302,2,anova108k_fair
1973,323,0,anova108k_fair
1973,323,1,anova108k_fair
1973,323,2,anova108k_fair
1973,345,0,anova108k_fair
1973,345,1,anova108k_fair
1973,345,2,anova108k_fair
1973,366,0,anova108k_fair
1973,366,1,anova108k_fair
1973,366,2,anova108k_fair
1973,388,0,anova108k_fair
1973,388,1,anova108k_fair
1973,388,2,anova108k_fair
1973,409,0,anova108k_fair
1973,409,1,anova108k_fair
1973,409,2,anova108k_fair
1973,431,0,anova108k_fair
1973,431,1,anova108k_fair
1973,431,2,anova108k_fair
1973,452,0,anova108k_fair
1973,452,1,anova108k_fair
1973,452,2,anova108k_fair
1973,474,0,anova108k_fair
1973,474,1,anova108k_fair
1973,474,2,anova108k_fair
1973,495,0,anova108k_fair
1973,495,1,anova108k_fair
1973,495,2,anova108k_fair
1973,517,0,anova108k_fair
1973,517,1,anova108k_fair
1973,517,2,anova108k_fair
1973,538,0,anova108k_fair
1973,538,1,anova108k_fair
1973,538,2,anova108k_fair
1973,560,0,anova108k_fair
1973,560,1,anova108k_fair
1973,560,2,anova108k_fair
1973,582,0,anova108k_fair
1973,582,1,anova108k_fair
1973,582,2,anova108k_fair
1973,603,0,anova108k_fair
1973,603,1,anova108k_fair
1973,603,2,anova108k_fair
1973,625,0,anova108k_fair
1973,625,1,anova108k_fair
1973,625,2,anova108k_fair
1973,646,0,anova108k_fair
1973,646,1,anova108k_fair
1973,646,2,anova108k_fair
1973,668,0,anova108k_fair
1973,668,1,anova108k_fair
1973,668,2,anova108k_fair
1973,689,0,anova108k_fair
1973,689,1,anova108k_fair
1973,689,2,anova108k_fair
1973,711,0,anova108k_fair
1973,711,1,anova108k_fair
1973,711,2,anova108k_fair
1973,732,0,anova108k_fair
1973,732,1,anova108k_fair
1973,732,2,anova108k_fair
1973,754,0,anova108k_fair
1973,754,1,anova108k_fair
1973,754,2,anova108k_fair
1973,775,0,anova108k_fair
1973,775,1,anova108k_fair
1973,775,2,anova108k_fair
1973,797,0,anova108k_fair
1973,797,1,anova108k_fair
1973,797,2,anova108k_fair
1973,818,0,anova108k_fair
1973,818,1,anova108k_fair
1973,818,2,anova108k_fair
1973,840,0,anova108k_fair
1973,840,1,anova108k_fair
1973,840,2,anova108k_fair
1977,0,0,anova108k_fair
1977,0,1,anova108k_fair
1977,0,2,anova108k_fair
1977,22,0,anova108k_fair
1977,22,1,anova108k_fair
1977,22,2,anova108k_fair
1977,43,0,anova108k_fair
1977,43,1,anova108k_fair
1977,43,2,anova108k_fair
1977,65,0,anova108k_fair
1977,65,1,anova108k_fair
1977,65,2,anova108k_fair
1977,86,0,anova108k_fair
1977,86,1,anova108k_fair
1977,86,2,anova108k_fair
1977,108,0,anova108k_fair
1977,108,1,anova108k_fair
1977,108,2,anova108k_fair
1977,129,0,anova108k_fair
1977,129,1,anova108k_fair
1977,129,2,anova108k_fair
1977,151,0,anova108k_fair
1977,151,1,anova108k_fair
1977,151,2,anova108k_fair
1977,172,0,anova108k_fair
1977,172,1,anova108k_fair
1977,172,2,anova108k_fair
1977,194,0,anova108k_fair
1977,194,1,anova108k_fair
1977,194,2,anova108k_fair
1977,215,0,anova108k_fair
1977,215,1,anova108k_fair
1977,215,2,anova108k_fair
1977,237,0,anova108k_fair
1977,237,1,anova108k_fair
1977,237,2,anova108k_fair
1977,258,0,anova108k_fair
1977,258,1,anova108k_fair
1977,258,2,anova108k_fair
1977,280,0,anova108k_fair
1977,280,1,anova108k_fair
1977,280,2,anova108k_fair
1977,302,0,anova108k_fair
1977,302,1,anova108k_fair
1977,302,2,anova108k_fair
1977,323,0,anova108k_fair
1977,323,1,anova108k_fair
1977,323,2,anova108k_fair
1977,345,0,anova108k_fair
1977,345,1,anova108k_fair
1977,345,2,anova108k_fair
1977,366,0,anova108k_fair
1977,366,1,anova108k_fair
1977,366,2,anova108k_fair
1977,388,0,anova108k_fair
1977,388,1,anova108k_fair
1977,388,2,anova108k_fair
1977,409,0,anova108k_fair
1977,409,1,anova108k_fair
1977,409,2,anova108k_fair
1977,431,0,anova108k_fair
1977,431,1,anova108k_fair
1977,431,2,anova108k_fair
1977,452,0,anova108k_fair
1977,452,1,anova108k_fair
1977,452,2,anova108k_fair
1977,474,0,anova108k_fair
1977,474,1,anova108k_fair
1977,474,2,anova108k_fair
1977,495,0,anova108k_fair
1977,495,1,anova108k_fair
1977,495,2,anova108k_fair
1977,517,0,anova108k_fair
1977,517,1,anova108k_fair
1977,517,2,anova108k_fair
1977,538,0,anova108k_fair
1977,538,1,anova108k_fair
1977,538,2,anova108k_fair
1977,560,0,anova108k_fair
1977,560,1,anova108k_fair
1977,560,2,anova108k_fair
1977,582,0,anova108k_fair
1977,582,1,anova108k_fair
1977,582,2,anova108k_fair
1977,603,0,anova108k_fair
1977,603,1,anova108k_fair
1977,603,2,anova108k_fair
1977,625,0,anova108k_fair
1977,625,1,anova108k_fair
1977,625,2,anova108k_fair
1977,646,0,anova108k_fair
1977,646,1,anova108k_fair
1977,646,2,anova108k_fair
1977,668,0,anova108k_fair
1977,668,1,anova108k_fair
1977,668,2,anova108k_fair
1977,689,0,anova108k_fair
1977,689,1,anova108k_fair
1977,689,2,anova108k_fair
1977,711,0,anova108k_fair
1977,711,1,anova108k_fair
1977,711,2,anova108k_fair
1977,732,0,anova108k_fair
1977,732,1,anova108k_fair
1977,732,2,anova108k_fair
1977,754,0,anova108k_fair
1977,754,1,anova108k_fair
1977,754,2,anova108k_fair
1977,775,0,anova108k_fair
1977,775,1,anova108k_fair
1977,775,2,anova108k_fair
1977,797,0,anova108k_fair
1977,797,1,anova108k_fair
1977,797,2,anova108k_fair
1977,818,0,anova108k_fair
1977,818,1,anova108k_fair
1977,818,2,anova108k_fair
1977,840,0,anova108k_fair
1977,840,1,anova108k_fair
1977,840,2,anova108k_fair
1997,0,0,anova108k_fair
1997,0,1,anova108k_fair
1997,0,2,anova108k_fair
1997,22,0,anova108k_fair
1997,22,1,anova108k_fair
1997,22,2,anova108k_fair
1997,43,0,anova108k_fair
1997,43,1,anova108k_fair
1997,43,2,anova108k_fair
1997,65,0,anova108k_fair
1997,65,1,anova108k_fair
1997,65,2,anova108k_fair
1997,86,0,anova108k_fair
1997,86,1,anova108k_fair
1997,86,2,anova108k_fair
