scenario,ais_2100,ais_2150,ais_2300,years_decreasing,max_regrowth_cm_yr
ssp534over_nomarker,5.235828134011664,7.7987553338840625,14.290631821537453,0,0.0
ssp126_nomarker,4.6506110821419355,7.145058417371255,14.04135780884447,0,0.0
vvHL,27.44899501003693,43.41248820060781,48.34141704892072,0,0.0
vvH,25.336833192254048,76.86984292231685,255.0880175786826,0,0.0
vvLN,4.5489702694066265,6.663162795819419,8.733415949680467,0,0.0
vvL,4.522076863016297,6.917794817259239,12.47109338442665,0,0.0
vvML,5.35459876512928,8.540443275706885,13.207400584278789,0,0.0
vvM,12.756621825069628,60.08147379657789,211.61197325329965,0,0.0
vvVL,4.303201072410232,6.438603056184421,11.84401582258521,0,0.0
