variant,n_free,neg_log_post,lr_2delta,railed,tau_fast_yr,tau_slow_yr,rate_mmyr,gate1_rate,midcen_bias_cm,gate2_midcen,midcen_rate_trend,gate3_shape,rmse_cm,surface_share,spread_2100_cm,gate4_spread,proj_SSP1-2.6,proj_SSP2-4.5,proj_SSP5-8.5,params
full,8,33.628824952400485,,alpha_s,48.1513615124613,68.87311703054836,0.7699801662325072,True,0.036896534856113744,True,-0.0012093525025339558,True,0.08908082031914998,0.7343047106236134,7.027872217092941,True,5.341947128862454,7.486700788443233,12.369819345955396,c1=1.7221; c0=8.25415; f=0.529989; alpha_f=0.0135564; beta_f=0.000433212; alpha_s=6.25114e-15; beta_s=0.0145195; g=0.350927
g=0,7,33.628824952400834,6.963318810448982e-13,alpha_s|g,48.15135970302194,68.87312323473274,0.7699801678685663,True,0.03689653127792663,True,-0.001209352486456455,True,0.0890808198755004,0.7343047201537396,7.027872171342614,True,5.341947098408203,7.486700748348061,12.369819269750817,c1=1.7221; c0=5.18977; f=0.529989; alpha_f=0.0135564; beta_f=0.000433212; alpha_s=7.42947e-15; beta_s=0.0145195; g=0
beta_f=0,7,33.63037549061954,0.003101076438113637,beta_f|alpha_s,48.101313713371304,68.82895379153773,0.7701043071333231,True,0.03693410546834593,True,-0.0012093531677731214,True,0.08923115456478689,0.73378852719401,6.9690162050931335,True,5.311011549443441,7.4396068854710915,12.280027754536574,c1=1.71051; c0=8.29641; f=0.525801; alpha_f=0.013859; beta_f=1e-06; alpha_s=6.3448e-15; beta_s=0.0145288; g=0.355319
beta_f=1/10yr,7,94.44985804155891,121.64206617831685,alpha_f,9.999999999976628,58.30149680370535,0.7403486075890651,True,0.028168675174534655,True,-0.0009195135205860737,True,0.1434663077721575,0.3813216739627262,6.921141930465367,True,4.884019903541613,6.946657046546832,11.80516183400698,c1=1.3613; c0=90.5449; f=0.198218; alpha_f=1.55803e-13; beta_f=0.1; alpha_s=0.00562477; beta_s=0.00871507; g=0.904991
g=0 & beta_f=0,6,33.63037549062019,0.0031010764394068246,beta_f|alpha_s|g,48.10130973382294,68.82896165002946,0.770104312464514,True,0.0369341125232573,True,-0.0012093531599725051,True,0.08923115709528828,0.7337885306097328,6.969016335332296,True,5.311011581531235,7.4396069640902125,12.280027916863531,c1=1.71051; c0=5.17981; f=0.525801; alpha_f=0.013859; beta_f=1e-06; alpha_s=8.16235e-15; beta_s=0.0145288; g=0
