ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,1000,15.609541779924054,15.69610495169901,13.427897924242005,18.24742882681386,4.819530902571854,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,glaciers,2100,joint,1000,15.401029012163775,15.618248842076893,12.282782688100866,19.811318391150245,7.5285357030493785,1.5620888952142447,0.9866419674132617,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,glaciers,2150,fixed,1000,26.24764379210989,26.219283676912934,20.524348343168118,31.636795247112513,11.112446903944395,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,glaciers,2150,joint,1000,25.64094175624407,25.909864218937162,19.679125406326413,33.43549125892242,13.756365852596005,1.2379241018207379,0.9768854667233714,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,glaciers,2300,fixed,1000,35.36350467873251,35.35984429120757,23.56739340216447,47.17853280638855,23.611139404224083,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,glaciers,2300,joint,1000,35.18046685134708,35.139251990847,23.543342700155748,46.79141529488858,23.248072594732832,0.9846230712006089,0.9948241038593805,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,gis,2100,fixed,1000,7.8794943480845365,8.351746767448317,5.156689500613005,13.116368422614672,7.959678922001666,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,gis,2100,joint,1000,7.762455869434682,8.367470921124054,5.083186154319356,13.480076805432832,8.396890651113477,1.0549283122342155,0.9851464480486231,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,gis,2150,fixed,1000,14.768321586635906,16.081902292083154,8.533862070452953,28.11734362974305,19.5834815592901,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,gis,2150,joint,1000,14.495285667705534,16.15730449297072,8.317724569839207,29.880504530007528,21.56277996016832,1.1010697916448504,0.9815120548852724,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,gis,2300,fixed,1000,38.597530518619834,42.97466570775207,18.69305316894933,81.69746377660711,63.004410607657775,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,gis,2300,joint,1000,36.987418104986006,43.33448843399548,18.2699371959605,91.4828054527383,73.2128682567778,1.1620276668040006,0.9582845743756302,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,ais,2100,fixed,1000,44.146874623806255,46.77919525583141,23.223215055230547,81.04406331111778,57.820848255887235,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,ais,2100,joint,1000,43.27660833882214,45.39371689921809,16.245763714979024,81.29952336792427,65.05375965294525,1.1250917552272603,0.9802870238856088,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,ais,2150,fixed,1000,97.8838552224224,102.4273950930636,53.32983354696983,169.90566605862136,116.57583251165153,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,ais,2150,joint,1000,98.07090239328268,102.1831502994795,49.29812704687607,175.3530591528477,126.05493210597163,1.0813127334378907,1.001910909316304,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,ais,2300,fixed,1000,276.83378421981615,289.9007920277031,143.61422997786792,473.3868120404342,329.7725820625663,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,ais,2300,joint,1000,275.445530615888,302.21802051416466,136.89224655743936,542.1184855670355,405.2262390095961,1.2288051252627008,0.9949852449987613,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,te,2100,fixed,1000,27.065136156969796,27.06797876674401,19.776384496430875,34.857712570409305,15.08132807397843,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,te,2100,joint,1000,26.5069286142915,27.148303921936346,16.675731056031275,39.78678882798721,23.111057771955934,1.53242855394361,0.9793754023833149,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
ssp585,te,2150,fixed,1000,50.34258637288282,50.347873777581356,36.78512233896622,64.83719112512395,28.052068786157733,1.0,1.0,"scope_slr_fairunc_oldbrick.jl | BRICK 2.0 stock MimiBRICK v2.0.0 get_model(ssp245), Random.seed!(2026) before get_model | posterior parameters_subsample_brick.csv | ssp ssp585 | climate fair | lws observed (mean 0.0003 m/yr) | run 1850-2300 reref 1995-2014 | julia 1.12.6"
