model,integral_land,integral_allcells,amp_needed_sftlf>=50,amp_needed_all_cells
CESM2-WACCM,32.88651208727547,29.50977458454913,1.2070202524251452,1.0830852318277127
IPSL-CM6A-LR,29.577918084059203,25.59359059454447,1.0855862749228729,0.9393511266232971
MRI-ESM2-0,23.59227560661741,23.104761770305654,0.8658976781244334,0.848004656444173
UKESM1-0-LL,28.325882689930218,25.907400841251448,1.0396333300360383,0.9508687762356562
