ssp,ssp_label,p05,p50,p95,ais,gsic,gis,te,lws
ssp119,SSP1-1.9,30.6521502303026,32.59274369566704,34.80758295456004,5.694898280701529,5.648842109075401,6.470801171383423,12.094677608345318,2.596380650083528
ssp126,SSP1-2.6,33.60740657147141,35.91782571038006,76.05315360643772,6.31462806382525,5.919732906476639,6.791969080531611,14.084997808194233,2.596380650083528
ssp245,SSP2-4.5,41.64782470036619,78.02288014194411,108.68326348559765,43.05417586126362,6.270734519493066,7.416791047449118,18.453586086674726,2.596380650083528
ssp460,SSP4-6.0,59.44197754903783,89.31416942069939,112.82511931899869,51.910285422532155,6.367948380715036,7.694600810716256,20.37941235244978,2.596380650083528
ssp370,SSP3-7.0,71.3375786193518,92.42373370672763,113.8782170751563,53.088840202930115,6.406068744946587,7.877439033596108,22.005371684814996,2.596380650083528
ssp585,SSP5-8.5,99.62786760115199,116.84758127562148,133.21292442842736,70.76632693613124,6.626440514282628,8.908078197822512,27.68229960617935,2.596380650083528
